Term,Value
strawa,0.003
communitiesuk,0.015
hordes,0.031
leejasper,0.004
beachthistle,0.007
holyrood,0.009
four,0.008
hanging,0.01
diisgrace,0.007
localized,0.011
marching,0.01
dunleavy138,0.007
ukelections2015,0.007
pardon,0.008
ecominimalnick,0.016
stevesurrey1,0.006
cole_davesc66,0.002
lord,0.012
protestants,0.003
regional,0.002
trojan,0.011
pigment,0.011
forties,0.005
bringing,0.008
enddate,0.002
scholar,0.011
wooden,0.005
clientele,0.001
commenter,0.029
patrickwintour,0.002
smethwick,0.005
chalupatime,0.013
katiecelf,0.008
hague,0.008
zzzzzz,0.004
charter,0.007
utm_hp_ref,0.009
specially,0.009
bbqt,0.025
bacon,0.009
second,0.01
autonomous_mind,0.007
feck,0.009
bbcqt,0.018
brexit,0.023
jonteinspain,0.012
casumptious,0.014
skynewsbreak,0.003
sheenmate,0.003
chieftans,0.014
fossil,0.003
scottishlabour,0.02
scottishreferendum,0.005
jackcapron,0.008
ohbrokenbritain,0.024
hero,0.01
splinter,0.011
brainwashed,0.009
lgbt,0.014
china,0.012
cult,0.011
affiliated,0.015
shriek,0.007
mickzippy,0.007
cyclical,0.009
kids,0.027
kaltesonne,0.0
k,0.008
davidisky,0.0
reports,0.01
transfixed,0.007
military,0.011
bbcone,0.007
cancellation,0.004
criticism,0.009
golden,0.013
divide,0.005
criticise,0.002
loudoun,0.007
norse,0.009
replace,0.01
foodbanks,0.008
classicfail,0.009
unis,0.004
unit,0.0
mote,0.004
dna,0.007
spoke,0.002
aidan_celtic,0.005
music,0.011
telegraph,0.029
passport,0.015
e2,0.014
owen,0.005
holy,0.045
relax,0.013
successful,0.002
brings,0.002
0aqfxwm,0.001
99,0.006
90,0.009
93,0.01
hold,0.019
sarahhemyukip,0.007
britfirst,0.006
morally,0.009
locked,0.008
pursue,0.013
famed,0.002
plunged,0.029
rkzins_8hfo,0.018
revenues,0.007
example,0.014
richardhilton1,0.001
grumpydenier,0.006
sinking,0.004
household,0.007
dragons,0.011
currency,0.002
bbcnew,0.012
want,0.036
absolute,0.013
lobbycomm,0.002
hoc,0.01
worldview,0.007
hehehehehe,0.005
complaining,0.006
travel,0.008
damage,0.009
antiracismday,0.013
machine,0.003
preferable,0.003
salmond,0.008
swine,0.008
renounced,0.011
jamesvondoom,0.004
outlawed,0.009
shores,0.012
wrong,0.017
junkscience,0.006
gsdlady2,0.011
shocker38,0.008
types,0.011
ukipscum,0.006
_deanwilson94,0.009
eyers,0.01
occasions,0.003
paullewismoney,0.013
wins,0.016
keeps,0.007
p4ljta,0.004
democratic,0.009
wing,0.011
wind,0.011
senators,0.01
angelahaggerty,0.007
welcomed,0.016
confederate,0.005
chriscox69,0.006
continentals,0.004
luisbaram,0.004
jackbrosnan_,0.004
luke_e_boy,0.009
fit,0.009
screaming,0.009
10153212_233154013546003_3162180114676654568_n,0.005
discourse,0.001
deeneking,0.004
wales,0.023
hidden,0.005
jihadis,0.011
schools,0.014
silver,0.01
xfactor2014,0.005
represents,0.009
diarmidm,0.004
queues,0.006
barton,0.006
arron,0.009
skills,0.004
addicted,0.002
volcano,0.006
ronkabet,0.005
financial,0.011
snakes,0.012
knockout,0.015
allah,0.01
turnip,0.004
fortnight,0.006
jimtduffy,0.002
2day,0.005
