Term,Value
suicidal,0.001
hordes,0.001
child,0.005
crisisgrexit,0.001
skynews,0.003
holyrood,0.002
chaos,0.002
asian,0.003
hanging,0.004
john_holtke,0.021
oldest,0.001
saved,0.006
forget,0.001
votes,0.003
poorest,0.004
inlike,0.002
voted,0.005
whatsoever,0.004
bethrigby,0.007
sorry,0.003
765106024957214720,0.004
regrets,0.006
sinking,0.002
void,0.002
rise,0.002
jacob,0.005
bringing,0.004
school,0.001
supports,0.039
solution,0.003
296,0.002
shows,0.001
heading,0.005
kevinpbreslin,0.002
voteleave,0.005
makinghistory,0.001
leaders,0.001
warns,0.001
withorpe,0.006
271,0.002
second,0.001
street,0.003
chris_meloni,0.005
bbcqt,0.004
even,0.004
brexit,0.024
erexit,0.003
326577,0.002
incompatible,0.002
1vnxyl0,0.002
victoriapeckham,0.001
new,0.005
net,0.002
ever,0.002
mogg,0.005
told,0.004
centric,0.005
meb,0.006
never,0.01
reported,0.003
whatthehellareyoutalkingabout,0.002
path,0.002
olsson,0.017
vikings,0.001
k,0.005
changed,0.002
military,0.002
heatherwheeler,0.001
punishment,0.003
shithappens,0.011
golden,0.002
divide,0.004
campaign,0.002
29hdktr,0.002
brought,0.005
pdsutherlandun,0.002
opportunities,0.001
nolahoubear,0.002
total,0.007
forums,0.001
spoke,0.001
theordinaryman2,0.002
army,0.002
coins,0.001
chooses,0.001
1930s,0.001
call,0.002
telegraph,0.005
spike,0.003
rationalism,0.004
tell,0.003
expat,0.001
supporters,0.001
successful,0.002
brings,0.003
wars,0.002
adrianople,0.002
warn,0.001
mansplains,0.001
teaching,0.002
must,0.004
join,0.002
room,0.004
rights,0.004
plunged,0.001
movies,0.002
era,0.002
ms,0.001
example,0.001
give,0.005
550,0.001
dragons,0.001
want,0.015
christianvoice,0.001
times,0.004
oppressing,0.001
end,0.005
thing,0.004
egyptian,0.001
trsresearch,0.002
machine,0.003
s030544031300023x,0.001
stupidity,0.005
neveragain,0.003
interview,0.001
turk,0.002
ancestor,0.002
michelledewbs,0.001
funny,0.001
mess,0.004
assimilated,0.001
earlier,0.002
wrong,0.04
sturdywendy,0.001
lay,0.001
president,0.004
pdf,0.001
disagree,0.004
types,0.006
thesun,0.003
attempt,0.002
third,0.002
revolt,0.005
descends,0.002
1lv7wv,0.002
greek,0.002
south,0.001
sucessor,0.002
bodgit_bendit,0.012
order,0.001
grassrootsout,0.005
foetal,0.004
danhannanmep,0.002
tricked,0.003
whizzing,0.001
london,0.005
keyboard,0.006
andrea,0.005
nyti,0.001
globalpulsemag,0.001
brits,0.004
notoeu,0.003
writing,0.002
destroyed,0.002
wales,0.004
weeks,0.004
overcome,0.002
eventually,0.001
lambert,0.005
safe,0.001
jenit,0.002
break,0.002
heaven,0.002
sixteen,0.002
bank,0.005
bread,0.002
germanic,0.002
swancom74,0.001
hadrains,0.001
mantheaume,0.005
went,0.002
side,0.002
luck,0.007
suzanneevans1,0.005
financial,0.002
skydata,0.002
_thegman,0.006
milan,0.002
jouster,0.003
maniacs,0.01
message,0.003
richardlander,0.002
rt,0.002
reminding,0.002
goo,0.002
god,0.001
revolting,0.004
re,0.007
daniel,0.001
got,0.003
foxbusiness,0.005
gov,0.004
independence,0.005
abbott,0.002
turning,0.005
veto,0.002
rustyrockets,0.001
little,0.015
free,0.004
boosting,0.002
wanted,0.005
r4,0.001
refugee,0.004
days,0.005
ati,0.004
isn,0.002
portal,0.004
onto,0.004
enjoy,0.003
duplicitous,0.004
already,0.027
nigel,0.005
leaveeuofficial,0.002
matteorenzi,0.008
another,0.002
wasn,0.004
allectus,0.002
ten,0.002
revival,0.001
top,0.015
historian,0.002
bitcoin,0.005
tot,0.005
hist100b1,0.002
needed,0.002
confirming,0.001
ton,0.005
thoughts,0.004
hollywood,0.001
john,0.001
bitter,0.001
grexit,0.004
calexit,0.006
owensmith_mp,0.002
collapse,0.001
villages,0.013
took,0.006
tabloids,0.005
western,0.002
symptom,0.002
distance,0.001
bloated,0.001
immigrants,0.001
scenes,0.004
nations,0.002
project,0.02
matter,0.016
brexit0rremain,0.005
2ekpbqq,0.001
iron,0.011
thewerelizard,0.001
boudica,0.001
feeling,0.002
bridge,0.003
palace,0.001
modern,0.003
mind,0.004
nicolasturgeon,0.007
migrantcrisis,0.001
raw,0.003
lbc,0.002
seen,0.002
telegraphnews,0.004
tells,0.002
forced,0.003
responsible,0.001
1960,0.004
isolated,0.005
merichio,0.002
fitting,0.001
rome,0.002
tintagel,0.002
decadence,0.001
hun,0.002
empireand,0.002
sophiewarnes,0.002
cymbeline,0.001
pdpgb,0.001
fencing,0.004
regular,0.001
germany,0.007
don,0.005
classicist,0.002
professor,0.001
m,0.004
treaty,0.001
leaflet,0.002
diabetesuk,0.001
