Term,Value
suicidal,0.002
hordes,0.001
doubts,0.007
crisisgrexit,0.001
skynews,0.003
holyrood,0.002
chaos,0.001
asian,0.001
hanging,0.004
john_holtke,0.028
oldest,0.001
saved,0.003
forget,0.002
votes,0.003
janimine,0.001
poorest,0.003
seriously,0.006
voted,0.004
whatsoever,0.005
bethrigby,0.004
sorry,0.004
765106024957214720,0.004
regrets,0.004
sinking,0.002
void,0.002
rise,0.001
jacob,0.004
bringing,0.004
school,0.001
supports,0.01
solution,0.004
296,0.002
unifying,0.001
heading,0.003
kevinpbreslin,0.001
enjoy,0.004
744109418904584192,0.002
leaders,0.001
warns,0.001
goth,0.001
271,0.002
second,0.001
street,0.004
chris_meloni,0.005
bbcqt,0.005
even,0.004
brexit,0.027
erexit,0.002
326577,0.002
incompatible,0.002
1vnxyl0,0.002
reasoning,0.001
nyt,0.002
new,0.004
net,0.001
ever,0.002
mogg,0.003
told,0.006
centric,0.005
meb,0.005
never,0.012
reported,0.002
whatthehellareyoutalkingabout,0.001
path,0.003
olsson,0.011
vikings,0.002
k,0.005
changed,0.002
military,0.002
heatherwheeler,0.001
punishment,0.005
shithappens,0.011
golden,0.002
divide,0.005
campaign,0.001
brought,0.005
pdsutherlandun,0.001
opportunities,0.001
nolahoubear,0.002
total,0.004
forums,0.001
spoke,0.001
theordinaryman2,0.002
army,0.002
coins,0.002
chooses,0.002
1930s,0.002
call,0.002
telegraph,0.005
spike,0.003
rationalism,0.004
tell,0.006
1000,0.001
dumped,0.004
supporters,0.001
successful,0.001
brings,0.003
wars,0.001
adrianople,0.002
warn,0.002
mansplains,0.001
teaching,0.001
must,0.004
word,0.001
room,0.005
rights,0.003
plunged,0.001
movies,0.002
era,0.001
transparency,0.002
example,0.001
give,0.005
550,0.001
dragons,0.002
want,0.017
christianvoice,0.002
times,0.004
oppressing,0.001
end,0.004
thing,0.005
egyptian,0.001
trsresearch,0.001
machine,0.004
s030544031300023x,0.002
stupidity,0.005
neveragain,0.005
interview,0.002
place,0.003
ancestor,0.002
michelledewbs,0.002
funny,0.001
mess,0.004
assimilated,0.002
earlier,0.002
wrong,0.011
sturdywendy,0.001
lay,0.002
president,0.004
types,0.004
thesun,0.004
attempt,0.002
third,0.002
britannia,0.002
revolt,0.003
descends,0.002
1lv7wv,0.002
greek,0.001
berlusconi,0.004
sucessor,0.001
bodgit_bendit,0.01
order,0.002
grassrootsout,0.005
foetal,0.005
danhannanmep,0.001
tricked,0.001
whizzing,0.002
london,0.003
keyboard,0.005
belonged,0.001
nyti,0.002
globalpulsemag,0.003
intelligentsia,0.004
writing,0.003
better,0.005
wales,0.004
weeks,0.005
overcome,0.002
eventually,0.001
lambert,0.006
safe,0.002
jenit,0.001
break,0.001
heaven,0.002
sixteen,0.001
bank,0.005
bread,0.001
germanic,0.001
swancom74,0.002
hadrains,0.001
victory,0.001
mantheaume,0.004
