Topic,Term,Value
42,lorsqu,0.0
54,cwackers,0.0
8,helping,0.0
46,resultso,0.0
53,nonchalant,0.0
20,opr,0.0
15,royalspoliticians,0.0
4,13million,0.0
42,wale,0.0
24,blarney,0.0
33,eintitled,0.0
48,tripped,0.0
29,meade,0.0
42,malpractice,0.0
1,franks,0.0
26,what_exactly_is_austerity_v1,0.0
39,condenser,0.0
41,hrc,0.0
21,80k,0.0
21,framing,0.0
22,verbal,0.0
18,letem,0.0
35,gnat,0.0
29,subsidisers,0.0
57,presidencygood,0.0
53,imprint,0.0
16,marshmallow,0.0
45,a7024091,0.0
0,t,0.015
4,grandparentmakes,0.0
23,kingor,0.0
2,misfesance,0.0
59,matching,0.0
5,hpi,0.0
1,terrorisme,0.0
37,imperilled,0.0
6,soooooooo,0.0
15,uselessness,0.0
4,smelling,0.0
39,cmmission,0.0
32,eurowe,0.0
33,hopefuuly,0.0
3,a3387416,0.0
0,s,0.014
35,longif,0.0
7,jamieross,0.0
37,timothy,0.0
5,alternativesi,0.0
26,experience,0.0
50,trendy,0.0
13,grumbles,0.0
5,wehave,0.0
17,importants,0.0
35,worldwide,0.0
24,bbate,0.0
58,sheepdog,0.0
10,suspects,0.0
50,conceived,0.0
10,plums,0.0
29,believei,0.0
21,tongue,0.0
14,criticismpathetic,0.0
10,uncorroberated,0.0
46,stubbs,0.0
20,replicated,0.0
17,ingen,0.0
56,_conomique,0.0
6,catalyst,0.0
32,carb,0.0
23,18s,0.0
5,segments,0.0
52,newhook,0.0
16,skinner,0.0
44,10,0.0
5,celebrities,0.0
32,fruitist,0.0
24,europ_ischen,0.0
5,boarded,0.0
36,665850,0.0
2,dziala,0.0
25,rivera,0.0
1,voteleave23rdjune2016,0.0
37,ansd,0.0
14,intervening,0.0
47,bitchy,0.0
58,endowment,0.0
8,disillusioning,0.0
22,55m,0.0
58,rulingshe,0.0
58,destrying,0.0
10,spring,0.0
40,impetuous,0.0
15,britand,0.0
38,paople,0.0
26,winnig,0.0
43,koetje,0.0
2,consider,0.0
38,mollested,0.0
44,display,0.0
43,celticseer,0.0
38,492,0.0
30,ills,0.0
19,britol,0.0
55,allargyce,0.0
24,perleeese,0.0
56,dealits,0.0
6,curtis,0.0
54,barella,0.0
29,subjugate,0.0
15,heletine,0.0
21,latter,0.0
40,buoyancy,0.0
39,gough,0.0
23,investigates,0.0
9,eep,0.0
10,ascencion,0.0
41,dramatic,0.0
17,93z,0.0
59,lays,0.0
38,sunrise,0.0
4,falsh,0.0
18,disbanded,0.0
40,corbinette,0.0
40,allora,0.0
59,billingham,0.0
23,ukipbecause,0.0
7,behaviours,0.0
31,squadron,0.0
50,weeksthe,0.0
12,shrimps,0.0
11,foobar,0.0
49,jenkin,0.0
58,retributive,0.0
8,blitzed,0.0
10,30s,0.0
19,corbet,0.0
50,worm,0.0
17,enrouler,0.0
54,leaf,0.0
38,gab,0.0
17,operators,0.0
16,dockers,0.0
42,subjucate,0.0
22,sync,0.0
36,pilgrims,0.0
2,millones,0.0
10,renaissance,0.0
20,pin,0.0
34,adorbs,0.0
6,williamor,0.0
57,dilmah,0.0
14,gummer,0.0
22,omer,0.0
23,overtime,0.0
7,xenopbobe,0.0
38,iocked,0.0
44,celebrated,0.0
2,48,0.0
56,769045,0.0
59,ust,0.0
12,berhaps,0.0
39,impudent,0.0
16,wreak,0.0
7,czemu,0.0
11,jessop,0.0
9,muppetyou,0.0
46,hurstdon,0.0
1,siviter,0.0
28,reduced,0.0
52,jana,0.0
46,howell,0.0
3,erope,0.0
19,musial,0.0
12,aw,0.0
14,red,0.0
19,heremainly,0.0
2,extravagant,0.0
11,syeda,0.0
17,syriano,0.0
32,vers,0.0
4,435,0.0
49,exterminated,0.0
48,canvassed,0.0
42,pegg,0.0
57,uska,0.0
26,familes,0.0
44,respectthe,0.0
33,ukrap,0.0
18,trypharmaceuticalsenginespumps,0.0
4,attainment,0.0
0,eu,0.011
23,mcneill,0.0
16,trattati,0.0
41,mcgwynn,0.0
18,febble,0.0
54,commentrich,0.0
1,bzabt,0.0
8,trumpian,0.0
0,ed,0.019
9,habitats,0.0
59,randomly,0.0
41,veux,0.0
47,kesper,0.0
19,vee,0.0
20,lifeand,0.0
35,subsidise,0.0
13,privately,0.0
56,allerdings,0.0
33,toum,0.0
22,hydraulic,0.0
3,5tppuislzg4,0.0
37,limply,0.0
56,herv_,0.0
9,distinguished,0.0
1,leftits,0.0
34,curvy,0.0
28,kellogg,0.0
54,betalen,0.0
19,babes,0.0
30,gum,0.0
39,uber,0.0
40,ember,0.0
51,propre,0.0
11,atheists,0.0
36,shrimp,0.0
7,marjery,0.0
30,kommen,0.0
17,theofficial,0.0
30,200b,0.0
41,totalni,0.0
45,shifters,0.0
8,middeleeuwen,0.0
0,00a0,0.009
5,lifestlle,0.0
25,kirche,0.0
16,laughy,0.0
15,heresy,0.0
53,habs,0.0
53,timmyclaggcorbyn,0.0
22,uncivilized,0.0
23,multnational,0.0
14,thomlinson,0.0
13,kish,0.0
27,panky,0.0
57,contributed,0.0
24,tanyel,0.0
5,buon,0.0
12,curraugh,0.0
22,teaches,0.0
18,badno,0.0
0,00b8,0.005
39,wally,0.0
7,chappies,0.0
2,sighhhhh,0.0
21,quello,0.0
45,shaueb,0.0
2,eager,0.0
48,chancewe,0.0
27,aits,0.0
5,bogi,0.0
45,euopean,0.0
27,doughnut,0.0
14,invertebrati,0.0
32,sweatshop,0.0
21,etctheir,0.0
13,ogcq3wb0qu,0.0
9,projecteverybody,0.0
54,terminal,0.0
11,overseer,0.0
49,stipulates,0.0
33,proactive,0.0
13,innercent,0.0
15,beleafs,0.0
3,pillar,0.0
0,people,0.008
29,extremeley,0.0
47,385,0.0
42,oppose,0.0
6,safespace,0.0
31,welshirish,0.0
1,theofficial,0.0
32,integrating,0.0
43,ohmygod,0.0
1,champayne,0.0
18,ringleader,0.0
13,gus,0.0
57,vichy,0.0
2,taxe,0.0
8,poitical,0.0
7,windle,0.0
3,redresses,0.0
34,roci,0.0
12,app,0.0
29,ofthenotveryposhvarietyiwill,0.0
34,istandwithhatespeach,0.0
40,taped,0.0
12,stoddern,0.0
6,shape,0.0
40,haaaaaa,0.0
43,winked,0.0
8,obscenity,0.0
24,bureucrats,0.0
30,felici,0.0
26,ubjwkhqq96g,0.0
59,fabricate,0.0
33,actuallyit,0.0
59,rr,0.0
12,scm,0.0
16,ohio,0.0
58,9bca,0.0
35,buncefield,0.0
17,hukxawcatxa,0.0
49,minibus,0.0
42,libtarded,0.0
32,afstemning,0.0
46,4then,0.0
58,murrelet,0.0
13,gfy,0.0
34,nuffink,0.0
26,stewed,0.0
13,26136,0.0
31,threats,0.0
