Term,Value
strawa,0.005
communitiesuk,0.016
hordes,0.038
leejasper,0.005
beachthistle,0.005
holyrood,0.007
four,0.005
hanging,0.012
diisgrace,0.008
localized,0.012
marching,0.012
dunleavy138,0.008
ukelections2015,0.007
pardon,0.008
ecominimalnick,0.014
stevesurrey1,0.004
cole_davesc66,0.0
lord,0.01
sinking,0.002
regional,0.001
bile,0.004
pigment,0.009
forties,0.007
bringing,0.008
enddate,0.002
scholar,0.01
wooden,0.004
clientele,0.001
commenter,0.025
patrickwintour,0.002
smethwick,0.005
chalupatime,0.011
katiecelf,0.007
hague,0.007
zzzzzz,0.004
charter,0.009
bill,0.01
specially,0.01
bbqt,0.029
bacon,0.009
second,0.01
autonomous_mind,0.006
feck,0.006
bbcqt,0.019
brexit,0.022
jonteinspain,0.012
casumptious,0.011
skynewsbreak,0.002
sheenmate,0.002
chieftans,0.014
fossil,0.003
scottishlabour,0.022
scottishreferendum,0.004
jackcapron,0.009
ohbrokenbritain,0.025
hero,0.009
splinter,0.011
brainwashed,0.004
lgbt,0.011
china,0.012
cult,0.01
affiliated,0.016
shriek,0.008
mickzippy,0.008
cyclical,0.009
kids,0.031
kaltesonne,0.002
k,0.011
davidisky,0.002
reports,0.013
transfixed,0.01
military,0.009
bbcone,0.006
cancellation,0.003
criticism,0.006
golden,0.01
divide,0.007
criticise,0.003
loudoun,0.009
norse,0.008
replace,0.005
foodbanks,0.007
classicfail,0.004
unis,0.005
unit,0.001
hoping,0.005
dna,0.007
spoke,0.001
aidan_celtic,0.007
music,0.011
telegraph,0.033
passport,0.015
e2,0.014
owen,0.008
holy,0.037
relax,0.015
successful,0.001
brings,0.005
99,0.008
90,0.009
93,0.01
hold,0.015
sarahhemyukip,0.004
britfirst,0.003
morally,0.009
locked,0.013
pursue,0.01
famed,0.001
plunged,0.027
rkzins_8hfo,0.016
revenues,0.009
example,0.014
richardhilton1,0.001
grumpydenier,0.005
protestants,0.001
household,0.008
dragons,0.01
currency,0.0
bbcnew,0.013
want,0.034
absolute,0.011
poverty,0.008
hoc,0.008
worldview,0.009
hehehehehe,0.006
complaining,0.007
travel,0.01
damage,0.007
antiracismday,0.014
machine,0.004
preferable,0.004
salmond,0.009
swine,0.013
statement_on_paris_shooting,0.013
jamesvondoom,0.006
outlawed,0.008
shores,0.013
wrong,0.018
junkscience,0.007
