Topic,Term,Value
20,thereupon,0.0
3,offencive,0.0
15,vlachopoulos,0.0
30,bollinger,0.0
38,casey,0.0
29,ordinary,0.0
7,166,0.0
4,unreads,0.0
32,pootypool,0.0
8,punks,0.0
8,kalergy,0.0
20,ethos,0.0
29,unrecoverable,0.0
27,squeeling,0.0
21,hunn,0.0
28,broadway,0.0
31,rabbit,0.0
14,24,0.0
39,asshats,0.0
32,handsme,0.0
1,verybrexitproblems,0.0
1,rttember,0.0
32,14c,0.0
20,lifting,0.0
7,workman,0.0
22,emp,0.0
27,05,0.0
14,garrity,0.0
5,versaille,0.0
3,steelwoorks,0.0
13,burgess,0.0
0,just,0.006
21,islandmentality,0.0
11,wisbey,0.0
37,peckham,0.0
8,350ml,0.0
34,girteka,0.0
5,florez,0.0
2,worldyeah,0.0
8,competently,0.0
5,mln,0.0
6,hangs,0.0
32,cigar,0.0
2,900s,0.0
32,jullie,0.0
8,noelia,0.0
26,intelligenceand,0.0
13,mudoch,0.0
24,irrefutable,0.0
30,22hurrah_for_the_blackshirts,0.0
19,356,0.0
35,draconian,0.0
18,061b01e23655,0.0
15,spectacles,0.0
30,20160628,0.0
0,country,0.004
36,dissecting,0.0
28,saj,0.0
28,brexiting,0.0
33,prefects,0.0
9,popely,0.0
18,mayer,0.0
21,guall,0.0
32,remorner,0.0
31,pintjes,0.0
25,wahlkampf,0.0
19,halhal,0.0
20,flabbot,0.0
28,padding,0.0
8,what_did_online_access_cost_per_hour_in_1995,0.0
4,turnouts,0.0
10,crys,0.0
16,juniors,0.0
16,consulates,0.0
12,handsworth,0.0
4,21700758,0.0
12,innovator,0.0
31,044,0.0
17,watever,0.0
35,aslike,0.0
18,prevailing,0.0
7,hace,0.0
27,ahahha,0.0
5,otis,0.0
6,louu,0.0
24,gun,0.0
25,homeso,0.0
10,flem,0.0
18,alexanderyou,0.0
5,inefficiences,0.0
9,kingsfund,0.0
16,abbreviated,0.0
5,couteur,0.0
11,resenting,0.0
39,ua1ncm66w,0.0
1,enel,0.0
25,449715071833456,0.0
22,twunt,0.0
30,moran,0.0
33,kursverfall,0.0
21,737,0.0
13,privatisationthey,0.0
11,kumanovo,0.0
12,calafonia,0.0
38,bards,0.0
22,relations,0.0
27,toldfor,0.0
6,fingercrossed,0.0
36,mohammed,0.0
34,kroaten,0.0
32,competency,0.0
2,wrap,0.0
39,islamdark,0.0
38,pryke,0.0
27,500bn,0.0
27,enforcements,0.0
31,rhfp3,0.0
4,drinkie,0.0
19,tbere,0.0
8,afriat,0.0
19,puppetssame,0.0
34,enjoy,0.0
32,muckybottom,0.0
39,damages,0.0
21,asses,0.0
37,watp,0.0
37,gulag,0.0
2,lump,0.0
30,ukgreat,0.0
39,nonnn,0.0
13,changing,0.0
13,wendywill,0.0
35,sayeth,0.0
7,ogm,0.0
4,noll,0.0
30,highlighted,0.0
13,sunbathing,0.0
25,horrah,0.0
15,pallett,0.0
27,eiland,0.0
0,u,0.039
0,t,0.015
36,y6u6i,0.0
10,bada,0.0
0,s,0.014
18,aver,0.0
30,differentalso,0.0
26,flats,0.0
22,lger,0.0
38,rulez,0.0
21,beardsand,0.0
33,bahahahahah,0.0
11,hamzaand,0.0
33,hadith,0.0
37,sthe,0.0
13,hitlerites,0.0
1,mcnee,0.0
17,newyear,0.0
32,05e4,0.0
2,ni_o,0.0
37,grieving,0.0
19,brexshiiters,0.0
14,junction,0.0
34,ottamens,0.0
12,grrrrrr,0.0
23,innovated,0.0
11,peepol,0.0
15,capitalising,0.0
4,baaaaaaa,0.0
12,butik,0.0
10,hereit,0.0
1,genuinly,0.0
30,compte,0.0
6,passe,0.0
19,769045,0.0
20,speechas,0.0
17,gregory,0.0
29,friperies,0.0
33,inesquec,0.0
29,aldam,0.0
34,nitharsan,0.0
0,vote,0.004
31,6o,0.0
10,ypu,0.0
15,gasesti,0.0
31,robirvine,0.0
24,dums,0.0
2,lethers,0.0
33,winterbourne,0.0
36,gladio,0.0
35,wnnq9dgwvio,0.0
26,71593,0.0
29,emberi,0.0
27,unearthed,0.0
29,arebut,0.0
10,kradic,0.0
39,rnc,0.0
17,ronaldhino,0.0
1,yu,0.0
21,mandating,0.0
22,daca,0.0
21,manifested,0.0
30,throttled,0.0
8,fagan,0.0
14,global_economics,0.0
24,itscountry,0.0
18,citizent,0.0
29,adette,0.0
4,ubderstand,0.0
28,flouncers,0.0
23,mccreedy,0.0
16,leek,0.0
29,reach,0.0
38,salads,0.0
14,naturalization,0.0
12,trumplestiltskin,0.0
13,suoner,0.0
11,axzz4ba3cpxhq,0.0
39,woth,0.0
7,romanesti,0.0
17,euroscepticism,0.0
15,yatszkdffurughxjwakt,0.0
0,uk,0.005
16,toungue,0.0
23,respectively,0.0
12,worshiping,0.0
0,us,0.004
27,3700000,0.0
22,compare,0.0
28,discernment,0.0
1,frivolity,0.0
10,defection,0.0
33,manifs,0.0
25,warwe,0.0
35,aggrieved,0.0
7,colleges,0.0
15,sighs,0.0
20,hahahahahahahahahahahahhahahahahahahahahahahahahahahhahahahahhahaahahahahahhaahahahahahhahahahahahaahhahahaahahahhahahahahaah,0.0
2,lettice,0.0
17,celestial,0.0
5,boneour,0.0
25,keerit,0.0
3,buzz,0.0
25,tartuffe,0.0
34,dovetail,0.0
26,threatend,0.0
9,lesshis,0.0
32,reta,0.0
3,thayt,0.0
9,komt,0.0
15,peltierwe,0.0
37,siete,0.0
7,carmar,0.0
2,99999,0.0
20,talentless,0.0
2,wordly,0.0
18,tariffing,0.0
22,25m,0.0
23,ugh,0.0
8,darville,0.0
1,aggressionfrom,0.0
11,tyler,0.0
16,doooooomed,0.0
10,pakistany,0.0
22,notmine,0.0
16,churned,0.0
23,oameni,0.0
35,heidi,0.0
13,swami,0.0
9,shoots,0.0
11,ruind,0.0
8,sankariel_m_ntarina,0.0
26,upbringing,0.0
8,9mm,0.0
27,politikerne,0.0
25,culminating,0.0
7,heartsore,0.0
15,eurphobia,0.0
6,accusation,0.0
17,winterbourne,0.0
9,8855656,0.0
21,scrambled,0.0
14,longas,0.0
16,discrepancies,0.0
36,divisible,0.0
30,regulatons,0.0
0,think,0.004
31,whooped,0.0
32,harden,0.0
4,behaves,0.0
25,hoodwink,0.0
19,yrsen,0.0
20,315000000,0.0
1,daimler,0.0
3,orifices,0.0
32,ferrets,0.0
23,oversimplification,0.0
11,jaja,0.0
39,annmarie,0.0
15,gurkers,0.0
23,ap,0.0
39,landi,0.0
24,nano,0.0
35,bbcskyitv,0.0
30,unchallengeable,0.0
6,langlais,0.0
19,yoy,0.0
17,studoval,0.0
9,dillies,0.0
17,935,0.0
10,almoravids,0.0
19,coster,0.0
36,prescedentsany,0.0
12,lisping,0.0
26,swith,0.0
39,comment,0.0
34,t3in,0.0
6,asure,0.0
22,voiding,0.0
29,letterthe,0.0
26,arrested,0.0
4,svr,0.0
27,miaowww,0.0
14,ssecond,0.0
23,cgaf,0.0
29,doge,0.0
25,canute,0.0
35,failure,0.0
12,grandson,0.0
18,forsetti,0.0
30,increasign,0.0
27,consultant,0.0
11,europ_e,0.0
30,skutecznosci,0.0
13,faudrait,0.0
16,portray,0.0
15,uskip,0.0
20,devra,0.0
7,brawa,0.0
32,2006,0.0
6,peter,0.0
6,extremism,0.0
10,fraustration,0.0
5,lef,0.0
6,ilves,0.0
29,lads,0.0
37,strides,0.0
25,reports,0.0
33,ashamed,0.0
7,trilogues,0.0
1,pullman,0.0
30,nurgat,0.0
6,freshfordmill,0.0
28,honourable,0.0
26,jo_stevens_tubill,0.0
31,overset,0.0
3,peculiar,0.0
36,finanziert,0.0
13,mediation,0.0
32,sprinkle,0.0
37,legendery,0.0
34,muffs,0.0
23,braithwaite,0.0
1,manured,0.0
6,yearsthe,0.0
27,guardians,0.0
31,restaurants,0.0
12,refy,0.0
5,ajutat,0.0
7,torbay,0.0
21,beckons,0.0
19,fing,0.0
24,tomany,0.0
15,accustaions,0.0
22,25972,0.0
18,despondent,0.0
29,designer,0.0
6,conducted,0.0
7,hansburyyou,0.0
16,qid,0.0
36,deciles,0.0
0,don,0.005
26,scots,0.0
17,umm,0.0
23,bremankers,0.0
6,beskriva,0.0
14,lady,0.0
14,osborns,0.0
35,ststement,0.0
9,snatched,0.0
19,breximoaner,0.0
21,effed,0.0
3,airspace,0.0
24,glitch,0.0
29,thoughyou,0.0
13,phat,0.0
18,yak,0.0
18,133618,0.0
26,superficiale,0.0
15,tullete,0.0
31,the_problem_with_the_english_england_doesn_t_want_to_be_just_another_member_of_a_team_1_4851882,0.0
39,decker,0.0
21,flame,0.0
18,arlene,0.0
3,rationalisation,0.0
37,juntas,0.0
2,wybor,0.0
29,outgrown,0.0
16,10738795,0.0
21,treaites,0.0
4,britishs,0.0
19,manicured,0.0
30,kiamano,0.0
24,logie,0.0
18,incredibly,0.0
14,article_50_final_corrected_and_unredacted_version,0.0
23,mengeles,0.0
9,macmillan,0.0
38,ragionare,0.0
9,saperlo,0.0
32,wire,0.0
6,llamok,0.0
23,feely,0.0
29,bllody,0.0
28,americanisation,0.0
31,talt,0.0
21,labling,0.0
11,soarf,0.0
35,n_chsten,0.0
22,cvzpqxupfhg,0.0
38,choudrey,0.0
11,forest,0.0
38,ukcrimestats,0.0
27,vat,0.0
12,tont,0.0
20,grasshopper,0.0
9,indeed,0.0
38,ruthless,0.0
1,newman,0.0
25,schauen,0.0
13,indoctrinated,0.0
31,crafted,0.0
9,scottish_independence_referendum_2014,0.0
31,p32536,0.0
34,blairkinnockbrown,0.0
3,landry,0.0
16,dominicdeen,0.0
27,mauritania,0.0
31,coulthard,0.0
26,disappoints,0.0
34,nfanraaaa,0.0
29,distopia,0.0
18,complaints,0.0
12,bluffingor,0.0
28,heartwarming,0.0
14,coeur,0.0
27,divvied,0.0
8,idiothow,0.0
4,countriesas,0.0
28,the17,0.0
24,beaurocrat,0.0
17,seditionist,0.0
11,rgjvv9hd5yy,0.0
2,juggenauts,0.0
20,compel,0.0
0,well,0.004
28,prigorodny,0.0
30,granpa,0.0
5,ellison,0.0
23,78years,0.0
37,shenghan,0.0
5,literarily,0.0
28,coming1,0.0
4,mcclure,0.0
0,get,0.005
36,irvine,0.0
5,pmso,0.0
0,like,0.005
28,basi,0.0
22,a7436556,0.0
16,liberally,0.0
5,hankeriong,0.0
9,uncapability,0.0
26,demanders,0.0
9,salaires,0.0
34,ecept,0.0
15,knuckledragging,0.0
26,0022427803256236,0.0
37,grrr,0.0
23,hornchurch,0.0
38,causewe,0.0
39,haitian,0.0
28,f1,0.0
8,trantrums,0.0
23,saville,0.0
18,bolger,0.0
2,0ahukewicjtua3ctrahxk6xokhtslab8q_auibygb,0.0
32,plab,0.0
35,faith,0.0
31,liberalised,0.0
19,bickeringits,0.0
1,long,0.0
8,busters,0.0
15,scelgano,0.0
34,memories,0.0
22,bovril,0.0
34,spiller,0.0
8,patrice,0.0
17,shilly,0.0
35,packingso,0.0
17,z_,0.0
22,wiedervereinigung,0.0
25,bijzonder,0.0
24,bleakley,0.0
8,trio,0.0
34,milkshake,0.0
32,timegood,0.0
6,taxesall,0.0
31,sailors,0.0
18,periorizotan,0.0
25,fifty,0.0
32,saudita,0.0
33,rape,0.0
12,spinning,0.0
5,pirates,0.0
22,lillian,0.0
34,b4,0.0
15,sunni,0.0
1,118071375195585,0.0
16,blamesimply,0.0
4,agist,0.0
19,peverall,0.0
33,naturalusation,0.0
12,nutural,0.0
14,akos,0.0
35,patching,0.0
38,zionist,0.0
33,89bda9ab6fb9,0.0
30,neithwer,0.0
26,rerefendum,0.0
35,marriage,0.0
7,cld,0.0
5,macdiarmid,0.0
8,woild,0.0
28,distroying,0.0
23,trotskyite,0.0
11,bio,0.0
9,wreckless,0.0
38,8112,0.0
0,now,0.004
37,dorrington,0.0
3,panalist,0.0
25,conniving,0.0
25,appalled,0.0
38,scoop,0.0
20,shipwreck,0.0
36,chooses,0.0
1,succeeded,0.0
32,seewhere,0.0
21,lipps,0.0
25,haved,0.0
14,totall,0.0
39,counlil,0.0
19,diahorrea,0.0
34,forewarned,0.0
20,larry,0.0
10,zefanya,0.0
15,stayaaaagh,0.0
26,uddin,0.0
16,domiciled,0.0
18,wheely,0.0
20,dre_ler,0.0
35,herzogenaurach,0.0
32,repaint,0.0
30,assasinate,0.0
6,roden,0.0
5,blakeney,0.0
29,egh,0.0
30,jog,0.0
32,chins,0.0
25,mythbusting,0.0
3,sw1h,0.0
0,voted,0.003
17,jordi,0.0
17,rectum,0.0
18,abrogation,0.0
18,citicizens,0.0
16,shipand,0.0
38,scandianavian,0.0
18,jamieson,0.0
5,prohibits,0.0
14,critic,0.0
31,bicameral,0.0
24,mapletoft,0.0
38,schmuck,0.0
34,sewing,0.0
7,wordshope,0.0
10,reding,0.0
32,violated,0.0
34,salmanella,0.0
26,previous,0.0
39,motivation,0.0
20,constitute,0.0
34,therethat,0.0
17,dishonorable,0.0
24,honoury,0.0
18,milczarczyk,0.0
38,marmite,0.0
12,delegge,0.0
33,beneficiary,0.0
19,industrious,0.0
28,overpopulated,0.0
38,field,0.0
23,hedda,0.0
8,jbncmdhxobg,0.0
22,certificate,0.0
37,manifacturies,0.0
0,will,0.01
1,digressed,0.0
36,flagthe,0.0
19,threating,0.0
4,befalling,0.0
26,didit,0.0
13,stratfor,0.0
4,wt,0.0
18,10155282011628690,0.0
36,deighns,0.0
35,clothed,0.0
14,affiliations,0.0
1,ashit,0.0
6,trolling,0.0
26,mirror,0.0
26,istrue,0.0
13,megacorporations,0.0
8,volgen,0.0
21,mutterings,0.0
23,socioecohistory,0.0
27,panellist,0.0
31,escapades,0.0
21,retric,0.0
27,altamente,0.0
29,windle,0.0
8,compilers,0.0
26,bent_s,0.0
25,congolese,0.0
20,pronunciation,0.0
24,necrobestiality,0.0
2,commonality,0.0
38,jouer,0.0
33,stingpiece,0.0
36,browbeaton,0.0
5,davi,0.0
2,roper,0.0
37,zeitschrift,0.0
33,parachutes,0.0
37,amdreas,0.0
15,scammers,0.0
31,deterioration,0.0
19,collapese,0.0
5,dunnit,0.0
13,conforming,0.0
38,gc,0.0
1,usmakes,0.0
0,brexit,0.004
10,thirst,0.0
36,wachers,0.0
18,unethically,0.0
32,newsnet,0.0
25,milliband,0.0
25,votors,0.0
5,tg,0.0
12,wgpayte7kte,0.0
35,familiar,0.0
32,laughing,0.0
9,jowa,0.0
30,2665,0.0
23,dident,0.0
3,erodican,0.0
21,omy,0.0
37,hol,0.0
11,horribilis,0.0
24,groupsand,0.0
5,harmed,0.0
16,aboutit,0.0
30,bingoyou,0.0
9,polictical,0.0
19,shoulnt,0.0
4,clarkif,0.0
22,automatons,0.0
37,donator,0.0
8,cauliflowers,0.0
2,maxwell,0.0
19,flirting,0.0
3,reagiert,0.0
9,tonge,0.0
16,principe,0.0
34,bujropayy_sdlkn2zvsu5onda,0.0
5,numbersand,0.0
3,councilforthenationalinterest,0.0
33,gelukzoekers,0.0
13,zsolt,0.0
15,luverly,0.0
39,kinsell,0.0
11,mcnally,0.0
24,15billion,0.0
39,c3,0.0
39,soley,0.0
3,blotted,0.0
30,dentistsnurses,0.0
31,heartedlyat,0.0
20,eurig,0.0
5,bykowe,0.0
11,zahra,0.0
38,keshwala,0.0
31,colander,0.0
38,taugwalder,0.0
13,miserableundemocratic,0.0
16,tkepw,0.0
29,cumulatively,0.0
28,qualifying,0.0
14,tites,0.0
25,operatives,0.0
20,ibra,0.0
34,ccouncil,0.0
31,sarasaurus,0.0
34,maar,0.0
10,695bn,0.0
13,theocracy,0.0
12,establishmentand,0.0
28,immoderately,0.0
13,spaak,0.0
7,alisa,0.0
1,londinium,0.0
36,bruvs,0.0
26,worries,0.0
29,comnent,0.0
17,murryfield,0.0
24,luns,0.0
34,partof,0.0
4,swoje,0.0
31,incomprehensible,0.0
7,alepo,0.0
28,poumd,0.0
27,83463114,0.0
16,enstated,0.0
11,macfarlane,0.0
39,andere,0.0
23,denial,0.0
2,intentioned,0.0
0,one,0.004
20,hermon,0.0
35,ct,0.0
39,highness,0.0
12,cardboard,0.0
10,mourned,0.0
4,denial,0.0
