Term,Value
suicidal,0.002
hordes,0.001
child,0.004
crisisgrexit,0.001
skynews,0.005
holyrood,0.002
asian,0.002
hanging,0.003
john_holtke,0.009
oldest,0.001
saved,0.005
forget,0.002
votes,0.005
poorest,0.003
inlike,0.002
voted,0.004
whatsoever,0.004
bethrigby,0.004
sorry,0.004
765106024957214720,0.006
regrets,0.005
sinking,0.002
void,0.001
rise,0.002
jacob,0.005
bringing,0.004
school,0.002
supports,0.012
solution,0.004
296,0.001
unifying,0.001
heading,0.005
kevinpbreslin,0.001
enjoy,0.007
makinghistory,0.003
leaders,0.002
warns,0.002
withorpe,0.004
271,0.001
second,0.001
street,0.004
chris_meloni,0.003
cymroalba,0.004
even,0.004
brexit,0.038
erexit,0.002
326577,0.002
incompatible,0.002
1vnxyl0,0.001
victoriapeckham,0.001
nyt,0.002
new,0.006
net,0.002
ever,0.002
mogg,0.004
told,0.004
centric,0.004
meb,0.006
never,0.022
reported,0.001
whatthehellareyoutalkingabout,0.002
path,0.002
olsson,0.015
vikings,0.002
k,0.004
changed,0.001
military,0.002
heatherwheeler,0.001
punishment,0.005
shithappens,0.022
golden,0.002
divide,0.007
campaign,0.001
brought,0.004
pdsutherlandun,0.002
opportunities,0.002
nolahoubear,0.002
total,0.004
forums,0.002
spoke,0.002
theordinaryman2,0.002
army,0.002
coins,0.001
chooses,0.001
call,0.002
telegraph,0.004
spike,0.004
rationalism,0.004
tell,0.005
dumped,0.005
supporters,0.001
successful,0.001
brings,0.005
adrianople,0.002
warn,0.001
mansplains,0.002
teaching,0.002
must,0.004
word,0.001
room,0.004
rights,0.004
plunged,0.002
movies,0.002
era,0.001
transparency,0.002
example,0.002
give,0.003
550,0.002
dragons,0.002
want,0.009
christianvoice,0.002
david,0.003
oppressing,0.001
end,0.004
turn,0.005
egyptian,0.002
trsresearch,0.001
machine,0.005
s030544031300023x,0.001
stupidity,0.004
neveragain,0.004
interview,0.002
place,0.004
ancestor,0.002
michelledewbs,0.002
mess,0.005
assimilated,0.001
earlier,0.001
wrong,0.019
sturdywendy,0.002
lay,0.003
president,0.004
types,0.003
thesun,0.004
attempt,0.001
third,0.002
britannia,0.002
revolt,0.005
descends,0.001
1lv7wv,0.002
greek,0.001
berlusconi,0.004
sucessor,0.001
bodgit_bendit,0.015
order,0.002
grassrootsout,0.004
wine,0.002
danhannanmep,0.003
tricked,0.001
whizzing,0.002
london,0.005
keyboard,0.005
andrea,0.005
nyti,0.002
globalpulsemag,0.001
intelligentsia,0.005
writing,0.002
better,0.004
wales,0.006
weeks,0.004
overcome,0.001
eventually,0.002
lambert,0.005
safe,0.001
jenit,0.001
break,0.002
heaven,0.002
sixteen,0.001
bank,0.006
bread,0.001
germanic,0.002
govuk,0.002
swancom74,0.002
hadrains,0.001
victory,0.002
mantheaume,0.005
went,0.001
side,0.002
luck,0.006
suzanneevans1,0.004
financial,0.002
