Term,Value
suicidal,0.002
hordes,0.001
child,0.004
crisisgrexit,0.001
skynews,0.005
holyrood,0.001
chaos,0.001
asian,0.002
hanging,0.005
john_holtke,0.031
oldest,0.002
saved,0.005
forget,0.001
votes,0.006
poorest,0.006
inlike,0.001
voted,0.003
whatsoever,0.005
bethrigby,0.003
sorry,0.003
765106024957214720,0.005
regrets,0.004
sinking,0.002
void,0.002
rise,0.002
jacob,0.004
bringing,0.004
believed,0.001
school,0.001
supports,0.014
solution,0.003
296,0.001
shows,0.002
heading,0.004
kevinpbreslin,0.002
voteleave,0.005
leaders,0.001
warns,0.002
goth,0.001
271,0.002
second,0.002
street,0.003
chris_meloni,0.004
bbcqt,0.004
even,0.005
brexit,0.025
326577,0.002
incompatible,0.001
1vnxyl0,0.001
reasoning,0.002
nyt,0.002
new,0.005
net,0.001
ever,0.001
mogg,0.003
told,0.006
million,0.016
meb,0.003
never,0.011
reported,0.002
whatthehellareyoutalkingabout,0.002
path,0.001
olsson,0.027
vikings,0.002
k,0.004
changed,0.002
military,0.001
heatherwheeler,0.001
punishment,0.005
shithappens,0.015
golden,0.002
divide,0.005
campaign,0.002
brought,0.003
pdsutherlandun,0.002
opportunities,0.002
nolahoubear,0.001
total,0.009
forums,0.001
spoke,0.002
theordinaryman2,0.002
army,0.001
coins,0.002
chooses,0.001
kneepads,0.001
call,0.002
telegraph,0.005
spike,0.005
rationalism,0.005
tell,0.004
expat,0.002
supporters,0.001
successful,0.003
brings,0.005
wars,0.002
adrianople,0.002
warn,0.002
mansplains,0.002
teaching,0.002
must,0.004
word,0.002
room,0.005
rights,0.004
plunged,0.001
ere,0.001
ms,0.002
example,0.002
give,0.005
550,0.002
dragons,0.001
want,0.015
christianvoice,0.001
david,0.004
oppressing,0.002
end,0.005
thing,0.005
egyptian,0.002
trsresearch,0.001
machine,0.003
s030544031300023x,0.001
stupidity,0.005
neveragain,0.007
interview,0.001
place,0.004
ancestor,0.002
mess,0.006
assimilated,0.001
earlier,0.002
wrong,0.018
sturdywendy,0.002
lay,0.002
president,0.005
types,0.003
thesun,0.004
attempt,0.001
third,0.001
revolt,0.005
descends,0.002
1lv7wv,0.001
greek,0.001
berlusconi,0.005
sucessor,0.001
bodgit_bendit,0.016
archaeology,0.003
grassrootsout,0.005
wine,0.002
danhannanmep,0.001
tricked,0.001
whizzing,0.001
london,0.004
keyboard,0.003
andrea,0.004
nyti,0.002
globalpulsemag,0.001
intelligentsia,0.005
writing,0.002
destroyed,0.001
wales,0.004
weeks,0.006
overcome,0.002
eventually,0.001
lambert,0.005
safe,0.001
jenit,0.004
break,0.002
sixteen,0.002
bank,0.003
bread,0.001
germanic,0.002
swancom74,0.002
hadrains,0.002
victory,0.001
mantheaume,0.006
went,0.001
side,0.002
luck,0.003
suzanneevans1,0.003
financial,0.001
skydata,0.002
_thegman,0.005
milan,0.001
jouster,0.006
