Term,Value
strawa,0.007
communitiesuk,0.014
hordes,0.03
leejasper,0.006
beachthistle,0.006
holyrood,0.011
four,0.007
hanging,0.013
diisgrace,0.01
localized,0.01
marching,0.012
dunleavy138,0.007
ukelections2015,0.007
augustine,0.008
ecominimalnick,0.013
stevesurrey1,0.005
cole_davesc66,0.001
lord,0.009
protestants,0.006
bile,0.007
pigment,0.008
forties,0.008
bringing,0.01
enddate,0.002
scholar,0.008
wooden,0.002
clientele,0.001
commenter,0.03
patrickwintour,0.002
smethwick,0.005
chalupatime,0.01
katiecelf,0.004
hague,0.007
zzzzzz,0.003
charter,0.006
bill,0.009
specially,0.007
bbqt,0.025
bacon,0.012
second,0.012
autonomous_mind,0.008
feck,0.009
theory,0.004
brexit,0.021
jonteinspain,0.013
casumptious,0.011
skynewsbreak,0.001
sheenmate,0.002
chieftans,0.015
fossil,0.002
scottishlabour,0.023
scottishreferendum,0.001
jackcapron,0.006
ohbrokenbritain,0.031
hero,0.011
splinter,0.008
brainwashed,0.008
lgbt,0.007
china,0.011
cult,0.008
affiliated,0.017
shriek,0.005
mickzippy,0.006
cyclical,0.012
kids,0.028
kaltesonne,0.001
k,0.015
davidisky,0.001
reports,0.012
transfixed,0.007
military,0.009
bbcone,0.006
cancellation,0.004
criticism,0.004
golden,0.011
divide,0.007
criticise,0.001
loudoun,0.005
norse,0.008
replace,0.009
foodbanks,0.008
classicfail,0.01
unis,0.005
unit,0.0
mote,0.006
dna,0.007
spoke,0.001
aidan_celtic,0.006
music,0.011
telegraph,0.027
passport,0.016
e2,0.011
pstani,0.01
holy,0.038
relax,0.015
successful,0.0
brings,0.004
0aqfxwm,0.002
99,0.008
90,0.007
93,0.01
hold,0.016
sarahhemyukip,0.007
britfirst,0.005
morally,0.009
locked,0.006
pursue,0.012
famed,0.001
plunged,0.026
rkzins_8hfo,0.014
revenues,0.007
example,0.014
richardhilton1,0.002
grumpydenier,0.004
sinking,0.003
household,0.008
dragons,0.013
currency,0.001
bbcnew,0.008
want,0.037
absolute,0.012
poverty,0.006
hoc,0.01
worldview,0.009
hehehehehe,0.009
complaining,0.007
travel,0.007
damage,0.009
antiracismday,0.012
machine,0.004
preferable,0.003
salmond,0.007
swine,0.011
renounced,0.012
jamesvondoom,0.008
outlawed,0.01
shores,0.012
wrong,0.016
junkscience,0.003
gsdlady2,0.011
shocker38,0.005
types,0.01
ukipscum,0.009
_deanwilson94,0.006
eyers,0.009
occasions,0.003
paullewismoney,0.012
wins,0.016
fictional,0.001
keeps,0.007
p4ljta,0.003
democratic,0.011
wing,0.013
wind,0.009
senators,0.008
angelahaggerty,0.006
welcomed,0.016
govern,0.005
chriscox69,0.007
continentals,0.002
luisbaram,0.003
jackbrosnan_,0.004
eddieizzard,0.015
luke_e_boy,0.006
fit,0.007
screaming,0.009
10153212_233154013546003_3162180114676654568_n,0.004
ogbtssk,0.001
deeneking,0.005
wales,0.025
hidden,0.003
virtually,0.006
lukebozier,0.001
schools,0.013
silver,0.01
xfactor2014,0.009
represents,0.006
diarmidm,0.006
queues,0.002
barton,0.006
arron,0.009
crops,0.005
addicted,0.002
volcano,0.007
ronkabet,0.01
financial,0.014
snakes,0.012
knockout,0.016
allah,0.009
turnip,0.002
fortnight,0.012
jimtduffy,0.003
2day,0.008
cathedral,0.009
whit,0.005
ring,0.006
whip,0.001
rt,0.02
trending,0.008
23c8my7,0.006
rs,0.005
markbtuk,0.006
richardlion2,0.001
re,0.044
encourage,0.009
adapt,0.006
27115043,0.007
dogwhistle,0.008
foundation,0.007
hillaryclinton,0.007
sellout,0.009
paullarkin74,0.007
threatened,0.007
medieval_things,0.002
farageget,0.005
rspca,0.009
allison00812810,0.002
7ekuqhw7b,0.01
redhair,0.009
ate,0.009
ndls61,0.006
heading,0.001
1970s,0.001
repealed,0.01
rabid,0.004
landlords,0.008
peterthomas410,0.016
nigel,0.035
steroids,0.015
reintroduced,0.011
wasn,0.014
remotely,0.003
sutherland,0.007
jamesmcleary,0.01
cmidgley1988,0.008
blazespage,0.007
xii,0.002
tired,0.008
needed,0.013
boston_rabbit,0.002
xit,0.003
_lilykins,0.01
euro,0.016
bitter,0.009
steven_woolfe,0.012
listen,0.009
danish,0.011
alecoscino,0.009
collapse,0.001
kno,0.004
hell_yes,0.004
wisdom,0.004
chairwoman,0.007
channel4,0.005
darkies,0.005
positively,0.008
195dal,0.012
trek,0.005
peril,0.004
showed,0.016
coward,0.013
tree,0.012
10x,0.0
dtfxzpu,0.006
nations,0.024
project,0.017
endure,0.005
boudica,0.122
charted,0.005
feeling,0.007
1zafmow,0.011
redesigned,0.0
esto,0.001
1fxcbdm,0.007
concrete,0.005
paramedics,0.001
responsible,0.011
haste,0.008
causing,0.009
absorbed,0.007
ukipfail,0.001
pander,0.002
witney,0.015
shall,0.012
diminishing,0.007
swiss,0.013
mouth,0.007
letter,0.005
entry,0.004
majo,0.008
episode,0.006
2emuouszi,0.006
fajnyjames,0.009
camp,0.011
twickenham,0.013
independents,0.001
flagellants,0.003
lpg,0.014
camb,0.002
came,0.016
saying,0.014
fuckers,0.002
plagues,0.002
sexist,0.006
morningstaronline,0.015
darmz7,0.003
sexism,0.002
callumringer_,0.007
tempted,0.009
clock,0.002
lessons,0.012
busy,0.01
sandwellleader,0.006
scmpsocialnewsfeed,0.007
ment,0.008
cousins,0.007
warmongering,0.012
safadreamer,0.001
rich,0.005
milton,0.002
1qto55c,0.007
kraljski,0.009
lmao,0.005
mrdatch,0.02
lurches,0.013
greens,0.022
nicely,0.006
pigtowngrump,0.005
paedophiles,0.007
patch,0.008
debatingfools,0.012
cull,0.009
traverse,0.002
disaster,0.009
fair,0.013
branding,0.006
result,0.013
fail,0.019
syriapakistanindiamalaysiairaqiran,0.011
resigned,0.005
best,0.015
markfrance62,0.015
patronsaintofca,0.007
campaigners,0.01
scotlibdems,0.005
lots,0.011
wikipedia,0.016
1pqswgm,0.008
romanscharlemagne,0.007
ira,0.008
foi_in_ukip,0.006
migrantnation,0.005
glasgow,0.006
preserve,0.015
men,0.013
parallels,0.009
nationwide,0.008
nature,0.011
rolled,0.008
mei,0.0
jack0byte,0.002
ian_fraser,0.006
extent,0.015
roller,0.01
pity,0.002
outcome,0.007
sacrificing,0.019
country,0.03
drmoragkerr,0.008
demanded,0.012
planned,0.007
normandy,0.008
logic,0.01
wipeout,0.012
argue,0.005
asked,0.007
eradicate,0.006
calibre,0.009
telbo5000,0.01
basque,0.018
blonde,0.012
raith,0.004
source,0.015
union,0.022
fri,0.007
michaelpdeacon,0.003
frm,0.007
advert,0.008
ckuka,0.004
much,0.022
privilege,0.009
jackass,0.001
deportations,0.008
socialflow_twitter,0.002
life,0.018
spit,0.007
eastern,0.007
worker,0.013
places,0.002
sycophants,0.002
southerners,0.005
child,0.011
25s,0.006
worked,0.008
doth,0.007
cunt,0.005
diverted,0.005
isabeloakeshott,0.005
bcalderwood23,0.009
1jar3,0.012
viii,0.0
athanaseus,0.013
flooding,0.009
ladyreynolds34,0.01
ridiculously,0.004
surprises,0.003
nuttalls,0.01
anticipating,0.009
campaigning,0.009
trusted,0.003
things,0.015
rebellion,0.008
split,0.006
babies,0.012
paedo,0.007
european,0.02
plonker,0.006
markydeedrop,0.013
louisemensch,0.011
louenglefield,0.004
pitchforks,0.001
purpleplotters,0.0
jaimehta,0.0
lydlqv,0.006
reissdjo,0.005
tune,0.016
fabricant,0.006
matters,0.01
eddiesurfs,0.014
academia,0.004
demindblower,0.002
petewishart,0.006
opinions,0.001
its2014,0.002
terrorist,0.007
cumbria,0.007
birmingham,0.012
flaggelant,0.001
gretna,0.009
sandracub,0.006
ham,0.012
holyromanempire,0.005
bnp,0.028
hay,0.013
innocent,0.01
prison,0.007
east,0.031
espoused,0.006
hav,0.006
ukipcastlepoint,0.013
groat,0.001
possible,0.012
possibly,0.006
lachiemor1,0.009
indicative,0.008
mrdavidwhitley,0.01
birth,0.007
shadow,0.015
hamas,0.001
desire,0.01
brought,0.001
kingskroinkie,0.017
sliiting,0.009
remind,0.008
steps,0.01
andrewoathy,0.002
ideaa,0.002
bonkers,0.003
right,0.026
old,0.018
crowd,0.011
people,0.033
czech,0.01
mosques,0.01
ooooo,0.006
willdefens,0.002
labourcelts,0.015
countytimes,0.003
serialsockthief,0.008
creep,0.001
bringbackhanging,0.011
attendees,0.009
fox,0.024
individuals,0.003
periphery,0.009
mabionglyndwr,0.008
varicose,0.002
nwbrux,0.009
templarinfidel,0.002
lefty,0.014
hmtreasury,0.015
alexandra,0.008
losing,0.013
toryshorty,0.01
exploitiation,0.008
bigpoppatotoro,0.007
benches,0.0
citizens,0.009
o,0.007
despair,0.005
stoked,0.003
ukipdaily,0.012
slightly,0.004
bath,0.008
consulting,0.004
sod,0.015
1531879,0.014
sol,0.012
son,0.017
presenters,0.008
breadandcircuses,0.001
sov,0.007
blueliberal1,0.012
carlachamorros,0.002
poss,0.003
foothold,0.003
support,0.031
constantly,0.001
raped,0.012
joseph,0.01
wordpress,0.014
jeremylefroymp,0.012
thingsscotlandhas,0.008
celtic_scotland,0.008
happy,0.011
journo,0.013
offer,0.013
oil,0.006
jakearmistead,0.006
davidsigsworth,0.002
simon_ukip,0.009
congratulations,0.019
dontvotescumshovethevoteupukipsbum,0.003
michaelrosenblog,0.01
medway,0.003
inside,0.013
paulturner2012,0.013
vanguard,0.007
rerum,0.003
smashed,0.014
stopsharia,0.012
passenger,0.005
later,0.024
liberal,0.009
proven,0.011
hethers01,0.002
exist,0.009
marxists,0.006
marty_caine,0.014
flood,0.001
republic,0.004
jseymourukip,0.002
roll,0.007
ramadi,0.008
intend,0.011
geezer,0.01
transported,0.002
muslims,0.018
smelling,0.007
persecution,0.0
jimwaterson,0.008
gillian_mair80,0.006
anthony_g_ukip,0.001
mixtymuxty,0.005
codalmighty,0.005
mrjamesob,0.013
beamed,0.01
1156588,0.01
time,0.023
push,0.01
characterising,0.009
chain,0.011
whoever,0.007
eunats,0.006
disrepute,0.005
buddys,0.009
mcghee,0.008
chair,0.007
loons,0.006
quartered,0.003
pratap,0.007
reverting,0.004
vlad,0.006
obssessed,0.009
atavistic,0.004
trog,0.013
choice,0.015
fullest,0.013
exact,0.012
minute,0.013
rlemkin,0.005
tear,0.007
leave,0.044
settle,0.008
subway,0.007
team,0.005
loads,0.007
jamessreality,0.014
globalwarmingisamyth,0.003
prevent,0.017
hindered,0.004
marikanotions,0.01
prediction,0.015
anassarwar,0.005
chopping,0.013
5509085,0.008
saoralba,0.008
elton,0.005
deafitit,0.008
boggle,0.003
celebrated,0.009
current,0.009
ianssmart,0.015
freaks,0.004
boost,0.009
thrust,0.003
honour,0.012
radya,0.005
walsallinfidel,0.011
paedophile,0.006
contemplate,0.0
address,0.012
alone,0.01
along,0.015
redemption,0.003
trumpton_ukip,0.036
queue,0.01
haitch7,0.007
bp,0.005
funder,0.001
jameeyy,0.01
studies,0.0
reclaim,0.013
prettyh,0.009
demonisation,0.005
somerandomhash,0.003
love,0.016
bloods,0.008
canio,0.006
prefer,0.018
logical,0.008
bloody,0.022
ipp,0.012
