Term,Value
strawa,0.002
communitiesuk,0.015
hordes,0.026
leejasper,0.006
beachthistle,0.008
holyrood,0.01
four,0.01
hanging,0.011
diisgrace,0.007
localized,0.012
marching,0.01
dunleavy138,0.007
ukelections2015,0.01
augustine,0.008
ecominimalnick,0.016
stevesurrey1,0.004
cole_davesc66,0.001
lord,0.013
protestants,0.005
regional,0.002
bile,0.007
pigment,0.006
forties,0.008
bringing,0.009
enddate,0.003
scholar,0.011
wooden,0.004
clientele,0.002
commenter,0.028
patrickwintour,0.002
smethwick,0.005
chalupatime,0.014
katiecelf,0.009
hague,0.006
zzzzzz,0.004
charter,0.008
bill,0.01
specially,0.01
bbqt,0.026
bacon,0.011
second,0.01
autonomous_mind,0.005
feck,0.007
bbcqt,0.014
brexit,0.025
jonteinspain,0.009
casumptious,0.012
skynewsbreak,0.003
sheenmate,0.001
chieftans,0.011
fossil,0.004
scottishlabour,0.02
scottishreferendum,0.0
jackcapron,0.008
ohbrokenbritain,0.023
hero,0.01
splinter,0.011
brainwashed,0.006
lgbt,0.012
china,0.013
cult,0.012
affiliated,0.015
shriek,0.005
mickzippy,0.007
cyclical,0.01
kids,0.035
kaltesonne,0.001
k,0.014
davidisky,0.002
reports,0.014
transfixed,0.009
military,0.012
bbcone,0.006
cancellation,0.002
criticism,0.008
golden,0.01
divide,0.008
criticise,0.001
loudoun,0.007
norse,0.007
replace,0.01
foodbanks,0.011
classicfail,0.009
unis,0.004
unit,0.0
hoping,0.009
dna,0.007
spoke,0.003
aidan_celtic,0.005
music,0.01
telegraph,0.037
passport,0.017
e2,0.012
owen,0.006
holy,0.038
relax,0.015
successful,0.003
brings,0.002
0aqfxwm,0.002
99,0.004
90,0.008
93,0.01
hold,0.017
sarahhemyukip,0.007
britfirst,0.005
morally,0.011
locked,0.007
pursue,0.01
famed,0.001
plunged,0.035
rkzins_8hfo,0.016
revenues,0.009
example,0.017
richardhilton1,0.003
grumpydenier,0.006
sinking,0.003
household,0.007
dragons,0.012
currency,0.001
bbcnew,0.011
want,0.038
absolute,0.01
poverty,0.004
hoc,0.008
worldview,0.009
hehehehehe,0.007
complaining,0.006
travel,0.007
damage,0.009
antiracismday,0.011
machine,0.005
preferable,0.002
salmond,0.008
bbcdouglasf,0.007
renounced,0.01
jamesvondoom,0.009
outlawed,0.011
shores,0.015
wrong,0.017
junkscience,0.004
gsdlady2,0.008
shocker38,0.006
types,0.009
typer,0.01
_deanwilson94,0.007
eyers,0.008
occasions,0.003
paullewismoney,0.009
wins,0.013
fictional,0.002
keeps,0.007
p4ljta,0.004
democratic,0.01
wing,0.006
wind,0.011
senators,0.008
angelahaggerty,0.007
welcomed,0.013
govern,0.006
chriscox69,0.008
continentals,0.004
luisbaram,0.004
jackbrosnan_,0.004
luke_e_boy,0.009
fit,0.008
screaming,0.007
10153212_233154013546003_3162180114676654568_n,0.004
ogbtssk,0.001
deeneking,0.007
wales,0.023
hidden,0.006
jihadis,0.014
lukebozier,0.0
schools,0.014
silver,0.006
xfactor2014,0.008
represents,0.007
diarmidm,0.008
queues,0.005
barton,0.006
arron,0.007
crops,0.003
addicted,0.001
volcano,0.008
ronkabet,0.008
financial,0.013
snakes,0.012
knockout,0.013
allah,0.009
turnip,0.003
fortnight,0.009
jimtduffy,0.002
2day,0.007
cathedral,0.01
whit,0.006
ring,0.006
whip,0.001
rt,0.02
trending,0.007
23c8my7,0.008
rs,0.003
markbtuk,0.003
richardlion2,0.0
re,0.035
encourage,0.011
adapt,0.004
27115043,0.009
dogwhistle,0.007
foundation,0.007
hillaryclinton,0.003
sellout,0.008
paullarkin74,0.009
threatened,0.009
medieval_things,0.002
farageget,0.003
rspca,0.009
allison00812810,0.002
7ekuqhw7b,0.011
redhair,0.006
ate,0.006
ndls61,0.007
ups,0.002
1970s,0.003
repealed,0.01
rabid,0.005
landlords,0.011
peterthomas410,0.012
nigel,0.033
steroids,0.016
reintroduced,0.008
wasn,0.009
offerings,0.007
remotely,0.004
sutherland,0.008
jamesmcleary,0.008
cmidgley1988,0.009
blazespage,0.01
xii,0.0
tired,0.01
needed,0.015
boston_rabbit,0.006
xit,0.004
_lilykins,0.01
euro,0.022
bitter,0.009
steven_woolfe,0.017
listen,0.009
danish,0.009
alecoscino,0.012
collapse,0.0
kno,0.007
hell_yes,0.004
wisdom,0.003
chairwoman,0.008
channel4,0.002
darkies,0.003
positively,0.007
195dal,0.008
trek,0.003
peril,0.003
showed,0.015
coward,0.012
tree,0.014
dtfxzpu,0.007
nations,0.026
project,0.015
endure,0.009
boudica,0.094
charted,0.005
feeling,0.009
1zafmow,0.014
redesigned,0.001
esto,0.002
1fxcbdm,0.01
concrete,0.005
paramedics,0.003
responsible,0.01
causing,0.011
absorbed,0.007
ukipfail,0.002
pander,0.001
witney,0.017
shall,0.009
diminishing,0.007
swiss,0.014
mouth,0.007
letter,0.008
entry,0.002
majo,0.009
episode,0.005
2emuouszi,0.009
fajnyjames,0.01
camp,0.009
twickenham,0.01
independents,0.0
flagellants,0.001
lpg,0.015
camb,0.001
came,0.015
saying,0.013
fuckers,0.001
plagues,0.0
sexist,0.004
morningstaronline,0.015
darmz7,0.003
sexism,0.0
callumringer_,0.009
tempted,0.007
clock,0.001
lessons,0.016
busy,0.012
sandwellleader,0.009
scmpsocialnewsfeed,0.007
ment,0.008
cousins,0.007
warmongering,0.013
safadreamer,0.001
rich,0.006
milton,0.003
1qto55c,0.011
kraljski,0.009
lmao,0.004
mrdatch,0.019
lurches,0.012
greens,0.022
nicely,0.01
pigtowngrump,0.005
paedophiles,0.011
patch,0.009
debatingfools,0.015
cull,0.01
traverse,0.004
disaster,0.006
fair,0.014
branding,0.01
result,0.015
fail,0.017
syriapakistanindiamalaysiairaqiran,0.012
resigned,0.007
best,0.017
markfrance62,0.015
patronsaintofca,0.009
campaigners,0.009
scotlibdems,0.007
lots,0.01
wikipedia,0.013
1pqswgm,0.009
romanscharlemagne,0.005
ira,0.006
foi_in_ukip,0.008
migrantnation,0.008
glasgow,0.005
preserve,0.015
men,0.01
parallels,0.01
nationwide,0.008
nature,0.011
rolled,0.006
mei,0.003
jack0byte,0.006
ian_fraser,0.007
wtf,0.014
roller,0.01
pity,0.003
outcome,0.006
sacrificing,0.016
country,0.032
drmoragkerr,0.007
demanded,0.016
planned,0.007
normandy,0.005
logic,0.009
wipeout,0.01
argue,0.007
asked,0.009
eradicate,0.008
calibre,0.009
telbo5000,0.012
basque,0.018
blonde,0.01
raith,0.007
source,0.011
union,0.021
fri,0.007
michaelpdeacon,0.005
frm,0.005
advert,0.007
ckuka,0.005
much,0.019
fecking,0.024
jackass,0.0
deportations,0.008
socialflow_twitter,0.001
life,0.015
spit,0.006
eastern,0.007
worker,0.009
places,0.002
sycophants,0.002
pandering,0.008
child,0.009
25s,0.006
worked,0.006
doth,0.009
cunt,0.009
diverted,0.008
isabeloakeshott,0.008
bcalderwood23,0.005
1jar3,0.012
viii,0.001
athanaseus,0.014
flooding,0.009
ladyreynolds34,0.007
ridiculously,0.004
surprises,0.003
nuttalls,0.01
anticipating,0.008
campaigning,0.005
trusted,0.003
things,0.016
rebellion,0.006
split,0.006
babies,0.011
paedo,0.011
european,0.015
plonker,0.007
fairly,0.006
boiled,0.024
louenglefield,0.003
pitchforks,0.003
purpleplotters,0.002
jaimehta,0.001
lydlqv,0.009
reissdjo,0.005
tune,0.02
fabricant,0.006
matters,0.004
eddiesurfs,0.013
academia,0.006
demindblower,0.002
echoes,0.001
petewishart,0.006
opinions,0.0
its2014,0.001
cumbria,0.008
birmingham,0.01
flaggelant,0.003
gretna,0.008
sandracub,0.007
ham,0.011
holyromanempire,0.006
bnp,0.024
hay,0.009
innocent,0.012
prison,0.004
east,0.029
espoused,0.008
hav,0.01
ukipcastlepoint,0.012
groat,0.0
possible,0.009
possibly,0.006
lachiemor1,0.007
indicative,0.006
mrdavidwhitley,0.011
birth,0.012
shadow,0.017
hamas,0.001
desire,0.01
brought,0.003
kingskroinkie,0.015
sliiting,0.009
remind,0.011
steps,0.01
andrewoathy,0.002
ideaa,0.0
bonkers,0.002
right,0.026
old,0.017
crowd,0.01
people,0.037
czech,0.008
uuponline,0.008
ooooo,0.003
willdefens,0.002
sure,0.015
countytimes,0.004
serialsockthief,0.008
creep,0.002
bringbackhanging,0.012
attendees,0.009
fox,0.017
individuals,0.004
periphery,0.009
mabionglyndwr,0.007
varicose,0.001
nwbrux,0.008
templarinfidel,0.003
lefty,0.018
hmtreasury,0.014
oliverjamesuk,0.002
alexandra,0.008
losing,0.018
toryshorty,0.007
exploitiation,0.01
bigpoppatotoro,0.008
benches,0.004
citizens,0.008
o,0.008
despair,0.005
stoked,0.001
ukipdaily,0.01
slightly,0.004
bath,0.007
consulting,0.005
sod,0.018
1531879,0.014
sol,0.01
son,0.014
presenters,0.006
breadandcircuses,0.003
sov,0.009
blueliberal1,0.015
carlachamorros,0.001
poss,0.002
foothold,0.005
support,0.034
constantly,0.002
raped,0.013
joseph,0.009
wordpress,0.013
jeremylefroymp,0.011
thingsscotlandhas,0.008
celtic_scotland,0.006
happy,0.015
journo,0.013
offer,0.016
jakearmistead,0.003
davidsigsworth,0.002
simon_ukip,0.008
congratulations,0.023
dontvotescumshovethevoteupukipsbum,0.004
michaelrosenblog,0.008
medway,0.002
inside,0.012
paulturner2012,0.012
vanguard,0.006
rerum,0.004
smashed,0.016
stopsharia,0.015
passenger,0.007
later,0.033
liberal,0.011
proven,0.012
hethers01,0.001
exist,0.011
marxists,0.009
marty_caine,0.015
flood,0.0
republic,0.006
jseymourukip,0.004
roll,0.007
ramadi,0.01
intend,0.012
geezer,0.008
transported,0.003
muslims,0.021
smelling,0.008
persecution,0.002
jimwaterson,0.007
gillian_mair80,0.008
anthony_g_ukip,0.001
mixtymuxty,0.01
codalmighty,0.006
mrjamesob,0.011
beamed,0.011
1156588,0.009
time,0.023
push,0.008
characterising,0.012
chain,0.01
whoever,0.008
eunats,0.006
disrepute,0.008
buddys,0.006
mcghee,0.008
chair,0.007
loons,0.007
quartered,0.006
pratap,0.008
reverting,0.002
vlad,0.004
obssessed,0.007
atavistic,0.001
trog,0.017
choice,0.017
fullest,0.012
exact,0.008
minute,0.009
rlemkin,0.007
tear,0.007
leave,0.031
settle,0.005
subway,0.01
team,0.01
loads,0.008
jamessreality,0.014
globalwarmingisamyth,0.006
prevent,0.015
hindered,0.004
marikanotions,0.009
prediction,0.013
anassarwar,0.007
chopping,0.01
shirts,0.0
5509085,0.011
saoralba,0.007
elton,0.004
deafitit,0.006
celebrated,0.014
current,0.009
ianssmart,0.016
freaks,0.002
boost,0.008
honour,0.011
radya,0.008
walsallinfidel,0.009
understanding,0.002
contemplate,0.001
address,0.012
alone,0.006
along,0.017
redemption,0.002
trumpton_ukip,0.032
queue,0.01
haitch7,0.008
bp,0.006
funder,0.002
jameeyy,0.008
studies,0.0
reclaim,0.011
prettyh,0.007
demonisation,0.004
somerandomhash,0.007
love,0.018
griffiths,0.006
canio,0.004
prefer,0.016
logical,0.008
bloody,0.023
ipp,0.011
fake,0.033
neildance,0.006
forefront,0.007
opposes,0.009
sturdyalex,0.007
working,0.032
positive,0.013
angry,0.013
l06jsl,0.002
druids,0.015
boycotthalal,0.011
opposed,0.011
clydessb,0.006
georgegalloway,0.026
loving,0.006
introducing,0.009
scovers123,0.004
1hi30x2,0.009
leeches,0.002
assimilation,0.002
odious,0.008
fastestfredy,0.01
ukip_rbwm,0.004
everywhere,0.01
eastchesterton,0.003
indiegogo,0.008
paxtonnorth,0.008
anglicanwarning,0.006
scholey,0.008
trev_forrester,0.013
wanks,0.008
rob_swire,0.001
moansar,0.008
davies,0.009
believes,0.001
values,0.016
believed,0.012
1dq66zx,0.003
ollyneville,0.003
bertrandlapraye,0.005
twittersilence,0.012
vauxhall,0.006
guyfawk,0.006
admires,0.01
allowed,0.012
litre,0.005
paulmasonnews,0.005
divided,0.006
kvmcclean,0.005
chaucer,0.002
34604358,0.015
edinburgh,0.007
yeeeeesss,0.008
thanetwatch,0.005
primordial,0.001
outthink,0.031
barbaricinhumanedisgusting,0.009
naomi_1,0.004
date,0.01
wikileaks,0.011
laboureoin,0.008
spouted,0.0
data,0.01
brainless,0.005
duncanbarkes,0.007
411478,0.009
natural,0.007
conscious,0.002
ss,0.005
sp,0.006
st,0.021
kittycatboyd,0.014
1sy10nm,0.01
sa,0.011
se,0.01
webpage,0.019
pugwash1000,0.008
djmumin,0.003
unacceptable,0.005
years,0.035
course,0.021
leannewood,0.013
mebyonkernow,0.008
teamleanne,0.003
tendency,0.01
strategyjhp,0.008
theecologist,0.006
bodunfors,0.011
181lwff,0.014
cstross,0.005
councillor,0.018
tory,0.021
petition,0.01
oldfirmfacts1,0.01
recipients,0.015
matches,0.009
indigenous,0.023
drilling,0.0
exposingbbc,0.004
twilight,0.008
glinner,0.013
didn,0.015
revert,0.009
alexx_mcarthur,0.01
domac2000,0.016
ukipthey,0.006
bowling,0.01
veins,0.01
zeropregi,0.005
quarter,0.009
square,0.001
beloved,0.004
patrickoflynn,0.007
christia_allard,0.007
entering,0.015
regionally,0.013
lesson,0.003
troll,0.007
joker,0.003
canvas,0.007
container,0.01
805881485400174593,0.001
coastguard_sos,0.003
shaun_dunlop,0.008
abide,0.002
seriously,0.012
investigation,0.01
internet,0.004
suggesting,0.012
cultor,0.012
curbs,0.011
million,0.021
incentives,0.007
possibility,0.007
quite,0.028
22one,0.01
besides,0.008
bumpy,0.0
quits,0.007
themuslimissue,0.002
girfuy,0.007
crucifix,0.001
massive,0.017
u58pumlkgjm,0.006
henry,0.003
saving,0.016
spoken,0.007
one,0.04
andymuirhd,0.006
rickyjames94,0.01
p262zd,0.004
spanish,0.032
vote,0.036
open,0.012
flatearthers,0.003
city,0.034
uks,0.011
jackbuckby,0.011
juliusmandrake,0.009
2,0.039
ibtimes,0.007
ukipscum,0.008
bits,0.003
vapours,0.009
timeforukip,0.01
psychopaths,0.003
proving,0.005
ridiculous,0.013
fooled,0.005
representing,0.002
markbarry67,0.007
chump,0.005
eurosceptic,0.008
siding,0.005
future,0.008
alanroden,0.007
sophie,0.004
russia,0.012
prospect,0.007
schrodingers,0.006
addressing,0.009
jagtron1,0.017
sam,0.01
turned,0.012
argument,0.013
sad,0.017
woah,0.003
say,0.035
buried,0.003
allen,0.008
saw,0.016
sat,0.008
charlemagnevfarage,0.007
warriors,0.002
downwards,0.003
aside,0.015
note,0.013
intends,0.005
take,0.024
politcal,0.006
poster,0.01
destroy,0.005
concern,0.008
relaxed,0.004
butterfly,0.01
ironically,0.014
axel_yachef,0.001
opposite,0.012
buffer,0.014
knew,0.014
invoked,0.003
faragevclegg,0.002
drive,0.005
federal,0.001
butchered,0.012
atlantic,0.015
review,0.022
laws,0.009
sansian1,0.001
walking,0.004
opportunist,0.008
hustings,0.006
doshtosh,0.01
mike_guillaume,0.005
ukipster,0.001
aggressive,0.013
pperrin,0.009
imagined,0.001
line,0.017
slow,0.013
romanian,0.008
nutshell,0.004
tears,0.001
going,0.02
