Term,Value
strawa,0.004
communitiesuk,0.013
hordes,0.039
leejasper,0.002
beachthistle,0.008
holyrood,0.007
four,0.006
hanging,0.01
diisgrace,0.007
localized,0.013
marching,0.007
dunleavy138,0.006
ukelections2015,0.005
augustine,0.006
ecominimalnick,0.015
stevesurrey1,0.006
cole_davesc66,0.001
lord,0.009
sinking,0.003
regional,0.001
trojan,0.014
pigment,0.009
forties,0.005
bringing,0.011
enddate,0.001
scholar,0.01
wooden,0.006
clientele,0.001
commenter,0.026
patrickwintour,0.002
smethwick,0.002
chalupatime,0.013
katiecelf,0.009
hague,0.006
zzzzzz,0.003
charter,0.007
utm_hp_ref,0.009
specially,0.01
bbqt,0.027
bacon,0.012
second,0.013
autonomous_mind,0.009
feck,0.01
bbcqt,0.018
brexit,0.027
jonteinspain,0.01
casumptious,0.013
skynewsbreak,0.001
sheenmate,0.001
chieftans,0.015
fossil,0.007
scottishlabour,0.024
scottishreferendum,0.002
jackcapron,0.006
ohbrokenbritain,0.041
hero,0.012
splinter,0.008
brainwashed,0.008
lgbt,0.012
china,0.011
cult,0.008
affiliated,0.019
shriek,0.006
mickzippy,0.007
cyclical,0.008
kids,0.029
kaltesonne,0.003
k,0.014
davidisky,0.002
reports,0.009
transfixed,0.01
military,0.009
bbcone,0.007
cancellation,0.002
criticism,0.007
golden,0.013
divide,0.007
criticise,0.001
loudoun,0.006
norse,0.007
replace,0.007
foodbanks,0.008
classicfail,0.009
unis,0.003
unit,0.002
hoping,0.003
dna,0.007
spoke,0.002
aidan_celtic,0.006
music,0.012
telegraph,0.026
passport,0.014
e2,0.012
owen,0.005
holy,0.049
relax,0.015
successful,0.002
brings,0.004
0aqfxwm,0.003
codalmighty,0.006
90,0.011
93,0.012
hold,0.013
sarahhemyukip,0.006
britfirst,0.004
morally,0.007
locked,0.007
pursue,0.014
famed,0.0
plunged,0.026
rkzins_8hfo,0.017
revenues,0.004
example,0.015
richardhilton1,0.002
grumpydenier,0.004
protestants,0.004
household,0.005
dragons,0.013
bbcnew,0.01
want,0.03
absolute,0.012
lobbycomm,0.002
hoc,0.012
worldview,0.009
hehehehehe,0.007
complaining,0.004
travel,0.01
damage,0.011
antiracismday,0.012
machine,0.004
preferable,0.001
salmond,0.009
swine,0.01
statement_on_paris_shooting,0.011
jamesvondoom,0.007
outlawed,0.011
shores,0.016
wrong,0.016
junkscience,0.005
gsdlady2,0.012
shocker38,0.007
types,0.01
typer,0.007
_deanwilson94,0.006
eyers,0.008
occasions,0.004
paullewismoney,0.016
wins,0.014
fictional,0.002
keeps,0.006
p4ljta,0.005
democratic,0.008
wing,0.01
wind,0.012
senators,0.009
angelahaggerty,0.009
welcomed,0.015
govern,0.009
chriscox69,0.007
continentals,0.005
luisbaram,0.004
jackbrosnan_,0.002
luke_e_boy,0.006
fit,0.008
screaming,0.008
10153212_233154013546003_3162180114676654568_n,0.005
ogbtssk,0.001
deeneking,0.004
wales,0.024
hidden,0.004
virtually,0.01
schools,0.018
silver,0.008
xfactor2014,0.006
represents,0.006
diarmidm,0.003
queues,0.004
barton,0.005
arron,0.002
crops,0.005
addicted,0.001
volcano,0.007
ronkabet,0.01
financial,0.011
snakes,0.011
knockout,0.016
allah,0.009
turnip,0.001
fortnight,0.008
jimtduffy,0.002
2day,0.008
cathedral,0.011
whit,0.008
ring,0.009
whip,0.002
rt,0.018
rw,0.009
23c8my7,0.008
rs,0.004
markbtuk,0.005
richardlion2,0.003
re,0.045
encourage,0.009
adapt,0.003
27115043,0.007
dogwhistle,0.009
foundation,0.011
hillaryclinton,0.007
sellout,0.007
paullarkin74,0.003
threatened,0.008
medieval_things,0.002
farageget,0.004
rspca,0.008
allison00812810,0.003
7ekuqhw7b,0.007
redhair,0.007
ate,0.008
ndls61,0.01
heading,0.003
1970s,0.002
repealed,0.006
rabid,0.002
landlords,0.012
peterthomas410,0.012
nigel,0.033
steroids,0.015
reintroduced,0.011
wasn,0.01
remotely,0.005
sutherland,0.008
jamesmcleary,0.006
cmidgley1988,0.007
blazespage,0.006
xii,0.0
tired,0.007
needed,0.016
boston_rabbit,0.003
xit,0.004
_lilykins,0.009
euro,0.021
bitter,0.009
steven_woolfe,0.014
listen,0.01
danish,0.009
alecoscino,0.01
collapse,0.001
kno,0.004
hell_yes,0.002
wisdom,0.008
chairwoman,0.008
channel4,0.003
darkies,0.003
positively,0.004
195dal,0.007
trek,0.005
peril,0.005
showed,0.017
coward,0.012
tree,0.009
10x,0.002
dtfxzpu,0.005
nations,0.026
project,0.012
endure,0.005
boudica,0.052
charted,0.007
feeling,0.005
1zafmow,0.011
redesigned,0.002
esto,0.002
1fxcbdm,0.006
concrete,0.001
paramedics,0.003
responsible,0.01
causing,0.009
absorbed,0.006
ukipfail,0.004
pander,0.001
witney,0.014
shall,0.009
diminishing,0.007
swiss,0.015
mouth,0.006
letter,0.007
entry,0.009
majo,0.01
episode,0.007
2emuouszi,0.011
fajnyjames,0.008
camp,0.01
twickenham,0.01
independents,0.001
flagellants,0.002
lpg,0.01
camb,0.003
came,0.019
saying,0.014
fuckers,0.002
plagues,0.001
sexist,0.005
morningstaronline,0.014
darmz7,0.006
callumringer_,0.014
tempted,0.007
clock,0.001
lessons,0.013
busy,0.008
scmpsocialnewsfeed,0.004
ment,0.009
cousins,0.006
warmongering,0.011
safadreamer,0.002
rich,0.008
milton,0.002
1qto55c,0.007
kraljski,0.009
lmao,0.003
mrdatch,0.021
lurches,0.015
greens,0.029
nicely,0.01
pigtowngrump,0.004
paedophiles,0.012
patch,0.009
debatingfools,0.018
cull,0.009
traverse,0.002
disaster,0.005
fair,0.017
branding,0.011
result,0.013
fail,0.02
syriapakistanindiamalaysiairaqiran,0.013
resigned,0.008
best,0.014
markfrance62,0.016
patronsaintofca,0.008
campaigners,0.009
scotlibdems,0.005
lots,0.009
wikipedia,0.015
1pqswgm,0.009
romanscharlemagne,0.007
ira,0.006
foi_in_ukip,0.007
migrantnation,0.007
glasgow,0.005
preserve,0.015
men,0.012
parallels,0.01
nationwide,0.008
nature,0.014
rolled,0.004
mei,0.0
jack0byte,0.004
ian_fraser,0.006
wtf,0.012
roller,0.009
pity,0.004
outcome,0.007
sacrificing,0.015
country,0.031
drmoragkerr,0.007
strange,0.01
demanded,0.016
planned,0.009
normandy,0.005
logic,0.009
wipeout,0.006
argue,0.006
asked,0.003
eradicate,0.008
calibre,0.008
telbo5000,0.012
basque,0.016
blonde,0.009
raith,0.007
shouting,0.006
union,0.02
fri,0.008
michaelpdeacon,0.003
frm,0.01
advert,0.009
ckuka,0.004
much,0.023
fecking,0.023
jackass,0.002
deportations,0.008
socialflow_twitter,0.001
life,0.018
spit,0.006
eastern,0.007
worker,0.013
places,0.004
sycophants,0.002
culling,0.009
child,0.008
25s,0.008
worked,0.004
doth,0.009
cunt,0.006
diverted,0.009
isabeloakeshott,0.006
bcalderwood23,0.006
1jar3,0.011
viii,0.002
athanaseus,0.015
flooding,0.009
ladyreynolds34,0.012
ridiculously,0.005
surprises,0.005
nuttalls,0.012
anticipating,0.009
campaigning,0.008
trusted,0.004
things,0.014
rebellion,0.008
split,0.009
babies,0.009
paedo,0.006
european,0.019
plonker,0.009
fairly,0.007
louisemensch,0.009
louenglefield,0.006
pitchforks,0.003
jaimehta,0.002
lydlqv,0.004
reissdjo,0.004
tune,0.021
fabricant,0.006
matters,0.006
eddiesurfs,0.013
academia,0.004
demindblower,0.001
echoes,0.001
petewishart,0.005
opinions,0.003
its2014,0.001
cumbria,0.006
birmingham,0.01
flaggelant,0.003
gretna,0.007
sandracub,0.006
ham,0.01
holyromanempire,0.008
bnp,0.025
hay,0.01
innocent,0.011
prison,0.005
east,0.027
espoused,0.008
hav,0.009
ukipcastlepoint,0.014
groat,0.002
possible,0.01
possibly,0.008
lachiemor1,0.007
indicative,0.006
mrdavidwhitley,0.008
birth,0.009
shadow,0.014
hamas,0.003
desire,0.01
brought,0.003
kingskroinkie,0.015
sliiting,0.012
remind,0.009
steps,0.011
andrewoathy,0.0
ideaa,0.001
bonkers,0.002
right,0.023
old,0.013
crowd,0.012
people,0.036
czech,0.011
mosques,0.008
ooooo,0.006
sure,0.013
countytimes,0.004
serialsockthief,0.005
creep,0.002
bringbackhanging,0.011
attendees,0.011
fox,0.019
individuals,0.0
periphery,0.004
mabionglyndwr,0.009
varicose,0.0
nwbrux,0.004
templarinfidel,0.004
lefty,0.015
hmtreasury,0.013
oliverjamesuk,0.002
alexandra,0.008
losing,0.015
toryshorty,0.007
exploitiation,0.01
bigpoppatotoro,0.007
benches,0.002
citizens,0.008
o,0.009
despair,0.006
stoked,0.003
ukipdaily,0.011
slightly,0.008
bath,0.002
consulting,0.002
sod,0.014
1531879,0.015
sol,0.012
son,0.015
presenters,0.004
breadandcircuses,0.0
sov,0.007
blueliberal1,0.016
carlachamorros,0.001
poss,0.002
foothold,0.004
support,0.038
constantly,0.003
raped,0.013
joseph,0.009
wordpress,0.013
jeremylefroymp,0.01
thingsscotlandhas,0.005
celtic_scotland,0.006
happy,0.011
journo,0.009
offer,0.012
jakearmistead,0.004
davidsigsworth,0.001
simon_ukip,0.01
congratulations,0.021
dontvotescumshovethevoteupukipsbum,0.005
michaelrosenblog,0.013
medway,0.002
inside,0.013
paulturner2012,0.011
vanguard,0.005
rerum,0.003
smashed,0.016
stopsharia,0.015
passenger,0.005
later,0.034
liberal,0.01
proven,0.011
hethers01,0.001
exist,0.013
marxists,0.009
marty_caine,0.012
flood,0.002
republic,0.011
jseymourukip,0.0
roll,0.007
ramadi,0.012
intend,0.011
geezer,0.01
transported,0.001
muslims,0.021
smelling,0.009
persecution,0.002
jimwaterson,0.007
gillian_mair80,0.006
mixtymuxty,0.006
99,0.008
mrjamesob,0.008
beamed,0.01
1156588,0.01
time,0.025
push,0.012
characterising,0.013
chain,0.011
whoever,0.006
eunats,0.008
disrepute,0.008
buddys,0.007
mcghee,0.007
chair,0.008
loons,0.006
quartered,0.004
pratap,0.006
reverting,0.004
vlad,0.006
obssessed,0.008
atavistic,0.001
trog,0.012
choice,0.016
fullest,0.011
exact,0.008
minute,0.009
rlemkin,0.006
tear,0.005
leave,0.036
settle,0.009
subway,0.012
team,0.007
loads,0.009
jamessreality,0.01
globalwarmingisamyth,0.004
prevent,0.016
hindered,0.006
marikanotions,0.009
prediction,0.015
anassarwar,0.008
chopping,0.011
shirts,0.002
5509085,0.01
saoralba,0.007
elton,0.006
deafitit,0.005
celebrated,0.008
current,0.008
looking,0.008
ianssmart,0.012
freaks,0.001
boost,0.006
thrust,0.002
honour,0.011
radya,0.009
walsallinfidel,0.01
paedophile,0.006
contemplate,0.001
address,0.01
alone,0.01
along,0.016
redemption,0.002
trumpton_ukip,0.027
queue,0.008
haitch7,0.01
bp,0.009
funder,0.0
jameeyy,0.01
studies,0.001
reclaim,0.012
prettyh,0.01
