Term,Value
suicidal,0.002
hordes,0.001
doubts,0.005
crisisgrexit,0.001
skynews,0.005
holyrood,0.003
chaos,0.003
asian,0.002
hanging,0.004
john_holtke,0.02
erexit,0.001
saved,0.004
forget,0.002
votes,0.004
janimine,0.001
poorest,0.006
seriously,0.007
voted,0.006
whatsoever,0.005
bethrigby,0.003
sorry,0.003
765106024957214720,0.005
regrets,0.005
sinking,0.002
void,0.001
rise,0.002
jacob,0.005
bringing,0.004
school,0.002
supports,0.027
solution,0.006
296,0.002
heading,0.003
kevinpbreslin,0.001
enjoy,0.005
makinghistory,0.001
leaders,0.003
warns,0.002
goth,0.002
271,0.001
second,0.002
street,0.005
chris_meloni,0.005
cymroalba,0.004
even,0.003
brexit,0.019
oldest,0.002
326577,0.002
incompatible,0.002
1vnxyl0,0.001
reasoning,0.001
nyt,0.002
new,0.005
net,0.001
mogg,0.005
told,0.004
million,0.012
meb,0.006
men,0.032
reported,0.002
whatthehellareyoutalkingabout,0.002
path,0.002
olsson,0.016
vikings,0.001
k,0.004
changed,0.002
military,0.002
heatherwheeler,0.001
punishment,0.004
shithappens,0.019
golden,0.001
divide,0.003
campaign,0.002
29hdktr,0.003
brought,0.005
pdsutherlandun,0.002
nolahoubear,0.002
total,0.004
forums,0.001
spoke,0.001
theordinaryman2,0.002
army,0.003
coins,0.001
reemergence,0.002
1930s,0.002
call,0.002
telegraph,0.007
spike,0.003
rationalism,0.004
tell,0.005
1000,0.002
dumped,0.004
supporters,0.002
successful,0.001
brings,0.004
wars,0.002
adrianople,0.002
warn,0.002
mansplains,0.001
teaching,0.001
must,0.004
word,0.002
room,0.003
rights,0.006
plunged,0.002
ere,0.002
era,0.002
transparency,0.001
example,0.001
give,0.005
550,0.002
dragons,0.002
want,0.019
christianvoice,0.002
david,0.005
oppressing,0.002
end,0.003
turn,0.004
egyptian,0.002
trsresearch,0.002
machine,0.005
s030544031300023x,0.001
stupidity,0.005
neveragain,0.004
interview,0.001
turk,0.002
ancestor,0.001
michelledewbs,0.002
funny,0.001
mess,0.006
assimilated,0.002
earlier,0.001
wrong,0.009
sturdywendy,0.001
lay,0.001
president,0.005
disagree,0.004
types,0.004
thesun,0.006
attempt,0.001
third,0.002
revolt,0.005
descends,0.001
1lv7wv,0.001
greek,0.001
south,0.002
sucessor,0.001
bodgit_bendit,0.025
archaeology,0.002
grassrootsout,0.006
wine,0.001
danhannanmep,0.002
tricked,0.002
whizzing,0.001
london,0.003
keyboard,0.004
nyti,0.002
globalpulsemag,0.002
intelligentsia,0.005
writing,0.002
better,0.006
wales,0.005
weeks,0.004
overcome,0.002
eventually,0.002
lambert,0.004
safe,0.002
jenit,0.002
break,0.001
heaven,0.002
sixteen,0.001
bank,0.003
bread,0.001
germanic,0.001
swancom74,0.002
hadrains,0.002
victory,0.002
mantheaume,0.005
went,0.002
side,0.002
mean,0.005
