Term,Value
suicidal,0.002
hordes,0.002
child,0.004
crisisgrexit,0.002
skynews,0.004
holyrood,0.002
chaos,0.001
asian,0.001
hanging,0.005
john_holtke,0.024
oldest,0.002
saved,0.004
forget,0.002
votes,0.004
poorest,0.005
seriously,0.003
voted,0.003
whatsoever,0.003
bethrigby,0.004
sorry,0.004
765106024957214720,0.005
regrets,0.003
sinking,0.001
void,0.002
rise,0.001
jacob,0.004
bringing,0.003
school,0.002
supports,0.03
solution,0.007
296,0.001
unifying,0.002
heading,0.005
kevinpbreslin,0.001
enjoy,0.004
744109418904584192,0.002
leaders,0.002
warns,0.002
goth,0.002
271,0.002
second,0.001
street,0.004
chris_meloni,0.003
decadence,0.001
even,0.005
brexit,0.016
erexit,0.002
326577,0.001
incompatible,0.001
1vnxyl0,0.002
victoriapeckham,0.002
nyt,0.002
new,0.005
net,0.002
ever,0.001
mogg,0.007
told,0.004
million,0.011
meb,0.009
men,0.008
reported,0.003
whatthehellareyoutalkingabout,0.002
path,0.002
olsson,0.017
vikings,0.003
bagati,0.003
changed,0.002
military,0.001
heatherwheeler,0.001
punishment,0.006
shithappens,0.01
golden,0.003
divide,0.004
campaign,0.001
brought,0.005
pdsutherlandun,0.002
opportunities,0.002
nolahoubear,0.001
total,0.004
forums,0.002
spoke,0.002
theordinaryman2,0.001
army,0.002
achieve,0.005
reemergence,0.002
kneepads,0.002
call,0.001
telegraph,0.005
spike,0.005
rationalism,0.004
tell,0.005
dumped,0.005
supporters,0.002
successful,0.002
brings,0.005
wars,0.002
adrianople,0.001
warn,0.001
defeated,0.007
teaching,0.001
must,0.006
join,0.002
room,0.005
rights,0.004
plunged,0.002
ere,0.001
era,0.002
ms,0.001
example,0.002
give,0.005
550,0.002
dragons,0.001
want,0.013
christianvoice,0.001
david,0.004
oppressing,0.001
end,0.005
thing,0.004
egyptian,0.001
trsresearch,0.002
machine,0.005
stupidity,0.003
neveragain,0.004
interview,0.002
place,0.006
ancestor,0.002
michelledewbs,0.002
funny,0.002
mess,0.005
assimilated,0.001
earlier,0.002
wrong,0.028
sturdywendy,0.003
lay,0.001
president,0.005
disagree,0.005
types,0.005
thesun,0.004
attempt,0.002
third,0.002
britannia,0.001
revolt,0.005
descends,0.001
1lv7wv,0.002
greek,0.001
ianjarmaine,0.001
sucessor,0.001
bodgit_bendit,0.02
order,0.001
grassrootsout,0.004
foetal,0.005
danhannanmep,0.002
tricked,0.001
whizzing,0.002
london,0.004
keyboard,0.004
meteors,0.002
andrea,0.003
belonged,0.002
trees,0.002
globalpulsemag,0.002
notoeu,0.005
writing,0.001
better,0.004
wales,0.005
weeks,0.006
overcome,0.001
eventually,0.002
lambert,0.004
safe,0.002
jenit,0.002
break,0.002
heaven,0.001
sixteen,0.002
bank,0.006
bread,0.002
germanic,0.001
swancom74,0.001
hadrains,0.002
victory,0.003
mantheaume,0.004
went,0.002
side,0.002
mean,0.005
suzanneevans1,0.004
financial,0.002
skydata,0.002
_thegman,0.005
milan,0.002
jouster,0.005
maniacs,0.011
message,0.005
richardlander,0.001
rt,0.002
large,0.001
goo,0.001
god,0.001
revolting,0.005
re,0.004
daniel,0.001
got,0.005
foxbusiness,0.004
gov,0.003
independence,0.004
abbott,0.001
turning,0.005
written,0.001
veto,0.001
rustyrockets,0.001
little,0.009
free,0.004
boosting,0.002
wanted,0.004
r4,0.002
refugee,0.005
days,0.004
ati,0.003
isn,0.001
uses,0.001
onto,0.005
voteleave,0.004
duplicitous,0.004
appeals,0.002
nigel,0.006
leaveeuofficial,0.001
matteorenzi,0.005
nhs,0.002
wasn,0.004
ditch,0.002
ten,0.001
service,0.001
top,0.018
historian,0.001
bitcoin,0.006
tot,0.003
hist100b1,0.002
needed,0.001
confirming,0.001
ton,0.004
213990,0.004
hollywood,0.001
john,0.002
bitter,0.003
grexit,0.003
calexit,0.004
owensmith_mp,0.001
collapse,0.001
geemo88,0.002
villages,0.018
took,0.003
tabloids,0.004
western,0.001
symptom,0.001
spoiler,0.001
bloated,0.002
immigrants,0.002
scenes,0.004
nations,0.001
project,0.014
matter,0.013
brexit0rremain,0.004
2ekpbqq,0.002
iron,0.014
thewerelizard,0.001
boudica,0.001
feeling,0.002
bridge,0.005
palace,0.002
modern,0.004
mind,0.004
nicolasturgeon,0.003
migrantcrisis,0.001
raw,0.006
lbc,0.002
seen,0.002
telegraphnews,0.004
tells,0.002
forced,0.003
article50bill,0.002
1960,0.003
isolated,0.004
merichio,0.002
fitting,0.002
rome,0.002
tintagel,0.002
hun,0.002
empireand,0.001
sophiewarnes,0.002
cymbeline,0.002
pdpgb,0.001
fencing,0.004
regular,0.002
germany,0.005
revival,0.002
don,0.004
classicist,0.001
calculated,0.001
m,0.005
treaty,0.001
leaflet,0.002
diabetesuk,0.002
28j0gwc,0.002
definitely,0.001
tech,0.005
kinglouisxvi,0.005
dos,0.002
voting,0.001
came,0.001
saying,0.002
breitbartnews,0.004
inspire,0.004
pope,0.002
rapture,0.002
queen,0.004
radio,0.001
dopey,0.001
tempted,0.002
thirds,0.005
enjoyed,0.001
lessons,0.013
aje4bn,0.002
busy,0.004
countrywhere,0.005
delays,0.002
rich,0.004
pursuing,0.001
folks,0.005
danielalpert,0.006
allardyce,0.004
5yx9gz,0.001
bahrain,0.005
ujgzgp,0.002
de,0.004
stop,0.005
altogether,0.01
rodneymarsh10,0.003
poutine,0.005
dr,0.001
jonesier,0.004
dpca6kuqqn,0.002
earn,0.004
lurches,0.001
a7168761,0.001
countries,0.005
anxiously,0.002
twice,0.004
bad,0.007
410,0.002
reviving,0.002
ruins,0.002
secretary,0.006
1fmwlbk,0.001
decides,0.002
disaster,0.004
fascinating,0.002
sturgeon,0.005
depends,0.007
centric,0.005
horrendous,0.011
fail,0.001
ttj2tu,0.001
best,0.004
02,0.002
said,0.002
06,0.005
07,0.001
04,0.005
05,0.002
lots,0.005
08,0.004
09,0.005
wikipedia,0.005
stamps,0.012
unable,0.001
olympics,0.002
hopefully,0.001
tolerance,0.003
discipline,0.002
lazy,0.006
never,0.022
terms,0.001
parallels,0.001
omd,0.005
tehnocrati,0.004
jk_rowling,0.002
ignorance,0.004
ws,0.002
wtf,0.005
news,0.001
debt,0.001
overestimated,0.004
climate,0.003
erdogan,0.004
cox,0.003
uncertainty,0.002
pitt,0.002
demanded,0.015
bbcradio4,0.002
colloquium,0.005
faces,0.003
com,0.012
healthuever,0.004
presumably,0.004
libdempress,0.005
irresponsible,0.001
2nd,0.002
marmite,0.001
false,0.002
100,0.003
hitler,0.001
utm_campaign,0.005
union,0.006
takecontrol,0.001
michaelpdeacon,0.002
much,0.005
destabilises,0.002
expected,0.001
pro,0.001
o6236ja5fm,0.001
life,0.012
families,0.003
beloved,0.005
eastern,0.002
glomarresponder,0.001
nexit,0.007
hoist,0.004
doubts,0.005
worked,0.002
save,0.001
746024042361196544,0.002
presidency,0.007
heartland,0.005
n,0.004
aim,0.001
near,0.002
ain,0.002
suppose,0.002
teachers,0.002
thebhf,0.001
k,0.005
mistake,0.002
played,0.002
ditching,0.004
expat,0.001
mansplains,0.001
experts,0.004
il,0.004
march,0.002
britscanbedumbtoo,0.002
ie,0.003
id,0.022
steve_sedgwick,0.001
grown,0.002
things,0.005
make,0.005
linked,0.002
complex,0.004
split,0.002
colonies,0.004
european,0.006
independent,0.005
welsh,0.004
blue,0.001
hand,0.002
fridays,0.005
portal,0.004
recent_news_id,0.001
thoughts,0.004
arab,0.002
kept,0.001
scenario,0.005
homerhickam,0.002
1600,0.002
failing,0.001
brexitenemies,0.002
academia,0.004
mother,0.005
claims,0.004
paradigm,0.002
hotch,0.001
rio2016,0.002
left,0.005
unified,0.001
just,0.012
philmconstruct,0.002
aside,0.004
thanks,0.005
human,0.004
facts,0.003
yes,0.004
yet,0.006
adding,0.002
ibpmdu,0.002
hal,0.001
tronc,0.004
candidate,0.004
brexitvote,0.005
collsped,0.002
belongs,0.005
5k,0.005
east,0.003
humanity,0.004
theeconomist,0.005
gave,0.022
gove,0.002
breaks,0.001
bbcquestiontime,0.002
possible,0.004
syrianrefugees,0.002
cultural,0.005
govt,0.002
apart,0.001
desire,0.002
50,0.002
steps,0.012
overrated,0.005
night,0.005
ntfem,0.006
uniofyork,0.005
www,0.013
right,0.004
old,0.004
plantagenet,0.004
people,0.005
understand,0.001
successfully,0.002
ironically,0.001
dead,0.006
usher,0.001
election,0.007
escape,0.002
1461057270,0.002
darkages,0.002
rhine,0.002
fascistic,0.002
fox,0.005
stoptheeu,0.001
everything,0.001
cnn,0.002
uglyhonest,0.002
christmas,0.004
2etw8rf,0.002
core,0.004
pls,0.003
fvdemocratie,0.001
post,0.014
byzantium,0.002
jester,0.005
