Term,Value
suicidal,0.002
hordes,0.002
child,0.007
crisisgrexit,0.002
skynews,0.005
holyrood,0.002
chaos,0.002
asian,0.001
hanging,0.008
john_holtke,0.01
oldest,0.001
saved,0.004
forget,0.001
votes,0.003
janimine,0.002
poorest,0.004
inlike,0.002
voted,0.004
whatsoever,0.005
bethrigby,0.004
sorry,0.005
765106024957214720,0.005
regrets,0.006
sinking,0.001
void,0.001
rise,0.001
jacob,0.005
bringing,0.004
school,0.002
supports,0.039
solution,0.003
296,0.002
shows,0.001
heading,0.004
kevinpbreslin,0.002
enjoy,0.004
744109418904584192,0.002
leaders,0.001
warns,0.002
withorpe,0.005
271,0.002
second,0.002
street,0.004
chris_meloni,0.004
bbcqt,0.004
even,0.004
brexit,0.024
erexit,0.002
326577,0.002
incompatible,0.002
1vnxyl0,0.001
reasoning,0.001
nyt,0.002
new,0.004
net,0.001
ever,0.001
mogg,0.003
told,0.004
million,0.02
meb,0.003
never,0.021
reported,0.001
whatthehellareyoutalkingabout,0.002
fuck,0.001
path,0.001
olsson,0.016
vikings,0.001
k,0.005
changed,0.001
military,0.002
heatherwheeler,0.003
punishment,0.005
shithappens,0.012
golden,0.002
divide,0.005
campaign,0.002
brought,0.004
pdsutherlandun,0.002
opportunities,0.001
nolahoubear,0.002
total,0.005
forums,0.002
spoke,0.001
theordinaryman2,0.002
army,0.002
century,0.004
chooses,0.003
kneepads,0.002
call,0.001
telegraph,0.004
spike,0.005
rationalism,0.006
tell,0.006
1000,0.001
expat,0.002
supporters,0.002
successful,0.002
brings,0.005
wars,0.002
adrianople,0.002
warn,0.002
mansplains,0.001
teaching,0.002
must,0.005
join,0.001
room,0.007
rights,0.003
plunged,0.002
ere,0.001
era,0.002
transparency,0.001
example,0.002
give,0.004
550,0.002
dragons,0.002
want,0.023
christianvoice,0.001
keep,0.004
oppressing,0.002
end,0.004
turn,0.004
egyptian,0.002
trsresearch,0.001
machine,0.004
s030544031300023x,0.002
stupidity,0.007
neveragain,0.007
interview,0.001
turk,0.002
ancestor,0.002
michelledewbs,0.002
mess,0.005
assimilated,0.002
earlier,0.002
wrong,0.013
sturdywendy,0.001
lay,0.002
president,0.005
pdf,0.001
types,0.003
thesun,0.006
attempt,0.002
third,0.002
revolt,0.004
descends,0.001
1lv7wv,0.002
greek,0.001
ianjarmaine,0.002
sucessor,0.003
bodgit_bendit,0.011
archaeology,0.002
grassrootsout,0.005
wine,0.001
danhannanmep,0.002
tricked,0.002
whizzing,0.002
london,0.006
keyboard,0.005
nyti,0.001
globalpulsemag,0.002
notoeu,0.003
writing,0.002
better,0.006
wales,0.005
weeks,0.003
overcome,0.002
eventually,0.002
lambert,0.004
safe,0.002
jenit,0.001
break,0.002
heaven,0.003
sixteen,0.002
bank,0.006
bread,0.002
germanic,0.001
govuk,0.002
swancom74,0.002
hadrains,0.001
victory,0.001
mantheaume,0.005
went,0.002
side,0.002
luck,0.004
suzanneevans1,0.005
financial,0.001
_thegman,0.004
milan,0.002
tom_watson,0.005
maniacs,0.013
sounds,0.001
richardlander,0.002
rt,0.001
large,0.001
goo,0.001
god,0.002
revolting,0.005
re,0.005
daniel,0.001
got,0.003
foxbusiness,0.005
gov,0.004
independence,0.006
abbott,0.002
turning,0.004
written,0.001
veto,0.001
rustyrockets,0.001
little,0.011
free,0.004
boosting,0.002
wanted,0.005
r4,0.001
refugee,0.004
days,0.005
ati,0.006
isn,0.002
portal,0.004
onto,0.005
voteleave,0.007
duplicitous,0.005
already,0.013
nigel,0.005
leaveeuofficial,0.002
clear,0.002
matteorenzi,0.004
another,0.001
wasn,0.005
allectus,0.002
ten,0.001
hitchens,0.002
top,0.011
historian,0.001
bitcoin,0.005
tot,0.005
hist100b1,0.001
needed,0.002
confirming,0.002
ton,0.006
213990,0.004
hollywood,0.002
john,0.001
bitter,0.001
grexit,0.007
calexit,0.005
owensmith_mp,0.003
collapse,0.002
villages,0.013
took,0.004
tabloids,0.004
western,0.001
symptom,0.002
spoiler,0.002
bloated,0.001
immigrants,0.002
scenes,0.004
nations,0.002
project,0.016
matter,0.013
brexit0rremain,0.005
speaking,0.004
iron,0.016
thewerelizard,0.001
boudica,0.001
feeling,0.002
bridge,0.006
interestingthe,0.002
palace,0.001
modern,0.006
mind,0.004
nicolasturgeon,0.005
migrantcrisis,0.002
raw,0.004
lbc,0.001
seen,0.002
telegraphnews,0.004
tells,0.001
forced,0.001
responsible,0.003
1960,0.004
isolated,0.005
merichio,0.002
fitting,0.001
academia,0.004
tintagel,0.002
decadence,0.002
hun,0.001
empireand,0.002
blue,0.001
cymbeline,0.001
_brexit_,0.014
pdpgb,0.002
fencing,0.004
regular,0.001
germany,0.004
don,0.005
classicist,0.003
calculated,0.002
m,0.005
treaty,0.001
leaflet,0.001
diabetesuk,0.001
28j0gwc,0.001
definitely,0.002
tech,0.005
kinglouisxvi,0.005
dos,0.001
voting,0.001
came,0.001
saying,0.001
breitbartnews,0.006
inspire,0.004
pope,0.002
rapture,0.001
queen,0.005
radio,0.001
dopey,0.001
andrea,0.005
thirds,0.005
enjoyed,0.001
lessons,0.013
aje4bn,0.001
busy,0.003
countrywhere,0.005
delays,0.002
rich,0.006
pursuing,0.002
folks,0.004
danielalpert,0.006
allardyce,0.005
englishseaside1,0.001
bahrain,0.004
ujgzgp,0.001
10,0.002
de,0.007
stop,0.006
altogether,0.041
rodneymarsh10,0.001
15,0.004
dr,0.001
jonesier,0.004
dpca6kuqqn,0.002
earn,0.005
lurches,0.001
a7168761,0.001
countries,0.004
anxiously,0.002
twice,0.001
bad,0.006
410,0.001
emp,0.002
ruins,0.002
secretary,0.005
1fmwlbk,0.002
decides,0.001
disaster,0.003
fascinating,0.002
sturgeon,0.005
depends,0.005
centric,0.005
horrendous,0.004
fail,0.002
ttj2tu,0.003
best,0.001
02,0.001
said,0.002
06,0.004
07,0.001
04,0.007
05,0.002
lots,0.006
08,0.004
09,0.004
wikipedia,0.004
stamps,0.011
unable,0.002
olympics,0.002
hopefully,0.001
tolerance,0.003
letting,0.002
lazy,0.005
men,0.014
terms,0.002
parallels,0.001
omd,0.005
tehnocrati,0.005
jk_rowling,0.001
ignorance,0.005
ws,0.001
wtf,0.005
news,0.001
debt,0.002
zzypt,0.005
overestimated,0.005
climate,0.003
numpty,0.013
country,0.012
uncertainty,0.003
pitt,0.001
demanded,0.054
bbcradio4,0.002
games,0.004
logic,0.005
com,0.015
healthuever,0.004
presumably,0.005
libdempress,0.005
archaeology_uos,0.001
irresponsible,0.002
2nd,0.001
marmite,0.003
globalists,0.002
100,0.005
hitler,0.001
utm_campaign,0.006
union,0.004
takecontrol,0.001
three,0.002
much,0.006
destabilises,0.002
expected,0.001
pro,0.002
plateau,0.002
life,0.004
families,0.004
5k,0.006
eastern,0.002
glomarresponder,0.002
lift,0.001
hoist,0.004
doubts,0.003
worked,0.001
save,0.001
746024042361196544,0.002
presidency,0.004
heartland,0.004
n,0.004
aim,0.002
near,0.001
ain,0.001
suppose,0.001
teachers,0.002
thebhf,0.002
leaves,0.002
mistake,0.001
played,0.001
ditching,0.004
dumped,0.004
defeated,0.005
experts,0.005
il,0.006
march,0.001
britscanbedumbtoo,0.002
ie,0.004
id,0.03
steve_sedgwick,0.002
grown,0.002
things,0.005
make,0.005
linked,0.002
complex,0.003
split,0.001
colonies,0.004
european,0.004
independent,0.006
welsh,0.001
hand,0.001
fridays,0.004
garlic,0.001
recent_news_id,0.001
thoughts,0.006
syrianrefugees,0.002
kept,0.001
scenario,0.005
homerhickam,0.001
1600,0.001
failing,0.002
victoriapeckham,0.001
brexitenemies,0.002
rome,0.002
mother,0.004
claims,0.005
paradigm,0.001
hotch,0.001
rio2016,0.001
left,0.006
unified,0.002
just,0.014
philmconstruct,0.001
aside,0.005
thanks,0.003
human,0.005
facts,0.005
yes,0.005
yet,0.004
adding,0.001
ibpmdu,0.001
hal,0.001
tronc,0.005
candidate,0.004
brexitvote,0.004
belongs,0.007
beloved,0.006
east,0.004
humanity,0.003
theeconomist,0.005
gave,0.011
gove,0.001
breaks,0.003
bbcquestiontime,0.002
possible,0.003
arab,0.002
cultural,0.004
govt,0.002
apart,0.002
desire,0.001
50,0.002
steps,0.022
overrated,0.003
night,0.005
ntfem,0.005
uniofyork,0.006
www,0.019
right,0.004
old,0.005
plantagenet,0.005
people,0.004
understand,0.002
successfully,0.001
ironically,0.001
dead,0.003
usher,0.002
election,0.004
escape,0.001
1461057270,0.002
darkages,0.001
rhine,0.001
fascistic,0.001
fox,0.004
stoptheeu,0.002
everything,0.002
cnn,0.001
uglyhonest,0.001
christmas,0.006
2etw8rf,0.002
core,0.002
pls,0.006
ww2,0.002
byzantium,0.002
