Term,Value
suicidal,0.001
hordes,0.002
child,0.004
crisisgrexit,0.002
skynews,0.006
holyrood,0.001
asian,0.002
hanging,0.006
john_holtke,0.01
oldest,0.001
saved,0.003
forget,0.002
votes,0.006
janimine,0.002
poorest,0.004
inlike,0.002
voted,0.003
whatsoever,0.008
bethrigby,0.003
sorry,0.004
765106024957214720,0.005
regrets,0.006
sinking,0.002
void,0.002
rise,0.002
jacob,0.003
bringing,0.005
school,0.002
supports,0.011
solution,0.004
296,0.001
shows,0.001
heading,0.005
kevinpbreslin,0.002
enjoy,0.003
makinghistory,0.001
leaders,0.001
warns,0.001
withorpe,0.005
271,0.001
second,0.001
street,0.006
chris_meloni,0.004
cymroalba,0.005
even,0.004
brexit,0.011
erexit,0.002
326577,0.002
incompatible,0.001
1vnxyl0,0.001
reasoning,0.001
nyt,0.002
new,0.004
net,0.001
ever,0.002
mogg,0.004
told,0.004
million,0.013
meb,0.005
men,0.02
reported,0.002
whatthehellareyoutalkingabout,0.001
path,0.001
olsson,0.013
vikings,0.001
k,0.006
changed,0.001
military,0.001
heatherwheeler,0.002
punishment,0.004
shithappens,0.023
golden,0.001
divide,0.004
campaign,0.001
brought,0.005
pdsutherlandun,0.002
opportunities,0.002
embarrass,0.003
total,0.004
forums,0.002
spoke,0.002
theordinaryman2,0.002
army,0.002
century,0.005
reemergence,0.001
1930s,0.001
call,0.002
telegraph,0.004
spike,0.004
rationalism,0.006
tell,0.006
expat,0.003
successful,0.002
brings,0.004
wars,0.001
adrianople,0.002
warn,0.002
defeated,0.005
teaching,0.001
must,0.003
join,0.002
room,0.004
rights,0.003
plunged,0.002
movies,0.001
era,0.001
transparency,0.002
example,0.002
give,0.003
550,0.001
dragons,0.001
want,0.036
christianvoice,0.003
times,0.004
oppressing,0.001
end,0.003
turn,0.005
egyptian,0.001
trsresearch,0.001
machine,0.004
s030544031300023x,0.001
stupidity,0.006
neveragain,0.003
interview,0.001
place,0.003
ancestor,0.001
michelledewbs,0.002
mess,0.003
assimilated,0.001
earlier,0.001
wrong,0.013
sturdywendy,0.003
lay,0.001
president,0.005
types,0.003
thesun,0.003
attempt,0.002
third,0.002
britannia,0.002
revolt,0.005
descends,0.001
1lv7wv,0.001
greek,0.002
ianjarmaine,0.003
sucessor,0.001
bodgit_bendit,0.025
order,0.001
grassrootsout,0.004
wine,0.001
danhannanmep,0.003
tricked,0.002
whizzing,0.002
london,0.006
keyboard,0.004
meteors,0.001
andrea,0.004
belonged,0.001
nyti,0.001
globalpulsemag,0.001
intelligentsia,0.005
writing,0.001
better,0.004
wales,0.004
weeks,0.005
overcome,0.002
eventually,0.001
lambert,0.006
safe,0.001
jenit,0.001
break,0.001
heaven,0.001
sixteen,0.002
bank,0.004
bread,0.001
germanic,0.002
swancom74,0.002
hadrains,0.002
victory,0.002
mantheaume,0.005
went,0.002
side,0.001
mean,0.006
suzanneevans1,0.005
financial,0.001
skydata,0.001
davidcameron,0.004
milan,0.002
tom_watson,0.004
maniacs,0.016
sounds,0.001
richardlander,0.001
rt,0.002
large,0.001
goo,0.001
god,0.001
revolting,0.003
re,0.005
daniel,0.002
got,0.005
foxbusiness,0.006
gov,0.005
independence,0.004
abbott,0.002
turning,0.006
written,0.002
veto,0.002
rustyrockets,0.003
little,0.017
free,0.006
boosting,0.001
wanted,0.005
r4,0.001
refugee,0.005
days,0.004
ati,0.004
isn,0.001
garlic,0.002
onto,0.005
voteleave,0.004
duplicitous,0.007
already,0.013
nigel,0.007
leaveeuofficial,0.002
matteorenzi,0.004
another,0.001
wasn,0.003
ditch,0.001
ten,0.002
service,0.001
top,0.011
historian,0.002
bitcoin,0.005
tot,0.004
hist100b1,0.001
needed,0.002
confirming,0.001
ton,0.005
213990,0.004
hollywood,0.002
john,0.002
bitter,0.001
grexit,0.005
calexit,0.005
owensmith_mp,0.002
collapse,0.002
villages,0.012
took,0.006
tabloids,0.005
western,0.002
symptom,0.002
distance,0.003
bloated,0.002
immigrants,0.002
scenes,0.004
nations,0.002
project,0.013
matter,0.011
brexit0rremain,0.005
speaking,0.004
iron,0.01
thewerelizard,0.001
boudica,0.001
feeling,0.002
bridge,0.004
palace,0.001
modern,0.005
mind,0.004
nicolasturgeon,0.002
migrantcrisis,0.002
raw,0.005
lbc,0.001
seen,0.002
telegraphnews,0.003
tells,0.002
forced,0.001
responsible,0.001
1960,0.004
isolated,0.004
merichio,0.002
fitting,0.001
rome,0.001
tintagel,0.002
decadence,0.001
hun,0.001
empireand,0.003
blue,0.001
cymbeline,0.001
pdpgb,0.001
