Topic,Term,Value
8,depth_reason2,0.0
10,answers,0.0
10,lai,0.0
2,restclaiming,0.0
5,orders,0.0
2,ofso,0.0
4,yesand,0.0
22,represented,0.0
0,people,0.008
2,bsoloutely,0.0
21,rory,0.0
13,volkery,0.0
19,troth,0.0
19,speke,0.0
8,dcouserd,0.0
23,arethe,0.0
11,226,0.0
19,fandabiedosie,0.0
15,inglunder,0.0
21,francophone,0.0
7,warssturgeon,0.0
7,personnellement,0.0
17,tallinn,0.0
27,06_economic_reorganization_europe,0.0
24,ramessur,0.0
25,gwumpybix,0.0
10,blackrock,0.0
20,wnt,0.0
6,becaue,0.0
24,doric,0.0
26,jeepers,0.0
1,kteri,0.0
9,salfordcheetham,0.0
21,bollards,0.0
23,causes,0.0
12,pinafore,0.0
6,00b0,0.0
9,exercised,0.0
4,restaurent,0.0
3,knack,0.0
11,exceptions,0.0
8,dunstan,0.0
10,cavaliere,0.0
0,00bd,0.007
27,obiously,0.0
25,twig,0.0
27,vegetative,0.0
1,voyeurs,0.0
11,mundane,0.0
16,really_,0.0
12,violance,0.0
27,electrocuting,0.0
15,extend,0.0
20,grossmann,0.0
19,hardie,0.0
5,inferno,0.0
21,tukoni,0.0
23,americanophobic,0.0
20,jollier,0.0
8,thesnp,0.0
23,yehaws,0.0
23,ingredient,0.0
20,domo,0.0
13,stealling,0.0
18,tasselli,0.0
25,52k,0.0
29,thingalso,0.0
10,limits,0.0
4,unionised,0.0
0,00b8,0.005
7,litauen,0.0
0,can,0.006
2,lurn,0.0
28,valka,0.0
13,animal,0.0
18,scarper,0.0
2,blandly,0.0
21,logistically,0.0
12,toal,0.0
2,servingracist,0.0
18,eujobs,0.0
22,robertdo,0.0
7,misspelled,0.0
4,jekyll,0.0
7,campaing,0.0
6,clarker,0.0
4,stutters,0.0
7,uncooperative,0.0
0,just,0.006
3,ilsley,0.0
3,arouse,0.0
1,blead,0.0
16,patted,0.0
3,ikes,0.0
11,inderpendant,0.0
29,schimba,0.0
6,dunbdows,0.0
3,euor,0.0
8,trolls,0.0
6,timeline,0.0
16,foreingners,0.0
24,harrys,0.0
25,baxters,0.0
21,australia,0.0
5,kg,0.0
22,nunns,0.0
15,woorde,0.0
8,reutlingen,0.0
23,10154436247416558,0.0
17,841781315956881,0.0
25,vize,0.0
7,20s,0.0
9,dukes,0.0
3,nigelfarage4nextpm,0.0
28,honourhe,0.0
27,shepperd,0.0
8,messi,0.0
3,bossard,0.0
17,loooooove,0.0
6,firts,0.0
13,croissant,0.0
9,mazzs,0.0
2,0ahukewiml,0.0
3,restraining,0.0
11,zavehna,0.0
11,pisses,0.0
15,avevo,0.0
3,magnaminus,0.0
18,rothesay,0.0
13,remainer,0.0
2,occidental,0.0
25,basi,0.0
13,1706075,0.0
24,thoses,0.0
23,blaster,0.0
13,6xjm8,0.0
17,lesvos,0.0
6,payet,0.0
22,onus,0.0
29,infantalised,0.0
4,skillz,0.0
7,e45,0.0
15,toasted,0.0
25,choppaaa,0.0
10,bettered,0.0
2,trojan,0.0
1,braddick,0.0
5,xians,0.0
15,uncomfortably,0.0
8,quail,0.0
15,spaindrunk,0.0
0,u,0.039
5,impoverish,0.0
13,zde,0.0
13,wavertree,0.0
0,s,0.014
14,assassina,0.0
14,monger,0.0
26,wf6,0.0
28,kying,0.0
16,receipts,0.0
7,ominous,0.0
14,andrius,0.0
5,frothy,0.0
11,delieu,0.0
14,hausse,0.0
23,40215,0.0
1,insuch,0.0
6,mindlet,0.0
20,blunkett,0.0
25,rowski,0.0
9,2weeks,0.0
21,quie,0.0
24,ripping,0.0
0,vote,0.004
13,defer,0.0
23,deputed,0.0
18,edd,0.0
13,acreality,0.0
6,omc,0.0
25,embroiling,0.0
21,houston,0.0
22,noggins,0.0
3,arsonist,0.0
23,franny,0.0
2,2013_2014,0.0
18,chewing,0.0
0,uk,0.005
28,abominably,0.0
0,us,0.004
5,inteested,0.0
16,scintillating,0.0
16,terminating,0.0
27,vzthnjxwoga,0.0
6,saidnay,0.0
17,hopelessness,0.0
13,canzukaus,0.0
17,terms,0.0
24,saycrook,0.0
25,brigid,0.0
13,iraqu,0.0
7,hopefulness,0.0
18,dial,0.0
26,bade,0.0
14,monstrosities,0.0
14,kemal,0.0
25,morta,0.0
12,lep_,0.0
27,gilmour,0.0
28,gunshot,0.0
20,muething,0.0
26,echolalia,0.0
22,mcconville,0.0
13,corbynfarron,0.0
23,thoyou,0.0
28,2343,0.0
0,think,0.004
6,phobes,0.0
29,sentimentalist,0.0
11,kezdt_k,0.0
7,changing,0.0
4,commanding,0.0
12,emergences,0.0
16,thibk,0.0
19,electing,0.0
5,kinnochio,0.0
18,aslong,0.0
19,benfit,0.0
21,parade,0.0
16,caused,0.0
3,mcbeath,0.0
18,schei_e,0.0
13,austin,0.0
26,immolation,0.0
9,suresome,0.0
26,emissions,0.0
27,kash,0.0
10,favourtite,0.0
23,dulce,0.0
10,monarch,0.0
28,aipsgtoq_3w,0.0
8,attendees,0.0
25,chatterton,0.0
6,plow,0.0
17,jockeys,0.0
2,warssome,0.0
9,readable,0.0
26,verteidigungs,0.0
2,release_ip,0.0
27,autist,0.0
27,partythey,0.0
2,bikinis,0.0
10,warehouse,0.0
12,lls,0.0
4,conserving,0.0
19,dinge,0.0
24,salve,0.0
9,odin,0.0
7,984bn,0.0
8,gridlock,0.0
21,modifying,0.0
2,stowaways,0.0
17,walding,0.0
14,mori,0.0
8,21000,0.0
8,nados,0.0
22,technologies,0.0
27,esoteric,0.0
0,don,0.005
25,technology,0.0
20,sugli,0.0
22,assimilation,0.0
15,greetz,0.0
2,legalmente,0.0
12,environmentalists,0.0
19,porge,0.0
4,uselessness,0.0
29,articulately,0.0
16,b0x0,0.0
6,ugg,0.0
19,disfunctional,0.0
14,midgley,0.0
7,genghis,0.0
8,contractand,0.0
1,pelham,0.0
24,broomstick,0.0
28,mandella,0.0
4,stzting,0.0
4,bledsoe,0.0
19,pfft,0.0
17,raheem,0.0
27,manx1100,0.0
17,lark,0.0
14,metcalf,0.0
10,walker,0.0
20,7knii3lgf4m,0.0
28,happensso,0.0
21,acutually,0.0
29,koki,0.0
22,chamberlin,0.0
29,lorenza,0.0
28,disgustingthey,0.0
11,5944a236,0.0
24,67thats,0.0
22,lag,0.0
23,lep,0.0
27,packaged,0.0
8,hgecr5l3fqc,0.0
20,purchasing,0.0
2,betterbut,0.0
8,whistling,0.0
0,get,0.005
16,radicalize,0.0
18,countriesor,0.0
20,thewestonmercury,0.0
21,precedented,0.0
26,rebound,0.0
26,ellen,0.0
24,epitaph,0.0
7,joret,0.0
5,kami,0.0
1,stipulates,0.0
16,squatted,0.0
14,manchesterand,0.0
19,revolve,0.0
12,percival,0.0
22,caio,0.0
24,armee,0.0
9,hitlerhe,0.0
17,spellwinston,0.0
1,intraday,0.0
9,ifthey,0.0
10,037,0.0
28,178b,0.0
19,critisice,0.0
0,will,0.01
13,27millon,0.0
17,susanne,0.0
25,facades,0.0
14,nell,0.0
2,displeasure,0.0
11,rigs,0.0
15,brexiretards,0.0
16,comicon,0.0
22,evennett,0.0
12,whetherspoons,0.0
13,untouchable,0.0
10,_cossais,0.0
20,subordinates,0.0
17,ungrammatical,0.0
23,prestitution,0.0
23,vd,0.0
20,spanners,0.0
29,adversly,0.0
24,waes,0.0
14,citizenships,0.0
12,falklands,0.0
12,manwhore,0.0
26,flowers,0.0
6,10455980,0.0
14,0s,0.0
3,hoofdrol,0.0
11,indy2,0.0
29,profitability,0.0
18,_august,0.0
17,barmier,0.0
9,30x,0.0
1,industrializzare,0.0
23,nhc,0.0
6,crate,0.0
10,wantnot,0.0
12,staffordshire,0.0
13,hq,0.0
12,aczkolwiek,0.0
15,linaker,0.0
7,worrld,0.0
22,nolivo,0.0
22,us2nd,0.0
15,sovereigns,0.0
26,tempo,0.0
29,undesirable,0.0
1,reichstag,0.0
1,eaier,0.0
4,84760,0.0
16,7779296469,0.0
9,domanatrix,0.0
25,savez,0.0
21,calmer,0.0
23,ahhahaa,0.0
15,ballistics,0.0
19,ecintheuk,0.0
28,luxemburg,0.0
10,diz,0.0
19,continuously,0.0
6,647960,0.0
11,englishleap,0.0
28,warsread,0.0
24,ewens,0.0
22,nochoice,0.0
8,oceans,0.0
8,moneymaker,0.0
10,residual,0.0
3,escena,0.0
21,716723,0.0
4,wwant,0.0
9,forwarduntil,0.0
29,wouidn,0.0
19,afact,0.0
11,sustain,0.0
21,nowshe,0.0
4,274,0.0
17,hosepipe,0.0
18,speechrespect,0.0
13,krysztof,0.0
14,signings,0.0
29,osbornclegg,0.0
1,junckets,0.0
18,letha,0.0
7,thatbut,0.0
12,ind_pendant,0.0
7,pahh,0.0
26,insertinb,0.0
17,367m,0.0
5,foundwe,0.0
24,chokkablog,0.0
16,indetti,0.0
16,sins,0.0
12,epithet,0.0
28,whaat,0.0
15,izobrazbi,0.0
2,carte,0.0
20,unoccupied,0.0
14,1492,0.0
11,cuando,0.0
21,donnell,0.0
11,mudlnpa,0.0
5,congestion,0.0
22,fararges,0.0
19,praising,0.0
18,oversimplified,0.0
29,etctheir,0.0
6,03cc,0.0
29,memberships,0.0
20,preventative,0.0
0,one,0.004
10,reconnaissance,0.0
1,aussage,0.0
3,cathartic,0.0
