Term,Value
strawa,0.004
communitiesuk,0.014
hordes,0.035
leejasper,0.005
beachthistle,0.008
holyrood,0.01
four,0.006
hanging,0.012
diisgrace,0.005
localized,0.01
marching,0.013
dunleavy138,0.008
ukelections2015,0.007
augustine,0.011
ecominimalnick,0.013
scold,0.001
cole_davesc66,0.001
lord,0.011
protestants,0.004
regional,0.0
trojan,0.008
pigment,0.008
forties,0.006
bringing,0.01
enddate,0.003
scholar,0.01
wooden,0.005
clientele,0.001
commenter,0.023
patrickwintour,0.001
smethwick,0.004
chalupatime,0.013
katiecelf,0.007
hague,0.01
zzzzzz,0.006
charter,0.006
utm_hp_ref,0.011
specially,0.007
bbqt,0.027
bacon,0.011
second,0.012
autonomous_mind,0.009
feck,0.008
bbcqt,0.016
brexit,0.024
jonteinspain,0.008
casumptious,0.009
skynewsbreak,0.003
sheenmate,0.004
chieftans,0.012
fossil,0.003
scottishlabour,0.021
scottishreferendum,0.004
jackcapron,0.009
ohbrokenbritain,0.029
hero,0.008
splinter,0.013
brainwashed,0.006
lgbt,0.01
china,0.013
cult,0.01
affiliated,0.012
shriek,0.006
mickzippy,0.007
cyclical,0.009
kids,0.03
kaltesonne,0.001
k,0.012
davidisky,0.002
reports,0.012
transfixed,0.011
military,0.008
bbcone,0.006
cancellation,0.006
criticism,0.007
golden,0.012
divide,0.006
criticise,0.001
loudoun,0.006
norse,0.007
replace,0.008
foodbanks,0.009
classicfail,0.009
unis,0.007
unit,0.001
mote,0.007
dna,0.008
spoke,0.001
aidan_celtic,0.011
music,0.011
telegraph,0.03
passport,0.015
e2,0.012
owen,0.005
holy,0.039
relax,0.013
successful,0.002
brings,0.005
99,0.008
90,0.007
93,0.008
hold,0.014
sarahhemyukip,0.007
britfirst,0.006
morally,0.012
locked,0.01
pursue,0.012
famed,0.0
plunged,0.029
rkzins_8hfo,0.015
revenues,0.006
example,0.013
richardhilton1,0.002
grumpydenier,0.005
sinking,0.001
household,0.008
dragons,0.012
bbcnew,0.01
want,0.035
absolute,0.012
lobbycomm,0.001
hoc,0.011
worldview,0.009
hehehehehe,0.006
complaining,0.009
travel,0.01
damage,0.011
antiracismday,0.013
machine,0.003
preferable,0.004
salmond,0.006
bbcdouglasf,0.007
renounced,0.013
jamesvondoom,0.006
outlawed,0.008
shores,0.011
wrong,0.019
junkscience,0.006
gsdlady2,0.011
shocker38,0.007
types,0.01
ukipscum,0.008
_deanwilson94,0.006
eyers,0.009
occasions,0.004
paullewismoney,0.012
wins,0.014
fictional,0.002
keeps,0.007
p4ljta,0.005
democratic,0.01
wing,0.008
wind,0.008
senators,0.01
angelahaggerty,0.007
welcomed,0.015
govern,0.009
chriscox69,0.007
continentals,0.004
luisbaram,0.005
jackbrosnan_,0.005
eddieizzard,0.014
luke_e_boy,0.004
fit,0.01
screaming,0.008
10153212_233154013546003_3162180114676654568_n,0.002
discourse,0.003
deeneking,0.007
wales,0.021
hidden,0.004
jihadis,0.01
