Term,Value
strawa,0.003
communitiesuk,0.014
hordes,0.036
leejasper,0.005
beachthistle,0.007
holyrood,0.007
four,0.008
hanging,0.012
diisgrace,0.007
localized,0.012
marching,0.01
dunleavy138,0.007
ukelections2015,0.008
augustine,0.011
ecominimalnick,0.016
stevesurrey1,0.005
cole_davesc66,0.001
lord,0.01
sinking,0.003
regional,0.002
trojan,0.01
pigment,0.01
forties,0.008
bringing,0.014
enddate,0.001
scholar,0.008
wooden,0.005
clientele,0.002
commenter,0.028
patrickwintour,0.002
smethwick,0.003
chalupatime,0.013
katiecelf,0.009
hague,0.006
zzzzzz,0.006
charter,0.01
utm_hp_ref,0.014
specially,0.007
bbqt,0.028
bacon,0.01
second,0.009
autonomous_mind,0.01
feck,0.008
bbcqt,0.017
brexit,0.03
jonteinspain,0.011
casumptious,0.011
skynewsbreak,0.003
sheenmate,0.001
chieftans,0.017
fossil,0.006
scottishlabour,0.02
scottishreferendum,0.003
jackcapron,0.007
ohbrokenbritain,0.032
hero,0.007
splinter,0.009
brainwashed,0.008
lgbt,0.01
china,0.012
cult,0.012
affiliated,0.015
shriek,0.008
mickzippy,0.007
cyclical,0.009
kids,0.028
kaltesonne,0.003
k,0.013
davidisky,0.002
reports,0.011
transfixed,0.007
military,0.011
bbcone,0.008
cancellation,0.003
criticism,0.008
golden,0.009
divide,0.006
criticise,0.001
loudoun,0.008
norse,0.009
replace,0.007
foodbanks,0.009
classicfail,0.006
unis,0.004
unit,0.0
hoping,0.009
dna,0.005
spoke,0.003
aidan_celtic,0.008
music,0.01
telegraph,0.03
passport,0.017
e2,0.012
owen,0.008
holy,0.021
relax,0.015
successful,0.004
brings,0.003
0aqfxwm,0.002
99,0.01
90,0.009
93,0.01
hold,0.016
sarahhemyukip,0.006
britfirst,0.005
morally,0.01
locked,0.011
pursue,0.008
famed,0.002
plunged,0.028
rkzins_8hfo,0.018
revenues,0.007
example,0.017
richardhilton1,0.003
grumpydenier,0.003
protestants,0.004
household,0.007
dragons,0.009
currency,0.0
bbcnew,0.011
want,0.035
absolute,0.013
lobbycomm,0.002
hoc,0.008
worldview,0.008
hehehehehe,0.006
complaining,0.006
travel,0.011
damage,0.011
antiracismday,0.012
machine,0.004
preferable,0.003
salmond,0.007
swine,0.008
renounced,0.013
jamesvondoom,0.008
outlawed,0.008
shores,0.012
wrong,0.017
junkscience,0.005
gsdlady2,0.01
shocker38,0.004
types,0.01
typer,0.008
_deanwilson94,0.007
eyers,0.009
occasions,0.005
paullewismoney,0.012
wins,0.013
fictional,0.001
keeps,0.007
p4ljta,0.004
democratic,0.01
wing,0.01
wind,0.011
senators,0.007
angelahaggerty,0.008
welcomed,0.012
confederate,0.007
chriscox69,0.008
continentals,0.004
luisbaram,0.005
jackbrosnan_,0.006
luke_e_boy,0.007
fit,0.01
screaming,0.007
10153212_233154013546003_3162180114676654568_n,0.004
discourse,0.002
deeneking,0.005
wales,0.022
hidden,0.004
virtually,0.007
schools,0.011
silver,0.005
xfactor2014,0.007
represents,0.008
diarmidm,0.004
queues,0.004
barton,0.011
