Term,Value
weavervaleukipremfry,0.01
forget,0.007
hordes,0.005
go,0.007
children,0.008
hunting,0.054
thecelticparty,0.01
0,0.002
tl,0.007
voted,0.045
facebook,0.003
fall,0.023
saudi,0.017
favoured,0.01
pledge,0.01
7th,0.017
itvmeridian,0.006
folk,0.008
elton,0.006
casumptious,0.009
celt,0.08
ukip,0.256
new,0.134
method,0.005
nhaparty,0.018
muslim,0.037
let,0.008
interpret,0.01
trumpton_ukip,0.018
amount,0.007
trentprice101,0.007
action,0.01
changes,0.01
via,0.037
extra,0.004
suddenly,0.002
moral,0.005
everybody,0.014
fed,0.009
army,0.012
saxons,0.045
neighbours,0.009
next,0.023
https,0.018
georgegalloway,0.009
abusing,0.006
supporters,0.01
holy,0.201
haha,0.004
odious,0.007
labelled,0.008
animals,0.01
julius,0.095
can,0.01
want,0.019
twitpic,0.012
condemn,0.006
batten,0.01
civilisation,0.01
snp,0.027
chump,0.007
man,0.005
ultimate,0.009
charlemagne,0.235
gerard,0.01
fan,0.017
webpage,0.001
scots,0.015
london,0.101
mayor,0.018
tarekfatah,0.01
ll,0.034
better,0.044
2015,0.003
tory,0.04
ly,0.008
good,0.026
ultimaterome,0.008
davidbush,0.009
uklabour,0.01
now,0.041
meat,0.011
always,0.007
found,0.037
side,0.013
luck,0.018
ukip_egham,0.009
england,0.064
tacitus,0.008
hard,0.0
idea,0.03
ec,0.008
stealing,0.009
eu,0.075
et,0.008
irony,0.005
re,0.024
britons,0.027
quran,0.003
romans,0.034
reason,0.01
york,0.009
conservatives,0.001
qui,0.004
definition,0.01
language,0.007
knifings,0.009
thing,0.012
ish,0.01
claudius_p,0.032
castle,0.004
nigel,0.009
render,0.009
radical,0.004
cruelbarbaricbloodsport,0.007
barbarian,0.364
done,0.012
spanish,0.026
vote,0.015
rovers,0.009
sounds,0.011
englanders,0.007
equating,0.008
fella,0.008
story,0.002
ancient,0.008
traction,0.008
2,0.005
perfectly,0.01
beard,0.03
uk_resistance,0.007
835957829571907584,0.01
msfreakinrosie,0.001
haven,0.001
showed,0.005
immigrants,0.013
matter,0.005
iron,0.127
boudica,0.324
attackers,0.009
ages,0.0
pegida,0.005
halal,0.081
ohhhh,0.007
tells,0.063
vulnerable,0.004
wilson,0.062
dancing,0.012
scotland,0.022
anglo,0.054
labour,0.005
take,0.048
donor,0.017
nancy,0.01
coin,0.009
forever,0.015
don,0.016
doo,0.008
classicist,0.013
professor,0.006
proud,0.007
_lmbert,0.009
review,0.115
quantity,0.004
claudius,0.052
breitbartnews,0.006
gold,0.024
nigel_farage,0.017
metpoliceuk,0.003
hungary,0.007
one,0.083
northern,0.001
writes,0.009
writer,0.001
fans,0.014
finalised,0.001
going,0.001
black,0.007
roughshod,0.001
jailed,0.063
hope,0.02
meant,0.01
get,0.047
beat,0.006
stop,0.072
dw,0.003
molesteeth,0.009
arron_banks,0.008
qt,0.013
spokesperson,0.01
h,0.051
sacrifices,0.037
barbaric,0.121
blogspot,0.011
official,0.006
exists,0.008
carswell,0.021
best,0.006
europeans,0.018
fascinated,0.01
3,0.001
islam,0.005
europe,0.149
news,0.059
protect,0.018
many,0.018
barely,0.008
gimmicks,0.015
called,0.01
roman,0.253
rigby,0.007
com,0.075
co,0.009
period,0.008
turkey,0.014
source,0.007
mark,0.015
much,0.012
kowtowing,0.048
mary,0.039
controlled,0.003
bull,0.003
eaters,0.003
present,0.008
intriguing,0.003
stacked,0.003
will,0.058
celts,0.001
error,0.003
viking,0.027
mailonline,0.005
middle,0.0
shar,0.01
make,0.016
s,0.035
auspol,0.007
party,0.028
http,0.045
celtic_spring,0.029
evil,0.005
running,0.003
uses,0.01
davidsalocin,0.009
gikers48,0.003
celtic,0.0
well,0.005
cheer,0.004
english,0.052
gates,0.12
just,0.0
birmingham,0.004
thanks,0.06
surpass,0.008
yes,0.012
death,0.061
voteryour,0.007
royal,0.007
leftys,0.007
rangers,0.025
caesar,0.033
4,0.01
east,0.007
footballer,0.009
hates,0.003
kingdom,0.01
badgercull,0.005
ellenglencairn,0.009
dark,0.0
mon,0.008
world,0.002
d,0.027
like,0.01
crapistan,0.007
multicultural,0.01
t,0.021
tribes,0.024
www,0.0
people,0.0
tom_celt,0.1
back,0.02
hail,0.021
n7h7q8,0.015
home,0.007
empire,0.211
peter,0.045
remfry,0.013
fox,0.013
shakespeare,0.008
prog,0.028
leader,0.013
run,0.002
medieval,0.0
slaughter,0.045
libdems,0.001
post,0.003
_,0.054
getting,0.002
barbarians,0.07
normans,0.04
ideology,0.054
labour_celts,0.059
credible,0.002
selfie,0.002
blessed,0.002
lies,0.012
bluepebblecat,0.009
birched,0.01
pointless,0.002
intervention,0.002
support,0.015
flagdon,0.0
simonmundie,0.002
scotref,0.0
north,0.005
invite,0.0
offer,0.0
attempted,0.007
atop,0.0
differences,0.0
davidlammy,0.0
repeatedly,0.007
farage,0.063
his_grace,0.0
trying,0.001
isis,0.013
inside,0.007
herefordshire,0.013
us,0.0
cruel,0.012
un,0.005
uk,0.035
smashed,0.005
highlight,0.013
agree,0.012
sort,0.018
irish,0.007
ai,0.004
m,0.002
scumbags,0.008
britain,0.005
au,0.003
maxkeiser,0.016
salmonds,0.009
wife,0.019
age,0.269
