Term,Value
strawa,0.004
communitiesuk,0.012
hordes,0.04
leejasper,0.005
beachthistle,0.007
holyrood,0.01
four,0.004
hanging,0.011
diisgrace,0.008
localized,0.012
marching,0.009
looking,0.007
ukelections2015,0.006
augustine,0.012
ecominimalnick,0.014
stevesurrey1,0.005
cole_davesc66,0.002
lord,0.007
protestants,0.005
regional,0.001
trojan,0.01
pigment,0.011
forties,0.007
bringing,0.008
enddate,0.001
scholar,0.009
wooden,0.005
clientele,0.001
commenter,0.028
patrickwintour,0.0
smethwick,0.004
chalupatime,0.013
katiecelf,0.009
hague,0.008
zzzzzz,0.004
charter,0.009
utm_hp_ref,0.008
specially,0.006
bbqt,0.031
bacon,0.01
second,0.008
autonomous_mind,0.008
feck,0.009
bbcqt,0.016
brexit,0.029
jonteinspain,0.009
casumptious,0.013
skynewsbreak,0.001
sheenmate,0.001
chieftans,0.012
fossil,0.003
scottishlabour,0.018
scottishreferendum,0.003
jackcapron,0.005
ohbrokenbritain,0.034
hero,0.007
dunleavy138,0.005
splinter,0.011
brainwashed,0.009
lgbt,0.01
china,0.01
cult,0.011
affiliated,0.015
shriek,0.004
mickzippy,0.004
realclimatescience,0.002
cyclical,0.009
kids,0.023
kaltesonne,0.003
k,0.011
davidisky,0.002
reports,0.015
transfixed,0.008
military,0.01
bbcone,0.008
cancellation,0.004
criticism,0.007
golden,0.01
divide,0.006
criticise,0.002
loudoun,0.008
norse,0.009
replace,0.007
foodbanks,0.009
classicfail,0.007
unis,0.005
unit,0.0
hoping,0.008
dna,0.008
spoke,0.003
aidan_celtic,0.007
music,0.009
telegraph,0.026
passport,0.013
e2,0.012
owen,0.008
holy,0.045
relax,0.015
successful,0.001
brings,0.003
0aqfxwm,0.002
codalmighty,0.007
90,0.007
93,0.012
hold,0.014
sarahhemyukip,0.006
britfirst,0.002
morally,0.011
locked,0.007
pursue,0.009
famed,0.002
plunged,0.027
rkzins_8hfo,0.015
revenues,0.008
example,0.014
richardhilton1,0.002
grumpydenier,0.005
sinking,0.005
household,0.008
dragons,0.013
bbcnew,0.008
want,0.031
absolute,0.01
lobbycomm,0.003
hoc,0.012
worldview,0.008
hehehehehe,0.007
complaining,0.006
travel,0.007
damage,0.009
antiracismday,0.011
machine,0.002
preferable,0.002
salmond,0.006
bbcdouglasf,0.005
statement_on_paris_shooting,0.011
jamesvondoom,0.005
outlawed,0.011
shores,0.01
wrong,0.02
junkscience,0.006
gsdlady2,0.011
shocker38,0.008
types,0.009
typer,0.005
_deanwilson94,0.006
eyers,0.007
occasions,0.003
paullewismoney,0.012
wins,0.014
fictional,0.003
keeps,0.005
p4ljta,0.004
democratic,0.011
wing,0.012
wind,0.011
senators,0.009
angelahaggerty,0.009
welcomed,0.016
confederate,0.009
chriscox69,0.008
continentals,0.004
luisbaram,0.003
jackbrosnan_,0.004
eddieizzard,0.013
luke_e_boy,0.006
fit,0.008
screaming,0.006
10153212_233154013546003_3162180114676654568_n,0.004
discourse,0.001
deeneking,0.003
wales,0.02
hidden,0.002
virtually,0.009
lukebozier,0.001
schools,0.017
silver,0.012
xfactor2014,0.006
represents,0.007
diarmidm,0.005
queues,0.005
barton,0.005
arron,0.002
crops,0.003
addicted,0.002
volcano,0.007
ronkabet,0.009
financial,0.012
snakes,0.011
knockout,0.015
allah,0.009
turnip,0.003
fortnight,0.009
jimtduffy,0.002
2day,0.005
cathedral,0.007
whit,0.007
ring,0.006
whip,0.001
rt,0.02
rw,0.006
23c8my7,0.008
rs,0.004
markbtuk,0.004
richardlion2,0.0
re,0.042
encourage,0.012
adapt,0.004
27115043,0.009
dogwhistle,0.009
foundation,0.005
hillaryclinton,0.006
sellout,0.006
paullarkin74,0.008
threatened,0.007
medieval_things,0.003
farageget,0.005
rspca,0.011
allison00812810,0.002
7ekuqhw7b,0.01
redhair,0.008
ate,0.005
ndls61,0.008
heading,0.004
1970s,0.003
repealed,0.011
rabid,0.002
landlords,0.011
peterthomas410,0.01
nigel,0.035
steroids,0.016
reintroduced,0.01
wasn,0.012
remotely,0.003
sutherland,0.007
jamesmcleary,0.006
cmidgley1988,0.007
blazespage,0.007
xii,0.001
tired,0.01
needed,0.015
boston_rabbit,0.004
xit,0.005
_lilykins,0.011
recent,0.018
bitter,0.007
steven_woolfe,0.015
listen,0.011
danish,0.009
alecoscino,0.007
collapse,0.002
kno,0.003
hell_yes,0.005
wisdom,0.006
chairwoman,0.006
channel4,0.003
darkies,0.004
positively,0.009
195dal,0.009
trek,0.003
peril,0.003
showed,0.015
coward,0.01
tree,0.013
10x,0.001
dtfxzpu,0.005
nations,0.04
project,0.015
endure,0.008
boudica,0.075
charted,0.009
feeling,0.007
1zafmow,0.011
redesigned,0.003
esto,0.0
1fxcbdm,0.005
concrete,0.006
paramedics,0.001
responsible,0.013
causing,0.011
absorbed,0.008
ukipfail,0.004
pander,0.003
witney,0.01
shall,0.01
diminishing,0.006
swiss,0.012
mouth,0.01
letter,0.007
entry,0.009
majo,0.006
episode,0.004
2emuouszi,0.011
fajnyjames,0.01
camp,0.008
twickenham,0.012
independents,0.001
flagellants,0.003
lpg,0.012
camb,0.002
came,0.013
saying,0.015
fuckers,0.002
plagues,0.002
sexist,0.002
peoplesarmy,0.006
darmz7,0.006
sexism,0.002
callumringer_,0.011
tempted,0.008
clock,0.003
lessons,0.014
busy,0.012
scmpsocialnewsfeed,0.006
ment,0.008
cousins,0.006
warmongering,0.011
safadreamer,0.001
rich,0.008
milton,0.002
1qto55c,0.009
kraljski,0.008
lmao,0.006
mrdatch,0.02
lurches,0.016
greens,0.027
nicely,0.006
pigtowngrump,0.003
paedophiles,0.01
patch,0.009
debatingfools,0.015
cull,0.011
traverse,0.001
disaster,0.004
fair,0.015
branding,0.006
result,0.014
fail,0.018
syriapakistanindiamalaysiairaqiran,0.01
resigned,0.008
best,0.016
patronsaintofca,0.005
campaigners,0.01
scotlibdems,0.006
lots,0.01
wikipedia,0.014
r,0.015
1pqswgm,0.007
romanscharlemagne,0.007
ira,0.009
foi_in_ukip,0.007
migrantnation,0.007
glasgow,0.008
preserve,0.015
men,0.012
parallels,0.01
nationwide,0.009
nature,0.008
rolled,0.007
mei,0.001
jack0byte,0.004
ian_fraser,0.005
wtf,0.014
roller,0.01
pity,0.003
outcome,0.008
sacrificing,0.016
country,0.036
drmoragkerr,0.005
strange,0.01
demanded,0.014
planned,0.008
normandy,0.007
logic,0.012
wipeout,0.008
argue,0.009
asked,0.004
eradicate,0.006
calibre,0.008
telbo5000,0.01
basque,0.015
blonde,0.007
raith,0.006
shouting,0.006
union,0.02
fri,0.007
michaelpdeacon,0.004
frm,0.006
advert,0.008
ckuka,0.006
much,0.022
privilege,0.008
jackass,0.001
deportations,0.006
socialflow_twitter,0.001
life,0.017
spit,0.007
eastern,0.006
worker,0.012
places,0.003
sycophants,0.003
southerners,0.007
child,0.01
25s,0.006
worked,0.006
doth,0.01
cunt,0.005
diverted,0.008
isabeloakeshott,0.008
bcalderwood23,0.005
1jar3,0.01
viii,0.001
athanaseus,0.013
flooding,0.005
ladyreynolds34,0.009
ridiculously,0.004
surprises,0.005
nuttalls,0.012
anticipating,0.012
campaigning,0.006
trusted,0.005
things,0.011
rebellion,0.008
split,0.009
babies,0.011
paedo,0.007
european,0.019
plonker,0.008
fairly,0.009
louisemensch,0.011
louenglefield,0.004
pitchforks,0.002
