Term,Value
strawa,0.005
communitiesuk,0.017
hordes,0.028
leejasper,0.004
beachthistle,0.007
holyrood,0.008
four,0.007
hanging,0.011
diisgrace,0.01
localized,0.013
marching,0.013
dunleavy138,0.008
ukelections2015,0.007
augustine,0.008
ecominimalnick,0.017
stevesurrey1,0.005
lord,0.009
protestants,0.003
regional,0.001
trojan,0.009
pigment,0.01
forties,0.008
bringing,0.012
enddate,0.001
scholar,0.009
wooden,0.005
clientele,0.002
commenter,0.025
patrickwintour,0.001
smethwick,0.005
chalupatime,0.014
katiecelf,0.009
hague,0.007
zzzzzz,0.0
charter,0.008
utm_hp_ref,0.014
specially,0.009
bbqt,0.032
bacon,0.009
second,0.011
autonomous_mind,0.01
feck,0.008
theory,0.009
brexit,0.026
jonteinspain,0.007
casumptious,0.008
skynewsbreak,0.002
sheenmate,0.002
chieftans,0.017
fossil,0.005
scottishlabour,0.02
scottishreferendum,0.003
jackcapron,0.009
ohbrokenbritain,0.024
hero,0.008
splinter,0.01
brainwashed,0.008
lgbt,0.014
china,0.011
cult,0.011
affiliated,0.016
shriek,0.009
mickzippy,0.009
cyclical,0.009
kids,0.032
kaltesonne,0.003
k,0.01
davidisky,0.002
reports,0.009
transfixed,0.009
military,0.01
bbcone,0.007
cancellation,0.002
criticism,0.007
golden,0.011
divide,0.006
criticise,0.001
loudoun,0.007
norse,0.008
replace,0.008
foodbanks,0.005
classicfail,0.004
unis,0.003
unit,0.0
mote,0.008
dna,0.011
spoke,0.002
aidan_celtic,0.006
music,0.011
telegraph,0.031
passport,0.014
e2,0.01
owen,0.006
holy,0.036
relax,0.016
successful,0.003
brings,0.002
99,0.008
90,0.008
93,0.01
hold,0.012
sarahhemyukip,0.006
britfirst,0.004
morally,0.011
locked,0.008
pursue,0.012
famed,0.002
plunged,0.026
rkzins_8hfo,0.013
revenues,0.005
example,0.016
richardhilton1,0.002
grumpydenier,0.004
sinking,0.003
household,0.007
dragons,0.011
currency,0.001
bbcnew,0.009
want,0.039
absolute,0.011
lobbycomm,0.001
hoc,0.011
worldview,0.008
hehehehehe,0.005
complaining,0.005
travel,0.007
damage,0.011
antiracismday,0.01
machine,0.005
preferable,0.005
salmond,0.008
swine,0.012
statement_on_paris_shooting,0.009
jamesvondoom,0.008
outlawed,0.011
shores,0.012
wrong,0.018
junkscience,0.004
gsdlady2,0.009
shocker38,0.008
types,0.006
ukipscum,0.006
_deanwilson94,0.009
eyers,0.008
occasions,0.004
paullewismoney,0.013
wins,0.014
fictional,0.003
keeps,0.009
p4ljta,0.005
democratic,0.006
wing,0.012
wind,0.012
senators,0.01
angelahaggerty,0.009
welcomed,0.017
govern,0.007
chriscox69,0.009
continentals,0.002
luisbaram,0.005
jackbrosnan_,0.003
eddieizzard,0.015
luke_e_boy,0.007
fit,0.009
screaming,0.006
10153212_233154013546003_3162180114676654568_n,0.003
discourse,0.001
deeneking,0.005
wales,0.021
hidden,0.007
virtually,0.007
lukebozier,0.002
schools,0.015
silver,0.01
xfactor2014,0.006
represents,0.003
diarmidm,0.007
queues,0.002
barton,0.008
arron,0.007
crops,0.004
addicted,0.001
volcano,0.008
ronkabet,0.011
financial,0.011
snakes,0.01
knockout,0.015
allah,0.012
turnip,0.003
fortnight,0.009
jimtduffy,0.002
2day,0.006
cathedral,0.008
whit,0.009
ring,0.01
whip,0.003
rt,0.023
rw,0.008
23c8my7,0.006
rs,0.003
markbtuk,0.005
richardlion2,0.001
re,0.033
encourage,0.013
adapt,0.004
27115043,0.009
dogwhistle,0.006
foundation,0.007
hillaryclinton,0.008
sellout,0.009
paullarkin74,0.01
threatened,0.007
medieval_things,0.002
farageget,0.005
rspca,0.009
allison00812810,0.003
7ekuqhw7b,0.01
redhair,0.007
ate,0.008
ndls61,0.008
ups,0.004
1970s,0.001
repealed,0.008
rabid,0.004
landlords,0.012
peterthomas410,0.015
nigel,0.033
steroids,0.016
reintroduced,0.008
wasn,0.015
remotely,0.003
sutherland,0.006
jamesmcleary,0.007
cmidgley1988,0.006
blazespage,0.008
xii,0.001
tired,0.008
needed,0.016
boston_rabbit,0.001
xit,0.005
_lilykins,0.01
recent,0.016
bitter,0.007
steven_woolfe,0.014
listen,0.009
danish,0.011
alecoscino,0.009
collapse,0.001
kno,0.005
hell_yes,0.001
wisdom,0.003
chairwoman,0.007
channel4,0.004
darkies,0.002
positively,0.008
195dal,0.01
trek,0.002
peril,0.005
showed,0.015
coward,0.013
tree,0.009
10x,0.001
dtfxzpu,0.006
nations,0.026
project,0.012
endure,0.009
boudica,0.083
charted,0.005
feeling,0.008
1zafmow,0.012
redesigned,0.004
esto,0.001
1fxcbdm,0.009
concrete,0.006
paramedics,0.003
responsible,0.013
causing,0.01
absorbed,0.006
ukipfail,0.004
pander,0.003
witney,0.008
shall,0.015
diminishing,0.007
swiss,0.013
mouth,0.007
letter,0.007
entry,0.006
majo,0.007
episode,0.004
2emuouszi,0.014
fajnyjames,0.011
camp,0.01
twickenham,0.012
independents,0.002
flagellants,0.0
lpg,0.014
camb,0.003
came,0.015
saying,0.013
fuckers,0.001
plagues,0.001
sexist,0.004
morningstaronline,0.011
darmz7,0.003
sexism,0.004
callumringer_,0.011
tempted,0.009
clock,0.003
lessons,0.015
busy,0.01
scmpsocialnewsfeed,0.007
ment,0.006
cousins,0.006
warmongering,0.014
