Term,Value
strawa,0.002
communitiesuk,0.01
hordes,0.039
leejasper,0.003
beachthistle,0.006
holyrood,0.008
four,0.008
hanging,0.01
diisgrace,0.005
localized,0.015
marching,0.009
dunleavy138,0.009
ukelections2015,0.007
augustine,0.01
ecominimalnick,0.015
stevesurrey1,0.007
cole_davesc66,0.002
lord,0.009
sinking,0.004
regional,0.001
bile,0.007
pigment,0.011
forties,0.007
bringing,0.008
scholar,0.009
wooden,0.002
clientele,0.001
commenter,0.027
patrickwintour,0.002
smethwick,0.004
chalupatime,0.012
katiecelf,0.007
hague,0.008
zzzzzz,0.005
charter,0.01
bill,0.008
specially,0.004
bbqt,0.023
bacon,0.01
second,0.011
autonomous_mind,0.009
feck,0.008
bbcqt,0.019
brexit,0.025
jonteinspain,0.01
casumptious,0.01
skynewsbreak,0.003
sheenmate,0.003
chieftans,0.016
fossil,0.004
scottishlabour,0.02
scottishreferendum,0.003
jackcapron,0.004
ohbrokenbritain,0.025
hero,0.01
splinter,0.01
brainwashed,0.007
lgbt,0.01
china,0.011
cult,0.007
affiliated,0.017
shriek,0.007
mickzippy,0.005
realclimatescience,0.003
cyclical,0.009
kids,0.033
kaltesonne,0.002
k,0.008
davidisky,0.002
reports,0.008
transfixed,0.009
military,0.009
bbcone,0.01
cancellation,0.004
criticism,0.007
golden,0.008
divide,0.01
criticise,0.001
loudoun,0.006
norse,0.009
replace,0.007
foodbanks,0.008
classicfail,0.007
unis,0.005
mote,0.006
dna,0.008
spoke,0.001
aidan_celtic,0.007
music,0.013
telegraph,0.027
passport,0.013
e2,0.012
pstani,0.012
holy,0.064
relax,0.016
successful,0.002
brings,0.002
0aqfxwm,0.002
99,0.008
90,0.008
93,0.009
hold,0.015
sarahhemyukip,0.007
britfirst,0.005
morally,0.01
locked,0.011
pursue,0.009
famed,0.002
plunged,0.033
rkzins_8hfo,0.014
revenues,0.006
example,0.016
richardhilton1,0.001
grumpydenier,0.004
protestants,0.005
household,0.006
dragons,0.014
currency,0.002
bbcnew,0.01
want,0.035
absolute,0.011
lobbycomm,0.002
hoc,0.01
worldview,0.007
hehehehehe,0.004
complaining,0.005
travel,0.01
damage,0.009
antiracismday,0.013
machine,0.003
preferable,0.005
salmond,0.007
bbcdouglasf,0.006
renounced,0.01
jamesvondoom,0.007
outlawed,0.009
shores,0.011
wrong,0.014
junkscience,0.004
gsdlady2,0.011
shocker38,0.008
types,0.011
typer,0.011
_deanwilson94,0.005
eyers,0.008
occasions,0.003
paullewismoney,0.011
wins,0.016
fictional,0.003
keeps,0.005
p4ljta,0.005
democratic,0.011
wing,0.01
wind,0.009
senators,0.008
angelahaggerty,0.006
welcomed,0.016
govern,0.005
chriscox69,0.009
continentals,0.003
luisbaram,0.003
jackbrosnan_,0.004
luke_e_boy,0.005
fit,0.011
screaming,0.008
10153212_233154013546003_3162180114676654568_n,0.004
discourse,0.002
deeneking,0.005
wales,0.024
hidden,0.006
virtually,0.009
lukebozier,0.001
schools,0.017
silver,0.01
xfactor2014,0.011
represents,0.006
diarmidm,0.006
queues,0.006
barton,0.009
arron,0.01
crops,0.006
addicted,0.001
volcano,0.006
ronkabet,0.009
financial,0.015
snakes,0.012
knockout,0.017
allah,0.011
turnip,0.002
fortnight,0.009
berkshireip,0.002
2day,0.008
cathedral,0.003
whit,0.01
ring,0.006
whip,0.001
rt,0.021
rw,0.007
23c8my7,0.009
rs,0.006
markbtuk,0.004
richardlion2,0.001
re,0.034
encourage,0.007
adapt,0.004
27115043,0.01
dogwhistle,0.007
foundation,0.006
hillaryclinton,0.007
sellout,0.006
paullarkin74,0.008
threatened,0.005
medieval_things,0.002
farageget,0.004
rspca,0.011
7ekuqhw7b,0.009
redhair,0.005
ate,0.007
ndls61,0.008
ups,0.002
1970s,0.002
repealed,0.006
rabid,0.006
landlords,0.012
peterthomas410,0.012
nigel,0.032
steroids,0.014
reintroduced,0.009
wasn,0.014
remotely,0.006
sutherland,0.006
jamesmcleary,0.007
cmidgley1988,0.007
blazespage,0.009
xii,0.001
tired,0.006
needed,0.016
boston_rabbit,0.004
xit,0.006
_lilykins,0.01
recent,0.015
bitter,0.007
steven_woolfe,0.017
listen,0.009
danish,0.009
alecoscino,0.011
collapse,0.001
kno,0.005
hell_yes,0.002
wisdom,0.007
chairwoman,0.009
channel4,0.004
darkies,0.005
positively,0.009
195dal,0.011
trek,0.002
peril,0.004
showed,0.02
coward,0.013
tree,0.007
10x,0.002
dtfxzpu,0.007
nations,0.026
project,0.014
endure,0.006
boudica,0.049
charted,0.006
feeling,0.006
1zafmow,0.013
redesigned,0.002
1fxcbdm,0.006
concrete,0.003
paramedics,0.001
responsible,0.013
causing,0.009
absorbed,0.006
ukipfail,0.004
pander,0.002
witney,0.011
shall,0.012
diminishing,0.008
swiss,0.016
mouth,0.009
letter,0.006
entry,0.0
majo,0.009
episode,0.007
2emuouszi,0.01
fajnyjames,0.01
camp,0.013
twickenham,0.013
flagellants,0.003
lpg,0.012
camb,0.0
came,0.014
saying,0.019
fuckers,0.001
lennyhenry,0.003
sexist,0.006
peoplesarmy,0.005
darmz7,0.005
sexism,0.002
hungary,0.012
tempted,0.009
clock,0.002
lessons,0.014
busy,0.011
scmpsocialnewsfeed,0.004
ment,0.009
cousins,0.006
warmongering,0.013
safadreamer,0.002
rich,0.006
milton,0.003
1qto55c,0.009
kraljski,0.007
lmao,0.003
mrdatch,0.023
lurches,0.015
greens,0.032
nicely,0.007
pigtowngrump,0.004
paedophiles,0.009
patch,0.007
debatingfools,0.016
cull,0.01
traverse,0.002
disaster,0.005
fair,0.017
branding,0.008
result,0.015
fail,0.017
syriapakistanindiamalaysiairaqiran,0.012
resigned,0.008
best,0.017
markfrance62,0.015
patronsaintofca,0.008
campaigners,0.01
scotlibdems,0.008
lots,0.009
wikipedia,0.015
1pqswgm,0.011
romanscharlemagne,0.007
ira,0.007
foi_in_ukip,0.007
migrantnation,0.005
glasgow,0.006
preserve,0.012
men,0.015
parallels,0.008
nationwide,0.003
nature,0.009
rolled,0.008
mei,0.003
jack0byte,0.002
ian_fraser,0.007
extent,0.014
roller,0.012
pity,0.003
outcome,0.006
sacrificing,0.015
fallacious,0.017
drmoragkerr,0.008
demanded,0.015
planned,0.007
normandy,0.003
logic,0.011
wipeout,0.005
argue,0.006
asked,0.007
eradicate,0.007
calibre,0.009
telbo5000,0.01
basque,0.016
blonde,0.011
raith,0.004
shouting,0.005
union,0.023
fri,0.007
michaelpdeacon,0.006
frm,0.008
advert,0.007
ckuka,0.005
much,0.021
privilege,0.007
jackass,0.001
deportations,0.006
life,0.015
spit,0.01
eastern,0.008
worker,0.01
places,0.003
sycophants,0.003
culling,0.007
child,0.011
25s,0.007
worked,0.01
doth,0.011
cunt,0.009
diverted,0.006
isabeloakeshott,0.006
bcalderwood23,0.01
1jar3,0.011
viii,0.002
athanaseus,0.015
flooding,0.009
ladyreynolds34,0.008
ridiculously,0.003
surprises,0.004
nuttalls,0.011
anticipating,0.009
campaigning,0.006
trusted,0.003
things,0.013
rebellion,0.006
split,0.011
babies,0.008
paedo,0.007
european,0.02
plonker,0.007
fairly,0.01
louisemensch,0.009
louenglefield,0.007
pitchforks,0.002
purpleplotters,0.001
jaimehta,0.0
lydlqv,0.004
reissdjo,0.007
tune,0.02
fabricant,0.003
matters,0.006
eddiesurfs,0.015
academia,0.005
demindblower,0.002
echoes,0.001
petewishart,0.008
meriam,0.014
its2014,0.0
cumbria,0.01
birmingham,0.009
flaggelant,0.003
gretna,0.007
sandracub,0.008
ham,0.009
holyromanempire,0.007
bnp,0.023
hay,0.012
innocent,0.009
prison,0.006
east,0.028
espoused,0.008
hav,0.005
ukipcastlepoint,0.014
groat,0.002
possible,0.009
possibly,0.007
lachiemor1,0.007
indicative,0.01
mrdavidwhitley,0.009
birth,0.009
shadow,0.016
hamas,0.003
desire,0.01
brought,0.002
kingskroinkie,0.013
sliiting,0.01
remind,0.01
steps,0.01
andrewoathy,0.002
ideaa,0.001
bonkers,0.001
right,0.025
old,0.015
crowd,0.014
people,0.036
czech,0.013
mosques,0.011
ooooo,0.005
willdefens,0.002
sure,0.015
countytimes,0.002
serialsockthief,0.007
creep,0.001
bringbackhanging,0.012
attendees,0.012
fox,0.022
individuals,0.002
periphery,0.007
mabionglyndwr,0.007
varicose,0.001
nwbrux,0.006
templarinfidel,0.003
lefty,0.013
hmtreasury,0.016
oliverjamesuk,0.002
alexandra,0.008
profmcghee,0.007
toryshorty,0.006
exploitiation,0.009
bigpoppatotoro,0.007
benches,0.002
citizens,0.008
o,0.007
despair,0.006
stoked,0.005
ukipdaily,0.008
slightly,0.004
bath,0.008
consulting,0.003
sod,0.013
1531879,0.015
sol,0.013
son,0.015
presenters,0.007
breadandcircuses,0.001
sov,0.007
blueliberal1,0.015
carlachamorros,0.0
poss,0.003
foothold,0.002
support,0.033
constantly,0.002
raped,0.012
joseph,0.01
wordpress,0.011
jeremylefroymp,0.015
thingsscotlandhas,0.008
celtic_scotland,0.005
_tomflan1888,0.01
journo,0.013
offer,0.019
oil,0.007
jakearmistead,0.003
davidsigsworth,0.003
simon_ukip,0.01
congratulations,0.021
dontvotescumshovethevoteupukipsbum,0.005
michaelrosenblog,0.01
medway,0.003
inside,0.014
paulturner2012,0.009
vanguard,0.006
rerum,0.004
smashed,0.016
stopsharia,0.012
passenger,0.005
later,0.032
liberal,0.011
proven,0.008
hethers01,0.001
exist,0.012
marxists,0.005
marty_caine,0.015
flood,0.002
republic,0.006
jseymourukip,0.003
roll,0.007
ramadi,0.009
intend,0.009
geezer,0.009
transported,0.003
muslims,0.018
smelling,0.01
persecution,0.003
jimwaterson,0.006
gillian_mair80,0.007
anthony_g_ukip,0.001
mixtymuxty,0.007
codalmighty,0.009
mrjamesob,0.009
beamed,0.008
1156588,0.008
time,0.028
push,0.011
characterising,0.009
corps,0.012
whoever,0.01
eunats,0.003
disrepute,0.009
buddys,0.01
mcghee,0.006
chair,0.006
loons,0.006
quartered,0.005
pratap,0.006
reverting,0.003
vlad,0.005
obssessed,0.006
atavistic,0.001
trog,0.014
choice,0.019
opinions,0.002
fullest,0.009
exact,0.01
minute,0.009
rlemkin,0.005
tear,0.008
leave,0.036
settle,0.005
subway,0.011
team,0.007
loads,0.008
jamessreality,0.012
globalwarmingisamyth,0.003
prevent,0.014
hindered,0.005
marikanotions,0.01
prediction,0.017
anassarwar,0.009
chopping,0.013
shirts,0.002
5509085,0.008
saoralba,0.005
elton,0.005
deafitit,0.007
celebrated,0.009
current,0.007
ianssmart,0.015
freaks,0.006
boost,0.009
honour,0.013
radya,0.008
walsallinfidel,0.011
paedophile,0.007
contemplate,0.003
address,0.008
alone,0.014
along,0.014
redemption,0.004
trumpton_ukip,0.032
queue,0.01
haitch7,0.007
bp,0.005
funder,0.001
jameeyy,0.007
studies,0.002
reclaim,0.012
prettyh,0.011
demonisation,0.001
somerandomhash,0.004
love,0.017
bloods,0.008
canio,0.008
prefer,0.017
logical,0.006
bloody,0.023
ipp,0.009
fake,0.031
neildance,0.003
forefront,0.009
opposes,0.006
sturdyalex,0.006
working,0.025
positive,0.015
angry,0.012
l06jsl,0.001
druids,0.015
boycotthalal,0.011
opposed,0.007
clydessb,0.004
georgegalloway,0.022
loving,0.004
introducing,0.011
scovers123,0.002
1hi30x2,0.01
leeches,0.002
assimilation,0.002
odious,0.004
fastestfredy,0.011
ukip_rbwm,0.005
everywhere,0.009
eastchesterton,0.003
indiegogo,0.005
paxtonnorth,0.012
involve,0.013
scholey,0.011
trev_forrester,0.015
wanks,0.009
wingers,0.001
moansar,0.01
believes,0.002
values,0.011
believed,0.011
1dq66zx,0.005
ollyneville,0.006
bertrandlapraye,0.005
twittersilence,0.006
vauxhall,0.006
luizap1,0.006
admires,0.01
allowed,0.008
litre,0.006
paulmasonnews,0.002
divided,0.009
kvmcclean,0.003
chaucer,0.001
34604358,0.016
edinburgh,0.007
spot,0.003
yeeeeesss,0.008
thanetwatch,0.005
primordial,0.0
outthink,0.024
barbaricinhumanedisgusting,0.013
naomi_1,0.003
date,0.009
wikileaks,0.01
laboureoin,0.009
spouted,0.003
ukip_voter_,0.009
brainless,0.005
duncanbarkes,0.011
411478,0.007
natural,0.006
conscious,0.003
ss,0.009
sp,0.007
st,0.022
kittycatboyd,0.01
1sy10nm,0.012
sa,0.01
se,0.009
sd,0.006
webpage,0.012
pugwash1000,0.01
djmumin,0.004
unacceptable,0.005
years,0.033
course,0.015
leannewood,0.014
clinton,0.01
teamleanne,0.003
tendency,0.011
strategyjhp,0.009
theecologist,0.007
bodunfors,0.008
181lwff,0.01
stupidity,0.008
councillor,0.016
tory,0.024
petition,0.008
oldfirmfacts1,0.007
recipients,0.012
matches,0.008
indigenous,0.03
drilling,0.001
exposingbbc,0.003
twilight,0.007
glinner,0.011
didn,0.014
revert,0.012
alexx_mcarthur,0.008
domac2000,0.012
ukipthey,0.004
bowling,0.011
veins,0.01
zeropregi,0.004
quarter,0.011
square,0.003
beloved,0.001
patrickoflynn,0.008
christia_allard,0.007
entering,0.017
regionally,0.012
ukip_for_tmward,0.004
troll,0.005
joker,0.004
canvas,0.008
container,0.005
805881485400174593,0.001
coastguard_sos,0.004
shaun_dunlop,0.006
abide,0.001
seriously,0.013
investigation,0.009
internet,0.004
suggesting,0.006
cultor,0.011
curbs,0.01
million,0.037
incentives,0.008
possibility,0.008
reshuffle,0.007
22one,0.012
besides,0.008
quits,0.008
training,0.002
themuslimissue,0.001
girfuy,0.006
crucifix,0.0
massive,0.017
u58pumlkgjm,0.006
henry,0.004
saving,0.013
spoken,0.007
one,0.037
andymuirhd,0.005
rickyjames94,0.008
p262zd,0.003
spanish,0.025
vote,0.04
open,0.011
flatearthers,0.003
city,0.027
uks,0.01
jackbuckby,0.01
juliusmandrake,0.008
2,0.032
ibtimes,0.009
ukipscum,0.005
bits,0.0
vapours,0.005
timeforukip,0.013
psychopaths,0.002
proving,0.004
ridiculous,0.015
fooled,0.007
representing,0.001
markbarry67,0.007
chump,0.008
eurosceptic,0.007
siding,0.003
future,0.009
alanroden,0.007
sophie,0.003
russia,0.013
prospect,0.004
schrodingers,0.004
addressing,0.006
jagtron1,0.015
sam,0.011
turned,0.009
argument,0.015
sad,0.01
woah,0.001
say,0.031
buried,0.001
allen,0.008
saw,0.016
sat,0.008
charlemagnevfarage,0.006
warriors,0.002
downwards,0.005
aside,0.015
note,0.012
intends,0.002
take,0.025
politcal,0.003
atos,0.01
destroy,0.008
concern,0.007
relaxed,0.004
butterfly,0.006
ironically,0.013
axel_yachef,0.002
opposite,0.012
buffer,0.015
knew,0.015
invoked,0.004
faragevclegg,0.003
drive,0.009
federal,0.0
butchered,0.011
atlantic,0.015
review,0.018
laws,0.011
sansian1,0.005
walking,0.003
opportunist,0.011
hustings,0.006
doshtosh,0.009
mike_guillaume,0.005
aggressive,0.008
pperrin,0.009
imagined,0.003
line,0.012
slow,0.009
romanian,0.007
nutshell,0.005
tears,0.003
going,0.017
hockey,0.002
outrage,0.007
agesespecially,0.002
caroline,0.011
ukipleadership,0.002
whyimvotingukip,0.003
condemning,0.012
fc,0.006
simplistic,0.009
charlotteahenry,0.006
inuit,0.006
agesukip,0.002
clans,0.01
michaelbrailsfo,0.005
prime,0.011
ahmad,0.009
worried,0.005
roger,0.011
stuartmills15,0.006
bombs,0.011
homeopathy,0.004
vision,0.014
suffolkcoast15,0.012
anyways,0.008
sadmaninagame,0.004
cmackinlay,0.013
representatives,0.005
dismemberment,0.004
3m2yd,0.001
799655539286360064,0.006
halsall,0.002
599bt,0.007
presage,0.007
svoboda,0.01
panache,0.001
jobs,0.007
1lc6zks,0.006
screen,0.004
concentrate,0.002
40bc,0.016
mans,0.008
manx,0.008
many,0.027
jokers,0.001
cornflake,0.001
matheson,0.008
millionaire,0.011
s,0.04
sacked,0.007
teenie6619tina,0.013
notimpresssed,0.008
themockneyrebel,0.011
expression,0.01
itonly,0.004
jillychap,0.004
climatechange,0.005
homosexuality,0.012
anti,0.019
3000,0.013
comeback,0.003
khdbp4g,0.006
extinct,0.006
narcissistic,0.01
caring,0.013
leftfootforward,0.003
peterhwilson,0.007
2jnidlr,0.001
west,0.028
locally,0.004
airlines,0.006
harology,0.012
breath,0.006
onlinemagazin,0.01
diatribe,0.007
differently,0.003
wants,0.022
relations,0.004
bangorqt,0.002
591236299555790848,0.008
thousand,0.013
paedophilia,0.013
theguardian,0.008
2aaylmozdsglgh,0.015
hashtag,0.009
coliseums,0.0
former,0.013
tribal,0.005
polls,0.006
successes,0.01
cure,0.005
policies,0.021
constituency,0.009
region,0.001
revert2,0.002
fuck_off_ukip,0.006
reviles,0.009
technology,0.011
bullfighting,0.008
thesame,0.006
dragging,0.003
olaamdiltqe,0.009
lewes_lib_dems,0.008
scientifically,0.011
perpetually,0.006
homophobia,0.002
jhallwood,0.014
homophobic,0.014
sterling,0.006
putin,0.013
sickness,0.002
defy,0.003
oot,0.006
dannnybuckley,0.009
edges,0.016
cqnmagazine,0.008
devolved,0.017
renewable,0.006
unlike,0.008
nothin,0.008
costs,0.008
trains,0.004
ybcabbie,0.011
etimsnet,0.007
summer,0.001
morons,0.005
hambevan,0.007
mcnarry,0.008
slime,0.002
rest,0.011
lequotidien,0.002
slimy,0.001
sorryi,0.011
weekly,0.01
plunderers,0.009
rhunapiorwerth,0.005
edfest2016,0.007
camz99,0.004
aspects,0.012
around,0.035
acronymn,0.006
sums,0.01
dark,0.049
widster,0.008
preference,0.01
libs,0.006
world,0.033
