Term,Value
strawa,0.005
communitiesuk,0.015
hordes,0.036
leejasper,0.002
beachthistle,0.006
holyrood,0.009
four,0.009
hanging,0.012
diisgrace,0.009
localized,0.013
marching,0.008
dunleavy138,0.008
ukelections2015,0.008
augustine,0.008
ecominimalnick,0.015
stevesurrey1,0.005
cole_davesc66,0.001
lord,0.012
protestants,0.006
regional,0.0
bile,0.01
pigment,0.006
forties,0.004
bringing,0.01
enddate,0.003
scholar,0.011
wooden,0.002
clientele,0.001
commenter,0.028
patrickwintour,0.002
smethwick,0.003
chalupatime,0.01
katiecelf,0.006
hague,0.006
zzzzzz,0.003
charter,0.009
bill,0.012
specially,0.008
bbqt,0.028
bacon,0.011
second,0.009
autonomous_mind,0.006
feck,0.006
theory,0.004
brexit,0.022
jonteinspain,0.012
casumptious,0.01
skynewsbreak,0.001
sheenmate,0.003
chieftans,0.015
fossil,0.005
scottishlabour,0.02
scottishreferendum,0.005
jackcapron,0.008
ohbrokenbritain,0.043
hero,0.011
splinter,0.007
brainwashed,0.008
lgbt,0.01
china,0.015
cult,0.008
affiliated,0.016
shriek,0.008
mickzippy,0.005
realclimatescience,0.002
cyclical,0.008
kids,0.022
kaltesonne,0.002
k,0.013
davidisky,0.001
reports,0.011
transfixed,0.009
military,0.012
bbcone,0.007
cancellation,0.004
criticism,0.005
golden,0.008
divide,0.007
criticise,0.001
loudoun,0.004
norse,0.008
replace,0.007
foodbanks,0.01
classicfail,0.009
unis,0.004
unit,0.001
hoping,0.004
dna,0.002
spoke,0.001
aidan_celtic,0.007
music,0.014
telegraph,0.033
passport,0.011
e2,0.012
pstani,0.007
holy,0.019
relax,0.016
successful,0.002
brings,0.002
0aqfxwm,0.002
codalmighty,0.009
90,0.009
93,0.01
hold,0.016
sarahhemyukip,0.006
britfirst,0.004
morally,0.009
locked,0.007
pursue,0.01
plunged,0.029
rkzins_8hfo,0.018
revenues,0.006
example,0.016
richardhilton1,0.002
grumpydenier,0.004
sinking,0.004
household,0.006
dragons,0.013
bbcnew,0.009
want,0.036
absolute,0.013
hoc,0.009
worldview,0.006
hehehehehe,0.007
complaining,0.006
travel,0.01
damage,0.008
antiracismday,0.009
machine,0.006
preferable,0.004
salmond,0.006
swine,0.007
renounced,0.013
jamesvondoom,0.006
outlawed,0.009
shores,0.01
wrong,0.016
junkscience,0.003
gsdlady2,0.009
shocker38,0.006
