Term,Value
strawa,0.003
communitiesuk,0.015
hordes,0.033
leejasper,0.003
beachthistle,0.008
holyrood,0.008
four,0.007
hanging,0.011
diisgrace,0.006
localized,0.013
marching,0.01
increase,0.006
ukelections2015,0.007
augustine,0.01
ecominimalnick,0.014
stevesurrey1,0.005
cole_davesc66,0.001
lord,0.01
protestants,0.003
regional,0.0
amieyoung_x,0.007
pigment,0.011
forties,0.008
bringing,0.012
enddate,0.001
scholar,0.007
wooden,0.004
clientele,0.002
commenter,0.025
smethwick,0.004
chalupatime,0.011
katiecelf,0.009
hague,0.005
zzzzzz,0.004
charter,0.009
utm_hp_ref,0.008
specially,0.006
bbqt,0.027
bacon,0.01
second,0.01
autonomous_mind,0.008
feck,0.007
bbcqt,0.015
brexit,0.024
jonteinspain,0.009
casumptious,0.009
skynewsbreak,0.003
chieftans,0.012
fossil,0.005
scottishlabour,0.018
scottishreferendum,0.005
jackcapron,0.01
ohbrokenbritain,0.022
hero,0.011
dunleavy138,0.008
splinter,0.011
brainwashed,0.006
lgbt,0.011
china,0.014
cult,0.01
affiliated,0.014
shriek,0.008
mickzippy,0.006
cyclical,0.008
kids,0.021
kaltesonne,0.002
k,0.012
davidisky,0.003
reports,0.01
transfixed,0.01
military,0.009
bbcone,0.005
cancellation,0.006
criticism,0.009
golden,0.009
divide,0.009
criticise,0.002
loudoun,0.007
norse,0.008
replace,0.008
foodbanks,0.006
classicfail,0.01
unis,0.006
unit,0.0
hoping,0.006
dna,0.007
spoke,0.001
aidan_celtic,0.007
music,0.011
telegraph,0.031
passport,0.017
e2,0.011
owen,0.007
holy,0.042
relax,0.018
successful,0.003
brings,0.005
0aqfxwm,0.003
codalmighty,0.008
90,0.006
93,0.012
hold,0.016
sarahhemyukip,0.005
britfirst,0.003
morally,0.011
locked,0.009
pursue,0.009
famed,0.001
plunged,0.025
rkzins_8hfo,0.016
revenues,0.005
example,0.013
richardhilton1,0.003
grumpydenier,0.003
sinking,0.002
household,0.007
dragons,0.012
currency,0.001
bbcnew,0.009
want,0.034
absolute,0.011
poverty,0.003
hoc,0.012
worldview,0.006
hehehehehe,0.006
complaining,0.006
travel,0.008
damage,0.01
antiracismday,0.013
machine,0.003
preferable,0.006
salmond,0.009
bbcdouglasf,0.008
renounced,0.01
jamesvondoom,0.007
outlawed,0.01
shores,0.012
wrong,0.016
junkscience,0.007
gsdlady2,0.008
shocker38,0.009
types,0.01
typer,0.009
_deanwilson94,0.008
eyers,0.013
occasions,0.003
paullewismoney,0.015
wins,0.014
fictional,0.002
keeps,0.006
p4ljta,0.004
democratic,0.011
wing,0.01
wind,0.011
senators,0.009
angelahaggerty,0.008
welcomed,0.017
govern,0.008
chriscox69,0.008
continentals,0.005
luisbaram,0.005
jackbrosnan_,0.005
eddieizzard,0.013
luke_e_boy,0.008
fit,0.01
screaming,0.007
10153212_233154013546003_3162180114676654568_n,0.002
ogbtssk,0.002
deeneking,0.003
wales,0.024
hidden,0.005
virtually,0.004
lukebozier,0.002
schools,0.013
silver,0.008
xfactor2014,0.007
represents,0.006
diarmidm,0.008
queues,0.002
barton,0.007
arron,0.002
crops,0.004
addicted,0.0
volcano,0.006
ronkabet,0.012
financial,0.013
snakes,0.013
knockout,0.013
allah,0.012
turnip,0.001
