Term,Value
suicidal,0.001
hordes,0.002
doubts,0.004
crisisgrexit,0.002
skynews,0.004
holyrood,0.002
chaos,0.003
asian,0.001
hanging,0.004
john_holtke,0.009
oldest,0.002
saved,0.003
forget,0.001
votes,0.005
janimine,0.001
poorest,0.005
seriously,0.005
voted,0.004
whatsoever,0.006
bethrigby,0.005
sorry,0.004
765106024957214720,0.005
regrets,0.004
sinking,0.002
void,0.001
rise,0.001
jacob,0.005
bringing,0.004
school,0.002
ref,0.001
solution,0.004
296,0.002
unifying,0.001
heading,0.004
kevinpbreslin,0.001
enjoy,0.006
makinghistory,0.001
leaders,0.001
warns,0.002
withorpe,0.004
271,0.001
second,0.002
street,0.005
chris_meloni,0.004
cymroalba,0.004
even,0.006
brexit,0.021
erexit,0.001
326577,0.002
incompatible,0.002
1vnxyl0,0.001
reasoning,0.001
nyt,0.002
new,0.006
net,0.002
ever,0.001
mogg,0.004
told,0.003
centric,0.006
meb,0.005
never,0.014
reported,0.002
whatthehellareyoutalkingabout,0.001
path,0.001
olsson,0.024
vikings,0.002
k,0.006
changed,0.002
military,0.001
heatherwheeler,0.001
punishment,0.005
shithappens,0.02
golden,0.002
divide,0.005
campaign,0.002
brought,0.007
pdsutherlandun,0.002
opportunities,0.002
embarrass,0.005
total,0.006
forums,0.001
spoke,0.002
theordinaryman2,0.001
army,0.002
century,0.005
reemergence,0.001
1930s,0.001
call,0.001
telegraph,0.004
spike,0.005
rationalism,0.005
tell,0.005
dumped,0.004
supporters,0.001
successful,0.002
brings,0.005
wars,0.001
adrianople,0.002
warn,0.002
mansplains,0.002
teaching,0.001
must,0.003
join,0.003
room,0.005
rights,0.004
plunged,0.001
ere,0.001
era,0.001
transparency,0.001
example,0.002
give,0.004
550,0.001
dragons,0.002
want,0.018
christianvoice,0.001
david,0.004
oppressing,0.002
end,0.004
turn,0.005
egyptian,0.002
trsresearch,0.001
machine,0.005
s030544031300023x,0.001
stupidity,0.005
neveragain,0.004
interview,0.002
place,0.007
ancestor,0.002
michelledewbs,0.002
mess,0.003
assimilated,0.001
earlier,0.001
wrong,0.009
sturdywendy,0.002
lay,0.002
president,0.004
pdf,0.002
disagree,0.005
types,0.004
thesun,0.005
attempt,0.002
third,0.002
revolt,0.005
descends,0.001
1lv7wv,0.001
greek,0.001
south,0.002
sucessor,0.002
bodgit_bendit,0.016
order,0.002
grassrootsout,0.004
wine,0.002
danhannanmep,0.001
tricked,0.001
whizzing,0.002
london,0.005
keyboard,0.005
andrea,0.005
nyti,0.001
globalpulsemag,0.002
intelligentsia,0.005
writing,0.001
destroyed,0.001
wales,0.005
weeks,0.004
overcome,0.002
eventually,0.002
lambert,0.005
safe,0.002
jenit,0.001
break,0.001
heaven,0.001
sixteen,0.002
bank,0.003
bread,0.002
germanic,0.001
govuk,0.002
swancom74,0.002
hadrains,0.002
victory,0.001
mantheaume,0.004
went,0.002
side,0.002
luck,0.009
suzanneevans1,0.004
financial,0.002
skydata,0.001
_thegman,0.004
milan,0.002
tom_watson,0.003
maniacs,0.014
message,0.004
richardlander,0.003
rt,0.002
reminding,0.002
goo,0.002
god,0.002
revolting,0.004
re,0.005
daniel,0.001
got,0.005
foxbusiness,0.005
gov,0.005
independence,0.004
abbott,0.001
turning,0.004
veto,0.002
rustyrockets,0.001
little,0.031
free,0.004
boosting,0.001
wanted,0.004
refugee,0.006
days,0.003
ati,0.005
isn,0.002
portal,0.004
onto,0.004
voteleave,0.006
duplicitous,0.005
already,0.009
nigel,0.004
leaveeuofficial,0.002
matteorenzi,0.006
nhs,0.002
wasn,0.004
ditch,0.001
ten,0.001
service,0.001
top,0.011
historian,0.002
bitcoin,0.003
tot,0.004
hist100b1,0.002
needed,0.001
confirming,0.001
ton,0.003
213990,0.004
hollywood,0.002
john,0.001
bitter,0.002
grexit,0.005
calexit,0.006
owensmith_mp,0.001
collapse,0.002
geemo88,0.002
villages,0.012
took,0.004
tabloids,0.004
western,0.002
symptom,0.002
distance,0.002
bloated,0.001
immigrants,0.001
scenes,0.005
nations,0.001
project,0.011
matter,0.025
brexit0rremain,0.004
2ekpbqq,0.001
iron,0.021
thewerelizard,0.002
boudica,0.001
feeling,0.001
bridge,0.005
interestingthe,0.002
palace,0.001
modern,0.003
mind,0.005
nicolasturgeon,0.005
migrantcrisis,0.003
raw,0.005
seen,0.002
telegraphnews,0.004
tells,0.002
forced,0.001
responsible,0.001
1960,0.005
isolated,0.004
merichio,0.002
fitting,0.002
rome,0.001
tintagel,0.002
decadence,0.002
hun,0.001
empireand,0.001
blue,0.002
