Term,Value
strawa,0.005
communitiesuk,0.01
hordes,0.035
leejasper,0.007
beachthistle,0.007
holyrood,0.009
four,0.005
hanging,0.012
diisgrace,0.006
localized,0.014
marching,0.011
dunleavy138,0.008
ukelections2015,0.008
augustine,0.008
ecominimalnick,0.013
stevesurrey1,0.004
cole_davesc66,0.001
lord,0.01
protestants,0.006
amieyoung_x,0.007
pigment,0.012
forties,0.008
bringing,0.012
enddate,0.004
scholar,0.006
wooden,0.004
clientele,0.003
commenter,0.031
patrickwintour,0.002
smethwick,0.003
chalupatime,0.011
katiecelf,0.007
hague,0.005
zzzzzz,0.003
charter,0.007
bill,0.01
specially,0.006
bbqt,0.025
bacon,0.011
second,0.01
autonomous_mind,0.006
feck,0.007
bbcqt,0.018
brexit,0.021
jonteinspain,0.009
casumptious,0.009
skynewsbreak,0.002
sheenmate,0.003
chieftans,0.018
fossil,0.005
scottishlabour,0.018
scottishreferendum,0.006
jackcapron,0.008
ohbrokenbritain,0.029
hero,0.011
splinter,0.009
brainwashed,0.004
lgbt,0.017
china,0.011
cult,0.011
affiliated,0.013
shriek,0.008
mickzippy,0.008
realclimatescience,0.003
cyclical,0.007
kids,0.022
kaltesonne,0.001
k,0.011
davidisky,0.002
reports,0.009
transfixed,0.01
military,0.011
bbcone,0.007
cancellation,0.006
criticism,0.008
golden,0.011
divide,0.005
criticise,0.0
loudoun,0.006
norse,0.004
replace,0.006
foodbanks,0.005
classicfail,0.008
unis,0.001
unit,0.001
mote,0.007
dna,0.01
spoke,0.002
aidan_celtic,0.006
music,0.015
telegraph,0.028
passport,0.014
e2,0.014
pstani,0.011
holy,0.027
relax,0.015
successful,0.003
brings,0.004
0aqfxwm,0.001
codalmighty,0.006
90,0.01
93,0.009
hold,0.014
sarahhemyukip,0.008
britfirst,0.004
morally,0.009
locked,0.008
pursue,0.009
famed,0.001
plunged,0.031
rkzins_8hfo,0.014
revenues,0.008
example,0.011
richardhilton1,0.002
grumpydenier,0.003
sinking,0.003
household,0.007
dragons,0.012
bbcnew,0.009
want,0.042
absolute,0.013
lobbycomm,0.001
hoc,0.012
worldview,0.008
hehehehehe,0.006
complaining,0.007
travel,0.01
damage,0.009
antiracismday,0.011
machine,0.004
preferable,0.003
salmond,0.007
swine,0.01
renounced,0.01
jamesvondoom,0.007
outlawed,0.009
shores,0.012
wrong,0.018
junkscience,0.005
gsdlady2,0.01
shocker38,0.006
types,0.011
typer,0.009
_deanwilson94,0.005
eyers,0.01
occasions,0.004
paullewismoney,0.01
wins,0.012
fictional,0.002
keeps,0.005
p4ljta,0.006
democratic,0.008
wing,0.01
wind,0.01
senators,0.011
angelahaggerty,0.006
welcomed,0.015
govern,0.007
chriscox69,0.007
continentals,0.006
luisbaram,0.006
jackbrosnan_,0.004
eddieizzard,0.014
luke_e_boy,0.007
fit,0.008
screaming,0.007
10153212_233154013546003_3162180114676654568_n,0.003
discourse,0.0
deeneking,0.005
wales,0.023
hidden,0.005
jihadis,0.013
schools,0.013
silver,0.011
xfactor2014,0.008
represents,0.006
diarmidm,0.005
queues,0.004
barton,0.01
arron,0.003
crops,0.004
eschew,0.001
addicted,0.0
volcano,0.006
ronkabet,0.01
financial,0.012
snakes,0.01
knockout,0.015
allah,0.01
turnip,0.001
fortnight,0.006
jimtduffy,0.001
2day,0.009
cathedral,0.007
whit,0.01
ring,0.007
whip,0.003
rt,0.017
rw,0.008
23c8my7,0.006
rs,0.003
markbtuk,0.006
richardlion2,0.0
re,0.03
encourage,0.011
adapt,0.003
27115043,0.009
dogwhistle,0.009
foundation,0.006
hillaryclinton,0.002
sellout,0.007
paullarkin74,0.009
threatened,0.008
medieval_things,0.002
farageget,0.003
rspca,0.011
allison00812810,0.002
7ekuqhw7b,0.012
redhair,0.005
ate,0.008
ndls61,0.009
heading,0.006
1970s,0.001
repealed,0.009
rabid,0.005
landlords,0.014
peterthomas410,0.014
nigel,0.032
steroids,0.014
reintroduced,0.01
wasn,0.013
remotely,0.004
sutherland,0.007
jamesmcleary,0.009
cmidgley1988,0.005
blazespage,0.007
xii,0.002
tired,0.008
needed,0.015
boston_rabbit,0.005
xit,0.006
_lilykins,0.012
euro,0.019
bitter,0.006
steven_woolfe,0.015
listen,0.011
danish,0.009
alecoscino,0.01
collapse,0.0
kno,0.004
hell_yes,0.005
wisdom,0.006
chairwoman,0.006
channel4,0.004
darkies,0.004
positively,0.009
195dal,0.009
trek,0.005
peril,0.005
showed,0.015
coward,0.01
tree,0.01
10x,0.002
dtfxzpu,0.007
nations,0.026
project,0.016
endure,0.007
boudica,0.081
charted,0.008
feeling,0.008
1zafmow,0.011
redesigned,0.002
esto,0.001
1fxcbdm,0.008
concrete,0.005
paramedics,0.001
responsible,0.012
causing,0.009
absorbed,0.007
ukipfail,0.006
pander,0.002
witney,0.012
shall,0.011
diminishing,0.007
swiss,0.015
mouth,0.008
letter,0.008
entry,0.009
majo,0.006
episode,0.005
2emuouszi,0.01
fajnyjames,0.012
camp,0.011
twickenham,0.011
independents,0.001
flagellants,0.002
lpg,0.014
camb,0.003
came,0.015
saying,0.014
fuckers,0.001
plagues,0.004
sexist,0.002
morningstaronline,0.014
darmz7,0.006
sexism,0.001
callumringer_,0.008
tempted,0.011
clock,0.003
lessons,0.018
busy,0.01
scmpsocialnewsfeed,0.008
ment,0.008
cousins,0.007
warmongering,0.009
safadreamer,0.003
rich,0.007
milton,0.003
1qto55c,0.011
kraljski,0.007
lmao,0.006
mrdatch,0.024
lurches,0.011
greens,0.024
nicely,0.008
pigtowngrump,0.003
paedophiles,0.011
patch,0.01
debatingfools,0.013
cull,0.011
traverse,0.004
disaster,0.008
fair,0.017
branding,0.007
result,0.014
fail,0.018
syriapakistanindiamalaysiairaqiran,0.012
resigned,0.008
best,0.019
markfrance62,0.013
patronsaintofca,0.005
campaigners,0.009
scotlibdems,0.004
lots,0.008
wikipedia,0.016
1pqswgm,0.009
romanscharlemagne,0.006
ira,0.01
drealmie,0.013
migrantnation,0.004
glasgow,0.006
preserve,0.014
men,0.011
parallels,0.01
nationwide,0.009
nature,0.011
rolled,0.007
mei,0.001
jack0byte,0.003
ian_fraser,0.006
extent,0.013
roller,0.011
pity,0.005
outcome,0.007
sacrificing,0.014
fallacious,0.016
drmoragkerr,0.007
demanded,0.011
planned,0.008
normandy,0.007
logic,0.009
wipeout,0.006
argue,0.008
asked,0.007
eradicate,0.004
calibre,0.005
telbo5000,0.013
basque,0.014
blonde,0.01
raith,0.006
shouting,0.008
union,0.024
fri,0.01
michaelpdeacon,0.003
frm,0.006
advert,0.009
ckuka,0.006
much,0.025
privilege,0.007
jackass,0.001
deportations,0.009
socialflow_twitter,0.002
life,0.016
spit,0.008
eastern,0.009
worker,0.01
places,0.001
sycophants,0.001
culling,0.01
child,0.01
25s,0.007
worked,0.004
doth,0.009
cunt,0.005
diverted,0.006
isabeloakeshott,0.009
bcalderwood23,0.006
1jar3,0.01
viii,0.0
athanaseus,0.018
flooding,0.01
ladyreynolds34,0.012
ridiculously,0.005
surprises,0.004
nuttalls,0.008
anticipating,0.009
campaigning,0.009
trusted,0.002
things,0.017
rebellion,0.006
split,0.004
babies,0.011
paedo,0.007
european,0.017
plonker,0.006
fairly,0.008
louisemensch,0.009
louenglefield,0.001
pitchforks,0.0
purpleplotters,0.002
jaimehta,0.001
lydlqv,0.008
reissdjo,0.007
tune,0.014
fabricant,0.008
matters,0.008
eddiesurfs,0.011
academia,0.004
demindblower,0.002
echoes,0.001
petewishart,0.007
opinions,0.002
its2014,0.003
terrorist,0.006
cumbria,0.006
birmingham,0.011
flaggelant,0.004
gretna,0.005
sandracub,0.009
ham,0.011
holyromanempire,0.007
bnp,0.021
hay,0.009
innocent,0.01
prison,0.005
east,0.034
espoused,0.006
hav,0.007
ukipcastlepoint,0.014
groat,0.002
possible,0.011
possibly,0.005
lachiemor1,0.007
indicative,0.008
mrdavidwhitley,0.007
birth,0.012
shadow,0.014
hamas,0.002
desire,0.011
brought,0.003
kingskroinkie,0.013
sliiting,0.008
remind,0.01
steps,0.009
andrewoathy,0.001
ideaa,0.001
bonkers,0.001
right,0.028
old,0.013
crowd,0.012
people,0.039
czech,0.007
mosques,0.009
ooooo,0.003
willdefens,0.002
sure,0.015
countytimes,0.003
serialsockthief,0.005
creep,0.002
bringbackhanging,0.011
attendees,0.008
fox,0.03
individuals,0.001
periphery,0.005
mabionglyndwr,0.006
varicose,0.001
nwbrux,0.009
templarinfidel,0.004
lefty,0.018
hmtreasury,0.012
oliverjamesuk,0.001
alexandra,0.01
losing,0.015
toryshorty,0.009
exploitiation,0.011
bigpoppatotoro,0.007
benches,0.002
citizens,0.005
o,0.009
despair,0.004
stoked,0.006
ukipdaily,0.008
slightly,0.007
bath,0.006
consulting,0.002
sod,0.013
1531879,0.012
sol,0.013
son,0.017
