Term,Value
breastfeeding,0.013
gates,0.051
now,0.034
09,0.007
weavervaleukipremfry,0.019
livestock,0.011
just,0.005
hordes,0.015
nigel_farage,0.024
move,0.011
claudius,0.042
his_grace,0.0
gd,0.006
london,0.089
thanks,0.022
tredinnick,0.007
go,0.033
yes,0.009
elites,0.013
mayor,0.002
occupation,0.0
death,0.049
shackles,0.006
gold,0.009
northern,0.001
brushed,0.013
ll,0.046
writer,0.001
mosque,0.006
bombings,0.007
nose,0.006
better,0.01
webpage,0.001
finalised,0.001
going,0.001
voted,0.025
roughshod,0.001
2015,0.003
watching,0.011
tory,0.054
jailed,0.042
hates,0.003
boris,0.007
good,0.043
get,0.066
horror,0.006
stop,0.045
fluid,0.011
indigenous,0.02
dark,0.0
remfry,0.005
cutting,0.006
facebook,0.002
hotline,0.013
party,0.039
world,0.012
bit,0.0
one,0.079
like,0.031
desperately,0.007
incitement,0.007
d,0.01
lost,0.008
course,0.006
spokesperson,0.028
h,0.064
isis,0.006
revert,0.011
pole,0.006
damascus,0.007
sacrifices,0.028
dinosaur,0.007
barbaric,0.159
t,0.035
tribes,0.003
normans,0.098
wiki,0.007
ukip_egham,0.008
herefordshire,0.01
england,0.126
people,0.005
list,0.006
belonged,0.01
hard,0.0
whoshouldyouvotefor,0.011
idea,0.014
hail,0.0
refusing,0.007
see,0.007
msmithsonpb,0.006
us,0.0
eu,0.1
et,0.007
empire,0.316
peter,0.056
carswell,0.021
er,0.017
rt,0.009
planet,0.009
illogical,0.007
celt,0.094
review,0.097
ukip,0.279
fox,0.0
cruel,0.0
re,0.046
3,0.001
congratulations,0.006
beard,0.043
shakespeare,0.007
prog,0.009
new,0.106
fall,0.066
reading,0.011
leader,0.015
theredrag,0.007
europe,0.152
justification,0.006
run,0.002
nhaparty,0.009
found,0.029
0,0.01
satanic,0.011
muslim,0.02
slaughter,0.026
romans,0.1
indyref,0.005
let,0.005
york,0.002
wtf,0.007
conservatives,0.001
news,0.059
post,0.013
_,0.029
behaviour,0.013
rugby,0.011
hunting,0.063
getting,0.002
country,0.005
barbarians,0.082
wrong,0.005
british,0.0
times,0.009
ideology,0.023
suggests,0.01
roman,0.188
period,0.019
iron,0.088
claudius_p,0.033
labour_celts,0.192
com,0.096
condemned,0.013
badgers,0.013
credible,0.002
via,0.033
nigel,0.036
expendable,0.007
suddenly,0.009
smithlyte,0.013
selfie,0.002
blessed,0.002
barbarian,0.492
lies,0.01
medieval,0.0
moral,0.002
church,0.006
vote,0.012
docdroid,0.007
sounds,0.005
mark,0.012
pointless,0.002
intervention,0.002
corporal,0.006
donor,0.048
story,0.008
army,0.011
support,0.023
saxons,0.154
ichy_vagenda,0.007
next,0.033
2,0.002
despises,0.006
jingle,0.007
kowtowing,0.031
georgegalloway,0.008
flagdon,0.0
simonmundie,0.002
scotref,0.0
tom_celt,0.11
controlled,0.003
invite,0.0
holy,0.192
offer,0.0
deaf,0.006
atop,0.0
differences,0.0
davidlammy,0.0
welshtoy,0.007
back,0.012
industrial,0.007
wiping,0.013
warm,0.018
13d685l,0.007
farage,0.068
bull,0.003
eaters,0.003
stopfundinghate,0.007
trying,0.001
msfreakinrosie,0.001
haven,0.001
disappointing,0.006
intriguing,0.003
migrants,0.006
stacked,0.003
middle,0.073
julius,0.142
immigrants,0.049
earthists,0.007
asgedd,0.006
mary,0.044
will,0.053
creepy,0.007
celts,0.012
can,0.005
uk,0.036
error,0.003
boudica,0.254
making,0.01
athanaseus,0.007
50s,0.007
natives,0.007
excruciatingly,0.007
bbcqt,0.008
ad,0.007
rosie,0.007
education2counter,0.007
modern,0.009
ages,0.0
mansplains,0.027
fellow,0.009
couples,0.013
scumbags,0.019
au,0.003
halal,0.036
want,0.026
north,0.005
decide,0.006
tells,0.008
webogi,0.007
compared,0.009
fkn,0.007
wary,0.006
scotland,0.052
s,0.067
anglo,0.116
igg,0.006
steven_winstone,0.011
labour,0.018
take,0.048
branch,0.009
test,0.006
uklabour,0.062
mzhu7,0.011
maxkeiser,0.008
douglascarswell,0.012
rapists,0.011
http,0.054
caesar,0.197
knew,0.011
rogerhelmermep,0.011
wilson,0.038
evil,0.003
ecb,0.007
running,0.003
demise,0.006
snp,0.031
mankini,0.006
spref,0.005
hoards,0.005
solidarity,0.007
man,0.015
celtic,0.032
emperor,0.008
don,0.024
classicist,0.028
wife,0.006
changes,0.006
age,0.19
m,0.001
dog,0.007
discreet,0.006
charlemagne,0.167
english,0.063
radya,0.01
oflynndirector,0.011
