Term,Value
strawa,0.005
communitiesuk,0.014
hordes,0.037
leejasper,0.002
beachthistle,0.006
holyrood,0.009
four,0.009
hanging,0.015
diisgrace,0.009
localized,0.01
marching,0.011
dunleavy138,0.008
ukelections2015,0.008
augustine,0.007
ecominimalnick,0.013
stevesurrey1,0.006
cole_davesc66,0.002
lord,0.006
sinking,0.005
regional,0.002
bile,0.007
pigment,0.006
forties,0.009
bringing,0.008
enddate,0.003
scholar,0.008
wooden,0.004
clientele,0.001
commenter,0.023
patrickwintour,0.001
smethwick,0.004
chalupatime,0.012
katiecelf,0.008
hague,0.007
zzzzzz,0.003
charter,0.009
bill,0.011
specially,0.009
bbqt,0.023
bacon,0.011
second,0.012
autonomous_mind,0.007
feck,0.008
bbcqt,0.016
brexit,0.022
jonteinspain,0.011
casumptious,0.008
skynewsbreak,0.001
sheenmate,0.001
chieftans,0.017
fossil,0.005
scottishlabour,0.018
scottishreferendum,0.003
jackcapron,0.008
ohbrokenbritain,0.04
hero,0.012
splinter,0.008
brainwashed,0.007
lgbt,0.011
china,0.012
cult,0.008
affiliated,0.016
shriek,0.008
mickzippy,0.005
cyclical,0.011
kids,0.025
kaltesonne,0.003
k,0.014
davidisky,0.002
reports,0.012
transfixed,0.007
military,0.01
bbcone,0.008
cancellation,0.004
criticism,0.006
golden,0.011
divide,0.007
criticise,0.002
loudoun,0.007
norse,0.007
replace,0.011
foodbanks,0.009
classicfail,0.006
unis,0.003
mote,0.006
dna,0.008
spoke,0.001
aidan_celtic,0.008
music,0.01
telegraph,0.035
passport,0.014
e2,0.012
owen,0.005
holy,0.026
relax,0.014
successful,0.004
brings,0.003
0aqfxwm,0.002
99,0.006
90,0.009
93,0.011
hold,0.013
sarahhemyukip,0.006
britfirst,0.004
morally,0.011
locked,0.005
pursue,0.01
famed,0.001
plunged,0.028
rkzins_8hfo,0.012
revenues,0.008
example,0.018
richardhilton1,0.001
grumpydenier,0.005
protestants,0.003
household,0.008
dragons,0.009
currency,0.001
bbcnew,0.013
want,0.034
absolute,0.012
poverty,0.008
hoc,0.011
worldview,0.007
hehehehehe,0.007
complaining,0.007
travel,0.01
damage,0.01
antiracismday,0.01
machine,0.004
preferable,0.005
salmond,0.004
swine,0.011
renounced,0.009
jamesvondoom,0.008
outlawed,0.009
shores,0.01
wrong,0.017
junkscience,0.006
gsdlady2,0.009
shocker38,0.006
types,0.009
ukipscum,0.005
_deanwilson94,0.007
eyers,0.008
occasions,0.001
paullewismoney,0.013
wins,0.017
fictional,0.003
keeps,0.008
p4ljta,0.005
democratic,0.011
wing,0.009
wind,0.009
senators,0.007
angelahaggerty,0.006
welcomed,0.017
govern,0.005
chriscox69,0.009
continentals,0.003
luisbaram,0.005
jackbrosnan_,0.003
luke_e_boy,0.008
fit,0.007
screaming,0.007
10153212_233154013546003_3162180114676654568_n,0.003
deeneking,0.003
wales,0.021
hidden,0.004
virtually,0.005
schools,0.014
silver,0.009
xfactor2014,0.006
represents,0.01
diarmidm,0.009
queues,0.006
barton,0.009
arron,0.01
crops,0.004
addicted,0.001
volcano,0.006
ronkabet,0.01
financial,0.01
snakes,0.012
knockout,0.016
allah,0.012
turnip,0.001
fortnight,0.004
berkshireip,0.002
2day,0.007
cathedral,0.007
whit,0.006
ring,0.005
whip,0.002
rt,0.023
trending,0.006
23c8my7,0.008
rs,0.003
markbtuk,0.005
richardlion2,0.001
re,0.034
encourage,0.009
adapt,0.005
27115043,0.005
dogwhistle,0.011
foundation,0.005
hillaryclinton,0.007
sellout,0.004
paullarkin74,0.006
threatened,0.007
medieval_things,0.0
farageget,0.005
rspca,0.009
allison00812810,0.002
7ekuqhw7b,0.01
redhair,0.005
ate,0.005
ndls61,0.006
heading,0.002
1970s,0.001
repealed,0.012
rabid,0.003
landlords,0.01
peterthomas410,0.013
nigel,0.033
steroids,0.013
reintroduced,0.01
wasn,0.009
remotely,0.004
sutherland,0.007
jamesmcleary,0.007
cmidgley1988,0.01
blazespage,0.005
xii,0.001
tired,0.007
needed,0.015
boston_rabbit,0.003
xit,0.007
_lilykins,0.012
euro,0.016
bitter,0.008
steven_woolfe,0.012
listen,0.011
danish,0.007
alecoscino,0.01
collapse,0.001
kno,0.007
hell_yes,0.005
wisdom,0.006
chairwoman,0.007
channel4,0.003
darkies,0.004
positively,0.006
195dal,0.01
trek,0.003
peril,0.004
showed,0.014
coward,0.008
tree,0.013
dtfxzpu,0.004
nations,0.025
project,0.014
endure,0.007
boudica,0.085
charted,0.007
feeling,0.003
1zafmow,0.013
redesigned,0.002
esto,0.002
1fxcbdm,0.005
concrete,0.006
paramedics,0.001
responsible,0.01
causing,0.01
absorbed,0.009
ukipfail,0.004
pander,0.002
witney,0.01
shall,0.009
diminishing,0.008
swiss,0.015
mouth,0.008
letter,0.006
entry,0.009
majo,0.007
episode,0.006
2emuouszi,0.01
fajnyjames,0.011
camp,0.01
twickenham,0.013
independents,0.0
flagellants,0.001
lpg,0.01
camb,0.001
came,0.015
saying,0.016
fuckers,0.002
plagues,0.001
sexist,0.004
morningstaronline,0.009
darmz7,0.003
sexism,0.004
callumringer_,0.012
tempted,0.008
clock,0.001
lessons,0.013
submit,0.008
scmpsocialnewsfeed,0.007
ment,0.007
cousins,0.008
warmongering,0.013
safadreamer,0.001
rich,0.005
milton,0.003
1qto55c,0.006
kraljski,0.009
lmao,0.003
mrdatch,0.019
lurches,0.014
greens,0.026
textbooks,0.006
pigtowngrump,0.005
paedophiles,0.008
patch,0.009
debatingfools,0.014
cull,0.011
traverse,0.002
disaster,0.008
fair,0.015
branding,0.005
result,0.016
fail,0.019
syriapakistanindiamalaysiairaqiran,0.014
resigned,0.007
best,0.018
patronsaintofca,0.007
campaigners,0.011
scotlibdems,0.005
lots,0.007
wikipedia,0.014
1pqswgm,0.009
romanscharlemagne,0.006
ira,0.01
foi_in_ukip,0.009
migrantnation,0.008
glasgow,0.007
preserve,0.014
men,0.009
parallels,0.01
nationwide,0.008
nature,0.01
rolled,0.006
mei,0.003
jack0byte,0.005
ian_fraser,0.006
extent,0.012
roller,0.01
pity,0.003
outcome,0.007
sacrificing,0.015
fallacious,0.012
drmoragkerr,0.01
demanded,0.017
planned,0.006
normandy,0.008
logic,0.011
wipeout,0.008
argue,0.005
asked,0.004
eradicate,0.007
calibre,0.009
telbo5000,0.008
basque,0.014
blonde,0.011
raith,0.004
shouting,0.005
union,0.022
fri,0.008
michaelpdeacon,0.006
frm,0.01
advert,0.009
ckuka,0.006
much,0.021
fecking,0.025
deportations,0.006
socialflow_twitter,0.001
life,0.018
spit,0.006
eastern,0.003
worker,0.009
places,0.003
sycophants,0.002
southerners,0.006
child,0.01
25s,0.007
worked,0.008
doth,0.011
cunt,0.005
diverted,0.009
isabeloakeshott,0.01
bcalderwood23,0.008
1jar3,0.011
viii,0.001
athanaseus,0.013
flooding,0.008
ladyreynolds34,0.01
ridiculously,0.003
surprises,0.003
nuttalls,0.011
anticipating,0.01
campaigning,0.008
trusted,0.006
things,0.012
rebellion,0.01
