Term,Value
strawa,0.003
communitiesuk,0.014
hordes,0.039
leejasper,0.005
beachthistle,0.008
holyrood,0.011
four,0.009
hanging,0.012
diisgrace,0.009
localized,0.014
marching,0.01
dunleavy138,0.004
ukelections2015,0.008
augustine,0.009
ecominimalnick,0.017
stevesurrey1,0.003
cole_davesc66,0.0
lord,0.006
protestants,0.004
regional,0.001
trojan,0.011
pigment,0.01
forties,0.007
bringing,0.009
enddate,0.001
scholar,0.008
wooden,0.005
clientele,0.003
commenter,0.028
patrickwintour,0.002
smethwick,0.005
chalupatime,0.015
katiecelf,0.005
hague,0.007
zzzzzz,0.005
charter,0.005
utm_hp_ref,0.009
specially,0.007
bbqt,0.027
bacon,0.007
second,0.013
autonomous_mind,0.011
feck,0.007
theory,0.004
brexit,0.026
jonteinspain,0.012
casumptious,0.012
skynewsbreak,0.002
sheenmate,0.0
chieftans,0.017
fossil,0.003
scottishlabour,0.019
scottishreferendum,0.005
jackcapron,0.008
ohbrokenbritain,0.025
hero,0.009
splinter,0.01
brainwashed,0.007
lgbt,0.01
china,0.012
cult,0.011
affiliated,0.013
shriek,0.008
mickzippy,0.008
realclimatescience,0.002
cyclical,0.008
kids,0.03
kaltesonne,0.002
k,0.008
davidisky,0.002
reports,0.013
transfixed,0.009
military,0.011
bbcone,0.006
cancellation,0.005
criticism,0.007
golden,0.011
divide,0.005
criticise,0.003
loudoun,0.009
norse,0.005
replace,0.009
foodbanks,0.006
classicfail,0.006
unis,0.005
unit,0.001
hoping,0.005
dna,0.008
spoke,0.002
aidan_celtic,0.006
music,0.01
telegraph,0.024
passport,0.016
e2,0.011
owen,0.01
holy,0.047
relax,0.015
successful,0.003
brings,0.004
0aqfxwm,0.002
99,0.008
90,0.007
93,0.014
hold,0.017
sarahhemyukip,0.007
britfirst,0.003
morally,0.013
locked,0.008
pursue,0.01
famed,0.001
plunged,0.029
rkzins_8hfo,0.013
revenues,0.008
example,0.015
richardhilton1,0.002
grumpydenier,0.004
sinking,0.003
household,0.007
dragons,0.014
currency,0.002
bbcnew,0.012
want,0.042
absolute,0.011
poverty,0.007
hoc,0.013
worldview,0.012
hehehehehe,0.006
complaining,0.006
travel,0.011
damage,0.011
antiracismday,0.013
machine,0.005
preferable,0.004
salmond,0.007
swine,0.011
renounced,0.008
jamesvondoom,0.009
outlawed,0.008
shores,0.011
wrong,0.017
gsdlady2,0.007
shocker38,0.01
types,0.01
ukipscum,0.006
_deanwilson94,0.008
eyers,0.011
occasions,0.003
paullewismoney,0.008
wins,0.017
fictional,0.004
keeps,0.008
p4ljta,0.004
democratic,0.012
wing,0.006
wind,0.012
senators,0.011
angelahaggerty,0.005
welcomed,0.012
confederate,0.009
chriscox69,0.007
continentals,0.004
luisbaram,0.004
jackbrosnan_,0.006
eddieizzard,0.016
luke_e_boy,0.009
fit,0.008
screaming,0.007
10153212_233154013546003_3162180114676654568_n,0.003
ogbtssk,0.002
deeneking,0.005
wales,0.022
hidden,0.003
virtually,0.004
lukebozier,0.0
schools,0.017
silver,0.008
xfactor2014,0.007
represents,0.004
