Term,Value
strawa,0.004
communitiesuk,0.014
hordes,0.042
leejasper,0.002
beachthistle,0.005
holyrood,0.009
four,0.008
hanging,0.013
diisgrace,0.006
localized,0.015
marching,0.01
dunleavy138,0.005
ukelections2015,0.009
augustine,0.009
ecominimalnick,0.014
stevesurrey1,0.003
cole_davesc66,0.001
lord,0.01
protestants,0.002
regional,0.0
bile,0.007
pigment,0.008
forties,0.007
bringing,0.008
enddate,0.003
scholar,0.009
wooden,0.006
clientele,0.0
commenter,0.026
patrickwintour,0.003
smethwick,0.005
chalupatime,0.009
katiecelf,0.006
hague,0.01
zzzzzz,0.004
charter,0.008
bill,0.011
specially,0.008
bbqt,0.032
bacon,0.01
second,0.008
autonomous_mind,0.008
feck,0.007
bbcqt,0.016
brexit,0.026
jonteinspain,0.009
casumptious,0.008
skynewsbreak,0.004
sheenmate,0.003
chieftans,0.017
fossil,0.006
scottishlabour,0.02
scottishreferendum,0.004
jackcapron,0.006
ohbrokenbritain,0.031
hero,0.013
splinter,0.009
brainwashed,0.007
lgbt,0.012
china,0.013
cult,0.008
affiliated,0.012
shriek,0.008
mickzippy,0.005
realclimatescience,0.003
cyclical,0.01
kids,0.029
kaltesonne,0.002
k,0.011
davidisky,0.001
reports,0.013
transfixed,0.009
military,0.012
bbcone,0.005
cancellation,0.005
criticism,0.007
golden,0.008
divide,0.006
criticise,0.002
loudoun,0.008
norse,0.007
replace,0.007
foodbanks,0.007
classicfail,0.004
unis,0.005
mote,0.005
dna,0.009
aidan_celtic,0.007
music,0.01
telegraph,0.026
passport,0.019
e2,0.013
pstani,0.01
holy,0.046
relax,0.014
successful,0.004
brings,0.005
0aqfxwm,0.001
99,0.011
90,0.006
93,0.009
hold,0.009
sarahhemyukip,0.007
britfirst,0.006
morally,0.011
locked,0.008
pursue,0.009
famed,0.001
plunged,0.03
rkzins_8hfo,0.015
revenues,0.01
example,0.016
richardhilton1,0.002
grumpydenier,0.004
sinking,0.005
household,0.006
dragons,0.012
currency,0.001
bbcnew,0.01
want,0.038
absolute,0.01
lobbycomm,0.003
hoc,0.012
worldview,0.008
hehehehehe,0.008
complaining,0.008
travel,0.008
damage,0.01
antiracismday,0.013
machine,0.003
preferable,0.003
salmond,0.006
swine,0.012
statement_on_paris_shooting,0.01
jamesvondoom,0.006
outlawed,0.012
shores,0.013
wrong,0.015
junkscience,0.003
gsdlady2,0.008
shocker38,0.007
types,0.012
typer,0.009
_deanwilson94,0.007
eyers,0.011
occasions,0.003
paullewismoney,0.014
wins,0.017
fictional,0.002
keeps,0.009
p4ljta,0.003
democratic,0.01
wing,0.013
wind,0.011
senators,0.009
angelahaggerty,0.009
welcomed,0.017
confederate,0.008
chriscox69,0.005
continentals,0.006
luisbaram,0.003
jackbrosnan_,0.002
luke_e_boy,0.009
fit,0.007
screaming,0.006
10153212_233154013546003_3162180114676654568_n,0.003
discourse,0.002
deeneking,0.003
wales,0.024
hidden,0.006
virtually,0.009
