Number,Tweet
29446,*There's no more DLC. The Bandai Namco EU community manager said so. Garp and Caesar are the last DLC. 1/2
29447,*sofrendo e eu chorei mais ainda com o misto do caesar morrendo e do joseph mal pra caralho
7,"*And when we do, the Treasury will get a nice fat tariff payment, equivalent to the one the EU slaps on us. """
32004,*@Caesar_Viaosnus eu amo o Twitter!!!!
32005,"*Em 93 eu estava na porta do Caesar Park, na Augusta, no meio da zona. Madruguei no Morumbi e quase desmaie de cansaço antes do show. Fim."""
32006,*Esse foi um ano muito revelador em que descobri que as pessoas usam molho caesar pra salada (eu era muito feliz comendo com carne)
32000,*Hj eu to só o caesar quando descobriu que o will ia deixar ele no abrigo
32001,*This is the Caesar trap. http://howshouldyouvote.co.uk/the-caesar-trap/ … Inability to see that nations aren't everything forces nationalists to see EU as a nation.
32002,*Leavers just don't understand how political unions work. If they can't get their facts right they cannot make informed decisions. https://twitter.com/whitty0702/status/800069816690311168 …
32003,*Caesar’s messiah: The Roman Conspiracy to invent Jesus / Месията на Цезар: Римският заговор… http://sharebg.eu/caesars-messiah-the-roman-conspiracy-to-invent-jesus-%d0%bc%d0%b5%d1%81%d0%b8%d1%8f%d1%82%d0%b0-%d0%bd%d0%b0-%d1%86%d0%b5%d0%b7%d0%b0%d1%80-%d1%80%d0%b8%d0%bc%d1%81%d0%ba%d0%b8%d1%8f%d1%82/ …
3391,"*Daniel Caesar, eu te amo"""
3390,*mano eu queria ter sido o caesar zeppeli sem zuera
3393,"*Bon en attendant je vais regarder JoJo. D'ailleurs, la mort de Caesar Zeppeli, j'ai eu bien le seum"""
3392,*That and Julius Caesar invading due to Corbyns love of evil empires.  There's an anti EU angle there
3395,*3hrs da manha eu e o caesar arquitetando planos pra acabar com o coraçao de uma vadia
3394,*PISA MENOS CAESAR SALAD EU TE IMPLORO
5409,*Eu queria abraçar pro resto da minha vida quem inventou a salada caesar
5408,"*Se não rolar isso no teu niver eu nem vou, Caio Caesar. http://fb.me/3IZWlPGhi """
29439,*What have the Romans ever done for us? Took Britain into  1st EU thats what. DM raging against Caesar tomorrow #brexitappeal
29438,*eu e o caesar tínhamos a mesma flor favorita (girassol)
9249,*Eu acho que faltou o Caesar vencer uma luta.
9248,"*Se tem coisa melhor que comer salada caesar com um molho diferente e suco de morango a essa hora, eu desconheço"""
35182,*eu so vou falar uma vez ouve essa porra #NowPlaying Get You (feat. Kali Uchis) by Daniel Caesar ♫ http://spoti.fi/2ezUzod 
35183,"*Personas caucásicas en EU, desde NIÑOS hasta adultos agrediendo a latinos, musulamnes, afroamericanos inclusive asiáticos. Que miedo."""
35184,*meu anjo. Vc n tem noção do q é ter um bebe! Eu sou mãe e sei a dificuldade
35185,*eu sou contra o aborto. Mas em casos de estupro a mulher pode abortar a lei garante
35186,"*às vezes eu acordo de noite e lembro daquele episódio em que o Joseph disse NAISU NAISU CAESAR-CHAN, NAISU aí eu fico feliz e volto a dormir"""
35187,*The EU is in a mess because of Caesar..... 
9241,*na verdade caesar é o pior brojo egoista do caralho mas eu gosto tanto dele............
9240,"*A get you do daniel caesar é a música mais perfeita de smp, eu n aguento e fico smp  fds"""
9243,*EU N ACREDITO QUE O CAESAR MORREU
9242,"*Sem falar que Caesar, né!!!! No trailer novo, na hora em que ele empurra a arma na cabeça dele eu quase grito ME DOMINA PORRA"""
9245,*eu não acredito que o joseph ama o caesar mais que eu
9244,*É claro que eu entendo o contexto histórico e sei de que modo as mulheres erram tratadas. Mesmo a mulher de Caesar.
9247,*Eu amo salada caesar só q são muitos (3) processos (mto simples mas to cm preguiça pra porra)
9246,*Fiz um molho caesar pra botar na salada que olha ta um arrasado cos croutons e o frango que eu fiz tbm olha diliça
179,"*falando serio, eu gostaria de ver o channing num musical. aquela cena em hail caesar foi uma das coisas mais lindas de 2016"""
178,"*Eu só acho que dormi demais. (@ Hotel Caesar Park Managed by Sofitel in Rio de Janeiro, RJ) https://www.swarmapp.com/c/8AZneC7j7Oo """
177,*eu e o caesar somos uma pessoa só
176,*hoje vou estudar só o julius caesar pra amanhã sair perfeito e eu poder corrigir o coleguinha do braço de serrote
175,*esses dias eu tô assim: noah cyrus>sza>daniel caesar num loop eterno sos
174,*daniel caesar eu te venero
173,*Eu não aguento o Caesar e o Sá KKKKK
172,*Queria uma salada caesar eu acho
171,*daniel caesar eu escolhi te amar
170,*eu sou o joseph e qro um caesar na boa 
182,*#Caesar #One Ground rectified 25x75 cm AB6J | #Porcelain stoneware #cotto #25x75 | on #bathroom39.com at 51 Eu 
183,*vous plaisantez ? Il y a eu ds condamnés pour moins que ça. Il a raison il faut fr la lumière
180,*#Caesar #Absolute White Star 30x60 cm AavW | #Porcelain stoneware #Stone #30x60 | on #bathroom39.com at 135 Eu https://www.bathroom39.com/caesar-absolute-white-star-30x60-cm-aavw.html …
