Number,Tweet
3684,*NewsLetter: UKIP wants â€˜Celtic coalitionâ€™ to protect union: Ukip has pledged to create a Celtic coalition to p... http://bit.ly/1UIuJQe 
3685,"*Stop using #Celtic as a dogwhistle, #UKIP-scum! """
3686,"*We want a Celtic Coalition of Ukip members in Stormont, Holyrood and Cardiff Bay to protect the UK. http://m.belfasttelegraph.co.uk/news/northern-ireland/ukip-wants-celtic-coalition-to-protect-union-34604358.html â€_"""
3687,"*We want a Celtic Coalition of Ukip members in Stormont, Holyrood and Cardiff Bay to protect the UK. """
3688,"*Paul Nuttall MEP - """"What we want to see is a Celtic coalition of #UKIP members... to protect and preserve our union."""" #Elections2016"""
3689,*#UKIP wants 'Celtic coalition' to protect union http://www.belfasttelegraph.co.uk/news/northern-ireland/ukip-wants-celtic-coalition-to-protect-union-34604358.html â€_
3690,*UKIP Northern Ireland Assembly Manifesto - Celtic Coalition of Unionists #ae16 #euref #brexit http://fb.me/7GPCOaQny 
3691,*Ukip wants 'celtic coalition' to protect union #ae16 http://www.irishnews.com/news/politicalnews/2016/04/06/news/ukip-wants-celtic-coalition-to-protect-union-477071/?param=ds441rif44T â€_
3692,*@muteswann @jamieszymko You're confusing that with EU election where Yoon parties collaborated to hand UKIP a seat.
3693,*@AIDAN_CELTIC @1997xJxB He also thinks Nigel Farage is a top bloke and would vote UKIP as he is an uneducated piece of shit.
3694,*@Kieran_Celtic Peak UKIP.
3695,*EU referendum: Former Scottish National Party leader Alex Salmond and Ukip #scottish #celtic http://webogi.com/t1n9Bh 
3696,"*@Elizabeth_Annex @Napoleon_Celtic  I take it as an insult to link UKIP & SNP, SNP are doing a good job & we're sick of Westminster"""
3697,*@Celtic_Pagan @nufcno1fan They both need to go . Im ukip
4268,*@Casumptious @JamieRoss7 you don't think UKIP get slightly more than their fair share?
4269,"*@KeziaKinder @Glasgow_YES They had a chance to do that in 2014, lined up with Tories BNP, UKIP etc for short term gain. No second chances."""
4270,"*@reissdjo Erm.....UKIP.....Say no more, the media 'friendly' face of right wing racism."""
4271,*@celtic_spring @Gran_in_Suffolk
4272,*@johnfmca @Gran_in_Suffolk and your point is? 
4273,*@Gran_in_Suffolk @bcalderwood23 the mention of UKIP in the profile indicates total halfwit.
4274,*@galifreyone @gazultrav @henryreillyukip @UKIP @DVATW anyone that has celtic in their bio is NOT a true patriot
4275,*@infamyreborn92 Perhaps some people from UKIP think Welsh IS gobbledegook; nothing would surprise me! Or indeed other Celtic languages
4276,*I'm sure it's just harmless Yoon banter.
4277,*Remember when certain folk ran to UKIP to help them in their Celtic state aid pish? 
4278,*@nick_nlawrie @geordielord1 Oh really? English angrier? That must be why UKIP doesn't have Scots MEP & Rangers don't play Celtic etc etc
4279,*@bbcquestiontime @Gillian_Mair80 @AngusRobertson About time the 3rd biggest party got represented. Shd be on much more than the weekly UKIP
4280,"*@ianssmart @Labour_Celts what utter tripe. Celtic fans supporting the same cause as OO, NF,BNP, UKIP disgusting."""
4281,"*@UKIPNFKN @SLATUKIP @Jane_CollinsMEP @UKIP have heard arguments, small business have amazing paper burden, with Celtic Vapor eg."""
4282,*Celtic Vapours in Swansea is just one company that feels under threat from EU Regulation http://www.walesonline.co.uk/news/politics/heavy-smoker-nigel-farage-tries-10322476 â€_
4283,*@jrw1888 @KidWithEye @bcam1888 @imaginger @Celtic_Vines UKIP voting cunts
4284,*Fairly sure UKIP could save money by just holding their Annual Conference at the BDO World Darts Championship.
4285,*@GeronimoCash @Casumptious @PCTrumpton @LiberalIsland TBH if she's harming UKIP then at least some good has come out of this.
4286,*@UKIP That must have taken all of about 15 minutes. Impressive - no.
4287,"*Going to write a dystopian novel where Rangers and Celtic are forced to merge by a UKIP government, and play in blue and white hoops"""
5128,"*@GLASNOSTORGUK @UKIPWales @DavidJo52951945 UKIP should support English, not your stupid little celtic language not spoken outside Wales."""
5129,*@celtic_spring @BlantyreSNP @britainelects 1prefLAB: 47.2% (-7.0)SNP: 39.6% (+8.9)CON: 4.5% (+0.6)SSP: 3.9% (+3.9)LDEM: 2.9% (+2.2)UKIP:1.9%
5130,*@Emrod_lives Thanks. I still have a job. One up to me methinks
5131,"*@markisangry @ellenglencairn @johnbickleyukip @slatukip @telegraph I heard that too, UKIP has much contempt for Celtic culture."""
5132,*UKIP Must Be On Phone To Deila! #Celtic Boss Savaged After Euro Flop http://bit.ly/1LDaw4b  #SabotageTimes
5133,"*""""UKIP must be on the phone to Deila!"""" The best Tweets after Celtic's latest Euro exit. http://sabotagetimes.com/football/ukip-must-be-on-phone-to-deila-celtic-boss-savaged-after-euro-flop â€_"""
5134,"*Celtic's tactics last night were basically the UKIP manifesto, rely on a racist and get out of Europe as soon as possible."""
5135,*UKIP should contact Celtic to get advice as they do a brilliant job in getting out of Europe lol 
5136,"*Celtic and UKIP, both really cannot bear to stay in Europe."""
5137,*@_TomFlan1888 Celtic aka UKIP
5138,*'No fraud' over Celtic's Lennoxtown land deal say Audit Scotland. @UKIP @Casumptious
5139,"*@RonnieMacKay To be fair, it was pretty funny seeing UKIP try and use the Celtic story as a vote winner."""
5140,*@Celtic_Anon @David_Cameron @UN @MissAnonymous32 @WSJ @FoxNews http://youtu.be/8Y5zQ1Tp0Is  @UKIP what is point of #un
5141,*@cmidgley1988 mate I won't even repeat what he said about Celtic fans. Reckon our first date would be a UKIP conference
5142,*@celtic_spring  @NicolaSturgeon @snp Indeed; looks like @JoCranston is another britnat/UKIP bigot - typical handful of followers. #zoomzoom
5143,*@Okeating @Rannochmuir you can tick off ukip plant as well
