Number,Tweet
4278,"*'Merkel' is the frozen Rhine, Daesh the Huns and the barbarians are the barbarians. #EU #Migrant #RomanHistory #Brexit"""
3335,"*'Brexit' has globalist David Cameron in a tizzy - agitating for war using barbarians, #deportation not an option"""
11,*@LeCreusetFiend Cadburys! UGH!! Halal compliant barbarians.
10,"*Britons, stop #Brexit. Only united we European can fight against barbarians islamist!"""
13,*@uk_rants In parts of the world babies are being dumped or even killed for being the'wrong'gender what's the alternative?better not 2b born?
12,"*Yes, that's how we decide what is civilised in the UK."
15,"*@janonway It does not blend w/Europe & US. We are not Sharia-law barbarians. Who is listening? Wilders, LePen, Brexit and Trump. Sigh......"""
14,"*#UK #Brexit only thing to look forward to now,get out of corrupt #EU before house of cards comes tumbling down,#Turk barbarians at the gate!"""
17,"*@RKBA_NJ @Znoes @BrotherVet @AmyMek No, we're ridding the barbarians from our society right now once Brexit is finalised."""
16,"*Like the citizens of ancient Rome, Londoners despair of the uncultured Brexit barbarians beyond the city walls ;) """
19,*Shouts of ‘Allahu Akbar’ erupt in court as Rotherham men JAILED for child sex abuse. NOTHING TO DO WITH ISLAM. http://www.express.co.uk/news/uk/762292/Rothernham-abuse-trial-Allah-akbar-jail …
18,*You better #Brexit fast & deport your barbarians 
2514,*BREXIT WARNING: Migrant crisis to get worse and EU to cost Britons BILLIONS if we stay http://shr.gs/CbB5XvQ 
2515,*Evidence #Britain is 'safer' in @EU?
2516,*Why Brexit is essential- the EU barbarians confiscated my Masterfoods Hot English - lawfully carried on board from London!
2517,*Don't want to trade with China. Barbarians who eat dogs & cats. We should boycott China! #brexit argument again #fail #bbcqt
2510,*The EU's economy sclerotic before the horde of 7thC barbarians arrived to tip it into ruin. #Brexit https://twitter.com/PATSTONE55/status/738962667306647552 …
2511,*Next door neighbor with visa free travel in #EU -  barbarians from #Ukraine #Brexit #VoteLeave
2512,*@Otto_English hopefully we can use their services to get back to civilisation after the #Brexit barbarians destroy this country? ;-)
2513,"*Importance is what WON'T happen after #Brexit. viz, being ruled undemocratically and overrun by barbarians. """
1799,*@CJFDillow barbarians? Blimey that's a bit harsh #brexit
3324,*Ban these barbarians from all of Europe. LOOK muslim migrants ATTACK Paris. #MAGA #DC #NYC #brexit #LeaveEU pic.twitter.com/5lF3NqDYbl spy uso
1798,"*Western Western Civilization being overrun by Barbarians #refugees #invasion! DO IT NOW!"""
2509,*Farages vision of Brexit includes no maternity rights and a repeal of same sex marriage
4284,"*@tomhfh So, vote for #Brexit and lose some #humanrights - small price to pay for joining the barbarians. #eureferendum @ToniGiugliano"""
3342,*@voxdotcom  Sins of the past? Try the present. The Barbarians at the Gates of Paris by Theodore Dalrymple is straight out of #Brexit
3343,*@End_of_Europe @guardian ..Just what UK needs..More islamist barbarians..But more votes for a Brexit..Bittersweet..
3340,"*BREXIT PANIC: #CFR, MEDIA STEP UP CAMPAIGN TO SCARE BRITISH VOTERS http://www.thenewamerican.com/world-news/europe/item/22947-brexit-panic-cfr-media-step-up-campaign-to-scare-british-voters …  -NO DON'T LEAVE RAPE BY BARBARIANS NOT SO BAD."""
3341,"*If the Muslim Refugees are the Goth Barbarians, then Europe is the Western Roman Empire of 400AD, and North America is Byzantium #Brexit"""
3325,"*Mark Steyn on Islam: “The Barbarians are inside, and there are no gates” http://www.steynonline.com/7293/the-barbarians-are-inside-and-there-are-no-gates#.VkdNJxjG6eA.twitter … #StopSharia #tcot #ukip #eu #auspol #brexit"""
3344,"*Continental Europe is lost to the muslim barbarians. UK needs #Brexit before Britain falls, too. #IslamIsTheProblem"""
3345,"*@realDonaldTrump @DavidCamercon Cameron """"shocked"""". Why? Because EU is admitting millions of ME migrants w/o papers? http://www.mirror.co.uk/news/uk-news/david-cameron-says-brussels-explosions-7605377 …"""
1,*you care more about rift between the eastern left and the western left Brexit over-weaponized barbarians.
5,"*Cos that's always worked so well in the past at stopping these barbarians, hasn't it? WAKE.UP! Islam IS the problem! """
2508,*#BrexIt
1788,*Brexit .Now The political and economic bloodbath begins .The barbarians just goosestepped through the gates.
1792,"*If the Western world can imperialize, colonized and take over our countries, why can't we come to theirs? #migrationisahumanright #Brexit"""
9,*@Kezzaaaaaa22 @bannerite We're together. Brexit or not. France and UK and All countries together against these barbarians. Kill em all
2506,"*Merkel imported millions of barbarians into Europe, now claims that #Brexit is a threat to stability. What a joke!"""
2505,*Brexit Vote Gives Tabloids Chance to Unleash Anti-European Tendencies http://nyti.ms/1te44zk   Stay & the UK will be consumed by barbarians
2504,"*The peaceful, non-violent left in action once again - smashing properties that display #VoteLeave signs. """
2503,*Be on the opposite side of barbarians always. #VoteLeave #UK #Brexit 
2502,"*Romans. Undemocratic superstate, lots of nice roads, economic sclerosis, corrupt at centre, menaced by barbarians. Sound familiar? #Brexit"""
2501,"*BBC - http://www.bbc.co.uk/news/uk-36504410 … - Floods, terror attacks, strikes and now plague of #Brexit Barbarians Just what la belle France didn't need"""
2500,*ok I'm going to bed believing England stiff upper lip turning other cheek and europe barbarians.  god bless mr murdoch #brexit NOT!
146,"*#Brexit. Don't care about the pound. Don't care about imports, exports or barbarians at the ports. Just kill the sodding cookie policy nags."""
4282,*Here's something I never thought I would never tweet. Good on #mr Putin for having the guts to take on the barbarians.  #brexit
144,"*@MarkGSparrow @Brexit_News Year, leave and visit the bastards of Arkansa.. The brutal barbarians of the USA"""
145,*Brexit. Racist attacks. Punch-up at EU parliament. Now loss of key cultural  studies at A-level. Europeans must think we are such barbarians
142,"*Brexit stopped in its tracks, IS about to lose their last Iraqi stronghold in Mosul... barbarians on the retreat worldwide!"""
143,*Since #Brexit we have become barbarians. We steal teabags and microwave them. 
140,*Brexit is like a minor revolt led by some barbarians against the ruling empire and will be crushed mercilessly by the forces of economics.
141,*@peterjukes I had a dream.Paul Dacre was dead but it then transpired that he was the moderate holding the barbarians back. #brexit
4280,*These Barbarians only respect Sharia law
4281,*#Turkey admits dragging dead Kurd thru streets- & these barbarians want to join EU - #brexit http://www.dailymail.co.uk/news/article-3262116/Turkish-officials-defend-shooting-dead-Kurdish-protestor-dragging-body-streets-saying-corpse-booby-trapped.html …
1789,*Good for Great Britain. I guess they got tired of 7th century barbarians raping their women and children #Brexit
1795,*Of cause workers rights will b protected with #Brexit. British r not barbarians. Brussels is not morale compass. #VoteLeave #BBCDebate
1794,"*Q:What do ancient #Rome, #Asterix & the #Brexit have in common? A:This week's newsletter:WAITING FOR THE BARBARIANS. """
1804,*MUSLIM YOUTHS Celebrate Holy Ramadan by Stoning Buses in the Netherlands https://shar.es/1Jzb48  
1803,"*Merkel's barbarians! Brexit, Nexit and others are coming... """
1802,*@theawayfans @JakubJirsa55 barbarians! just #brexit and stay on your Island. You already caused enough damage in France
1801,*@FiveRights #Brexit #LeaveEU #BanIslam Save your country&citizens from the invading barbarians #StopSharia #StopChristianGenocide #BanSharia
1800,"*#Brexit the EU is the 4th reich get out now. @JunckerEU @EU_Commission. The barbarians are here, @realDonaldTrump"""
3336,*#Merkel is Augustus and the Barbarians are already invading.Good bye #EU #Europe  #Brexit
