Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
england,0.0
ve,0.018
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
desperate,0.023
duck,0.008
go,0.027
28sd7wu,0.001
stopfascists,0.001
empire,0.0
trump,0.001
jesus,0.0
project,0.008
brexit,0.009
now,0.001
built,0.018
eu,0.001
alanbryn1,0.023
s,0.009
notoeu,0.001
actually,0.001
politico,0.001
2016,0.001
define,0.008
flat,0.023
bbcquestiontime,0.023
http,0.001
uk,0.001
assimilated,0.023
welcome,0.001
revived,0.0
downtown,0.008
bible,0.0
solar,0.023
merry,0.001
fall,0.0
comeback,0.001
post,0.018
america,0.001
davidjo52951945,0.008
stone,0.008
prehistoric,0.008
ironage,0.008
like,0.001
joke,0.008
age,0.084
britain,0.009
nations,0.023
will,0.009
matter,0.008
roman,0.022
fearmongering,0.0
t,0.001
iron,0.075
archaeologist,0.008
remoaners,0.023
com,0.001
ianjarmaine,0.0
