Term,Value
ve,0.027
ages,0.001
back,0.009
migrant,0.001
goose,0.347
middle,0.001
britain,0.009
anti,0.001
duck,0.009
go,0.027
28sd7wu,0.001
stopfascists,0.001
empire,0.0
trump,0.001
project,0.008
brexit,0.009
metaphor,0.005
built,0.009
eu,0.001
s,0.009
notoeu,0.001
actually,0.001
going,0.001
politico,0.001
2016,0.001
define,0.008
welcome,0.001
return,0.001
uk,0.001
never,0.006
revived,0.0
downtown,0.008
merry,0.001
fall,0.0
comeback,0.001
post,0.028
america,0.001
davidjo52951945,0.008
connections,0.008
stone,0.009
prehistoric,0.008
ironage,0.008
like,0.001
joke,0.008
age,0.08
http,0.001
awakening,0.008
us,0.001
will,0.009
matter,0.008
roman,0.022
t,0.001
iron,0.068
time,0.001
archaeologist,0.008
shithappens,0.005
