Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
england,0.001
ve,0.021
people,0.001
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.017
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
jouster,0.016
duck,0.009
go,0.021
28sd7wu,0.001
stopfascists,0.001
empire,0.001
trump,0.001
jesus,0.0
project,0.008
brexit,0.065
america,0.001
metaphor,0.0
built,0.008
bible,0.0
eu,0.001
roman,0.022
notoeu,0.001
actually,0.001
going,0.0
politico,0.001
2016,0.001
allardyce,0.016
define,0.008
building,0.016
head,0.016
return,0.001
uk,0.001
welcome,0.001
opposes,0.016
downtown,0.008
reason,0.016
revived,0.0
merry,0.001
fall,0.0
fearmongering,0.0
comeback,0.001
post,0.035
now,0.001
davidjo52951945,0.008
stone,0.011
prehistoric,0.008
ironage,0.008
like,0.001
progressive,0.016
joke,0.008
age,0.086
http,0.001
britain,0.038
will,0.009
matter,0.008
s,0.017
became,0.016
t,0.001
iron,0.076
alright,0.016
archaeologist,0.008
brittain,0.016
ianjarmaine,0.0
