Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
ve,0.009
people,0.001
can,0.008
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.022
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
duck,0.008
go,0.018
28sd7wu,0.001
stopfascists,0.001
empire,0.0
roots,0.012
politico,0.001
jesus,0.0
project,0.008
brexit,0.009
america,0.001
built,0.008
lead,0.012
union,0.008
eu,0.001
ukip,0.009
seems,0.008
roman,0.021
notoeu,0.001
actually,0.001
re,0.009
going,0.001
5,0.009
radical,0.0
white,0.017
2016,0.008
christmas,0.007
define,0.008
europe,0.007
return,0.001
uk,0.001
welcome,0.008
revived,0.0
downtown,0.008
bad,0.007
merry,0.001
leave,0.008
comeback,0.001
post,0.027
now,0.001
davidjo52951945,0.008
fear,0.01
stone,0.008
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.001
joke,0.008
age,0.079
lose,0.008
http,0.001
britain,0.009
us,0.001
will,0.012
matter,0.008
s,0.009
fearmongering,0.0
t,0.001
iron,0.068
country,0.009
fall,0.0
archaeologist,0.009
history,0.007
com,0.001
ianjarmaine,0.0
mean,0.009
