Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
england,0.001
ve,0.009
empire,0.0
people,0.001
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
comeback,0.001
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
notoeu,0.001
duck,0.018
go,0.028
28sd7wu,0.001
stopfascists,0.001
actually,0.001
post,0.058
roots,0.021
trump,0.001
jesus,0.0
project,0.008
brexit,0.009
now,0.001
built,0.017
lead,0.021
thinking,0.021
eu,0.001
s,0.009
hoohoo,0.031
id,0.021
labourparty,0.015
going,0.001
politico,0.001
capital,0.015
wordpress,0.015
2016,0.001
supports,0.008
match,0.021
define,0.008
http,0.001
uk,0.001
given,0.015
welcome,0.001
return,0.001
downtown,0.008
revived,0.0
merry,0.001
fall,0.0
president,0.015
_brexit_,0.008
america,0.001
prophecy,0.0
message,0.015
davidjo52951945,0.008
stone,0.018
prehistoric,0.008
ironage,0.008
like,0.001
joke,0.008
age,0.158
britain,0.009
us,0.001
david,0.015
will,0.009
matter,0.008
roman,0.018
fearmongering,0.0
marriage,0.015
t,0.001
iron,0.077
maybe,0.021
archaeologist,0.008
normans,0.021
ianjarmaine,0.0
