Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
ve,0.012
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
duck,0.009
go,0.018
28sd7wu,0.001
stopfascists,0.001
empire,0.0
trump,0.001
jesus,0.0
will,0.009
brexit,0.009
built,0.018
bible,0.0
eu,0.001
roman,0.009
notoeu,0.001
actually,0.001
politico,0.001
take,0.001
arkdis16,0.039
yrs,0.008
leekartspace,0.039
define,0.046
wants,0.038
2016,0.001
lived,0.038
return,0.001
uk,0.001
welcome,0.001
little,0.039
documentaries,0.039
downtown,0.008
revived,0.0
merry,0.001
fall,0.0
ask,0.038
comeback,0.001
post,0.017
america,0.001
prophecy,0.0
davidjo52951945,0.008
stone,0.019
prehistoric,0.008
ironage,0.008
like,0.001
joke,0.008
age,0.01
http,0.001
britain,0.009
us,0.001
project,0.008
matter,0.008
s,0.009
fearmongering,0.0
t,0.001
iron,0.009
villages,0.039
archaeologist,0.009
happier,0.039
ianjarmaine,0.0
