Term,Value
voteleave,0.012
major,0.0
appeals,0.0
ve,0.018
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.017
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
looks,0.008
duck,0.011
go,0.027
28sd7wu,0.001
stopfascists,0.001
empire,0.0
trump,0.001
jesus,0.0
project,0.008
brexit,0.064
america,0.001
end,0.008
built,0.008
eu,0.001
roman,0.022
notoeu,0.001
actually,0.001
going,0.001
politico,0.001
2016,0.001
define,0.008
http,0.001
uk,0.001
welcome,0.001
immigration,0.008
downtown,0.008
revived,0.0
merry,0.001
fall,0.0
comeback,0.001
post,0.027
now,0.001
uncontrolled,0.0
davidjo52951945,0.008
stone,0.011
prehistoric,0.008
ironage,0.008
like,0.001
joke,0.008
age,0.161
britain,0.038
us,0.001
will,0.012
matter,0.008
s,0.017
fearmongering,0.0
t,0.001
iron,0.137
sense,0.008
archaeologist,0.008
ly,0.008
com,0.001
ianjarmaine,0.0
