Term,Value
ve,0.009
people,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ussr,0.005
anti,0.001
want,0.001
duck,0.018
go,0.021
28sd7wu,0.001
stopfascists,0.001
empire,0.0
politico,0.001
project,0.008
brexit,0.009
built,0.018
eu,0.001
roman,0.009
notoeu,0.001
actually,0.001
going,0.001
2016,0.001
define,0.008
return,0.001
uk,0.001
welcome,0.001
revived,0.0
took,0.005
downtown,0.008
bible,0.0
merry,0.001
fall,0.0
comeback,0.001
post,0.018
america,0.001
prophecy,0.0
went,0.005
davidjo52951945,0.008
stone,0.009
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.001
joke,0.008
age,0.009
http,0.001
britain,0.009
will,0.009
matter,0.008
s,0.009
t,0.001
iron,0.009
archaeologist,0.018
com,0.001
think,0.001
