Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
ve,0.027
people,0.001
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
duck,0.009
go,0.027
28sd7wu,0.001
stopfascists,0.001
empire,0.0
politico,0.001
jesus,0.0
project,0.008
brexit,0.009
built,0.018
eu,0.001
s,0.009
notoeu,0.001
actually,0.001
going,0.001
fall,0.0
2016,0.001
excited,0.016
define,0.008
http,0.001
uk,0.001
6303665,0.016
1y1ooge,0.016
anxiously,0.016
welcome,0.001
return,0.0
downtown,0.008
revived,0.0
merry,0.001
prophesied,0.016
comeback,0.001
post,0.021
america,0.001
poss,0.016
davidjo52951945,0.008
stone,0.008
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.001
joke,0.008
age,0.01
barbarians,0.016
britain,0.009
us,0.0
will,0.009
matter,0.008
roman,0.012
fearmongering,0.0
t,0.001
iron,0.01
archaeologist,0.009
286,0.032
com,0.001
ianjarmaine,0.0
