Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
ve,0.008
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
long,0.009
duck,0.011
go,0.03
28sd7wu,0.001
stopfascists,0.001
empire,0.0
politico,0.001
jesus,0.0
project,0.008
brexit,0.009
america,0.001
built,0.025
bible,0.0
eu,0.001
s,0.009
notoeu,0.001
actually,0.001
2016,0.001
define,0.008
europe,0.0
ago,0.009
http,0.001
uk,0.001
may,0.009
welcome,0.001
return,0.006
downtown,0.008
revived,0.0
merry,0.001
fall,0.0
comeback,0.001
post,0.018
now,0.001
prophecy,0.0
spiegel_politik,0.0
davidjo52951945,0.008
stone,0.018
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.001
joke,0.008
age,0.086
britain,0.009
us,0.001
will,0.009
matter,0.008
roman,0.018
fearmongering,0.0
t,0.007
iron,0.077
history,0.005
archaeologist,0.011
nonny,0.004
com,0.001
ianjarmaine,0.0
fear,0.006
