Term,Value
uncontrolled,0.0
europe,0.0
traitors,0.011
appeals,0.0
ve,0.018
empire,0.0
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.002
back,0.009
welcome,0.001
migrant,0.001
connections,0.008
middle,0.002
awakening,0.008
ann_leckie,0.0
anti,0.001
duck,0.018
go,0.021
28sd7wu,0.001
stopfascists,0.001
100,0.05
politico,0.001
jesus,0.0
project,0.008
brexit,0.01
built,0.009
lead,0.04
major,0.0
eu,0.0
s,0.009
notoeu,0.001
actually,0.001
going,0.001
5,0.04
t,0.007
got,0.05
fall,0.0
2016,0.001
define,0.008
wants,0.04
lived,0.04
return,0.001
uk,0.001
posttruth,0.011
million,0.04
revived,0.0
downtown,0.008
breitbart,0.011
bible,0.0
know,0.04
merry,0.001
international,0.05
ask,0.04
comeback,0.001
post,0.018
america,0.001
prophecy,0.0
opened,0.011
davidjo52951945,0.008
stone,0.008
prehistoric,0.008
ironage,0.008
like,0.001
glory,0.05
trump,0.001
joke,0.008
age,0.009
http,0.001
britain,0.009
us,0.001
will,0.009
matter,0.008
roman,0.048
fearmongering,0.0
pp74,0.001
iron,0.009
faces,0.011
archaeologist,0.009
indyref2,0.011
com,0.001
ianjarmaine,0.0
