Term,Value
beautiful,0.016
major,0.0
appeals,0.0
ve,0.024
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
duck,0.008
go,0.021
28sd7wu,0.001
stopfascists,0.001
empire,0.001
politico,0.001
jesus,0.0
project,0.008
brexit,0.01
ancestors,0.013
built,0.035
eu,0.001
roman,0.009
notoeu,0.001
actually,0.001
going,0.001
postprexit,0.016
t,0.001
2016,0.001
scientists4eu,0.016
define,0.008
return,0.001
uk,0.001
stay,0.013
welcome,0.001
revived,0.0
site,0.016
downtown,0.008
bible,0.0
merry,0.001
fall,0.0
comeback,0.001
post,0.009
america,0.001
prophecy,0.0
uncontrolled,0.0
davidjo52951945,0.008
stone,0.009
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.001
joke,0.008
age,0.009
http,0.001
britain,0.009
us,0.001
will,0.009
matter,0.008
s,0.009
fearmongering,0.0
holland_tom,0.016
iron,0.009
country,0.001
archaeologist,0.04
bodgit_bendit,0.016
com,0.001
ianjarmaine,0.0
