Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
england,0.0
ve,0.018
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
america,0.001
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
duck,0.008
go,0.027
28sd7wu,0.001
stopfascists,0.001
times,0.012
imagined,0.032
empire,0.001
politico,0.001
jesus,0.0
project,0.008
brexit,0.01
wanted,0.032
built,0.018
spineless,0.032
bagati,0.032
eu,0.001
s,0.009
notoeu,0.001
actually,0.001
machine,0.014
lets,0.014
folks,0.032
new,0.0
2016,0.001
define,0.008
jecks,0.032
welcome,0.001
return,0.001
uk,0.001
knew,0.032
revived,0.0
davidmckeyes,0.032
downtown,0.008
small,0.014
nexit,0.013
merry,0.001
fall,0.0
comeback,0.001
post,0.027
now,0.001
prophecy,0.0
davidjo52951945,0.008
stone,0.009
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.001
joke,0.008
age,0.086
http,0.001
britain,0.009
us,0.001
face,0.032
will,0.009
matter,0.008
roman,0.012
fearmongering,0.0
t,0.001
iron,0.077
11,0.032
archaeologist,0.008
ianjarmaine,0.0
