Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
ve,0.018
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.021
migrant,0.013
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
want,0.001
duck,0.011
go,0.027
28sd7wu,0.001
stopfascists,0.001
empire,0.001
politico,0.001
jesus,0.0
project,0.008
brexit,0.01
built,0.017
eu,0.001
roman,0.01
notoeu,0.001
actually,0.001
take,0.001
new,0.0
2016,0.001
define,0.008
men,0.0
return,0.001
uk,0.001
welcome,0.001
revived,0.008
skynews,0.013
downtown,0.008
bible,0.0
lives,0.0
merry,0.001
fall,0.009
comeback,0.001
post,0.018
america,0.001
davidjo52951945,0.008
stone,0.018
prehistoric,0.008
ironage,0.008
like,0.001
getting,0.006
trump,0.001
joke,0.008
age,0.087
http,0.001
britain,0.009
us,0.001
will,0.009
matter,0.008
s,0.009
fearmongering,0.0
t,0.001
iron,0.078
simply,0.006
archaeologist,0.012
economy,0.006
taking,0.013
ianjarmaine,0.0
