Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
england,0.001
ve,0.042
people,0.001
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
european,0.006
duck,0.03
go,0.018
28sd7wu,0.001
stopfascists,0.001
empire,0.041
roots,0.015
politico,0.001
jesus,0.0
project,0.008
brexit,0.055
america,0.001
built,0.029
lead,0.015
conversation,0.011
eu,0.013
give,0.006
s,0.017
notoeu,0.001
actually,0.001
going,0.001
5,0.015
new,0.0
2016,0.001
define,0.008
europe,0.001
http,0.001
uk,0.009
welcome,0.001
revived,0.0
downtown,0.008
shithappens,0.011
connected,0.011
merry,0.001
fall,0.0
comeback,0.001
post,0.009
now,0.001
davidjo52951945,0.008
stone,0.029
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.001
joke,0.008
age,0.009
britain,0.009
us,0.001
will,0.009
matter,0.008
roman,0.048
fearmongering,0.0
t,0.001
iron,0.009
country,0.001
archaeologist,0.032
ly,0.01
com,0.001
ianjarmaine,0.0
