Term,Value
beautiful,0.101
major,0.0
appeals,0.0
england,0.001
ve,0.008
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.002
back,0.009
comeback,0.001
migrant,0.001
connections,0.008
middle,0.102
britain,0.009
ann_leckie,0.0
anti,0.001
duck,0.009
go,0.018
28sd7wu,0.001
stopfascists,0.001
empire,0.0
politico,0.001
jesus,0.0
project,0.008
brexit,0.01
america,0.009
built,0.017
thinking,0.1
eu,0.001
roman,0.008
notoeu,0.001
actually,0.001
going,0.001
damn,0.101
hey,0.008
new,0.0
fall,0.0
2016,0.001
define,0.008
http,0.001
uk,0.001
welcome,0.001
revived,0.0
downtown,0.008
bible,0.0
mansplains,0.008
merry,0.001
imagine,0.101
ironage,0.008
post,0.027
now,0.001
prophecy,0.0
uncontrolled,0.0
davidjo52951945,0.008
olsson,0.0
stone,0.009
prehistoric,0.008
happier,0.1
like,0.001
trump,0.001
joke,0.008
age,0.01
implications,0.008
awakening,0.008
us,0.001
will,0.012
matter,0.008
s,0.009
fearmongering,0.0
t,0.001
iron,0.01
maybe,0.101
cola,0.008
archaeologist,0.018
com,0.001
ianjarmaine,0.0
