Term,Value
uncontrolled,0.0
bridge,0.02
major,0.0
appeals,0.0
england,0.001
ve,0.018
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
want,0.001
duck,0.008
go,0.027
28sd7wu,0.001
stopfascists,0.001
empire,0.0
politico,0.001
jesus,0.0
project,0.008
brexit,0.01
america,0.001
queue,0.02
built,0.012
eu,0.001
roman,0.021
notoeu,0.001
actually,0.001
2016,0.001
define,0.008
scotref,0.02
return,0.001
uk,0.001
welcome,0.001
disagree,0.02
revived,0.0
choice,0.02
downtown,0.008
portal,0.02
merry,0.001
fall,0.0
front,0.02
comeback,0.001
post,0.03
now,0.001
prophecy,0.0
chap,0.02
davidjo52951945,0.008
vpbo3020sh6,0.02
stone,0.009
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.001
joke,0.008
age,0.009
http,0.001
britain,0.009
will,0.018
matter,0.008
s,0.009
fearmongering,0.0
t,0.001
iron,0.009
archaeologist,0.009
com,0.0
tara,0.02
ianjarmaine,0.0
