Term,Value
course,0.002
bright,0.005
go,0.027
helicopters,0.009
revived,0.0
now,0.001
notoeu,0.001
actually,0.001
2016,0.001
return,0.001
know,0.003
fall,0.0
uncontrolled,0.0
like,0.001
t,0.001
archaeologist,0.008
discussing,0.038
england,0.001
instagram,0.038
people,0.001
back,0.009
connections,0.008
eu,0.001
empire,0.001
jesus,0.0
recession,0.009
brexit,0.01
new,0.0
europe,0.0
iron,0.009
merry,0.001
ask,0.003
comeback,0.001
post,0.027
stone,0.011
bible,0.0
joke,0.008
keir_starmer,0.038
s,0.009
com,0.001
ianjarmaine,0.0
major,0.0
appeals,0.0
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
migrant,0.001
will,0.009
fearmongering,0.0
anti,0.001
duck,0.008
politico,0.001
28sd7wu,0.001
stopfascists,0.001
trump,0.001
metaphor,0.038
yrs,0.038
define,0.008
wants,0.038
lived,0.003
downtown,0.008
ridiculous,0.005
lives,0.038
prophecy,0.0
davidjo52951945,0.008
prehistoric,0.008
ironage,0.008
britain,0.009
us,0.001
project,0.008
matter,0.008
uk,0.001
outcome,0.038
pre,0.038
ann_leckie,0.0
ve,0.018
ages,0.001
disappointing,0.009
middle,0.001
awakening,0.008
built,0.011
roman,0.02
http,0.001
welcome,0.001
america,0.001
age,0.009
bodgit_bendit,0.038
