Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
ve,0.018
people,0.001
radical,0.0
loveofmoney,0.0
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
duck,0.009
go,0.027
28sd7wu,0.001
stopfascists,0.001
empire,0.0
roots,0.012
politico,0.001
jesus,0.0
project,0.008
brexit,0.009
america,0.001
end,0.006
built,0.009
lead,0.012
bible,0.0
eu,0.001
roman,0.018
notoeu,0.001
actually,0.001
5,0.012
https,0.001
t,0.006
2016,0.001
scared,0.025
define,0.008
europe,0.0
welcome,0.001
return,0.001
uk,0.001
buildthewall,0.025
villages,0.001
revived,0.0
downtown,0.009
inflation,0.025
0h_n0,0.001
merry,0.001
fall,0.0
comeback,0.001
post,0.018
now,0.001
de,0.025
davidjo52951945,0.008
scary,0.025
stone,0.009
prehistoric,0.008
ironage,0.008
like,0.001
trump,0.006
joke,0.008
age,0.009
http,0.001
britain,0.016
us,0.001
will,0.009
matter,0.008
s,0.009
fearmongering,0.0
can,0.001
iron,0.01
archaeologist,0.009
european,0.0
com,0.001
ianjarmaine,0.0
